sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains that to Israel , keeping this commandment was more than ritual ; it was a way to imitate God , who rested on the seventh day after the creation.","Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains to Israel , keeping this commandment was more than ritual ; it was a way to imitate God , who rested on the seventh day after the creation.","Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI","to Israel , keeping this commandment was more than ritual ; it was a way to imitate God , who rested on the seventh day after the creation.",0,explain,explains,"Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains to Israel , keeping this",that,"Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains","Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains to Israel , keeping this commandment was",68.75479990243912,10.69825553894043
"Tertullian is the first to mention Sunday rest : "" We , however ( just as tradition has taught us ) , on the day of the Lord 's Resurrection ought to guard not only against kneeling , but every posture and office of solicitude , deferring even our businesses lest we give any place to the devil "" ( "" De orat.","Tertullian is the first to mention Sunday rest : "" We , however ( just as tradition has taught us ) , on the day of the Lord 's Resurrection ought to guard not only against kneeling , but every posture and office of solicitude , deferring even our businesses lest we give any place to the devil "" ( "" De orat.",Tertullian is the first to,"Sunday rest : "" We , however ( just as tradition has taught us ) , on the day of the Lord 's Resurrection ought to guard not only against kneeling , but every posture and office of solicitude , deferring even our businesses lest we give any place to the devil "" ( "" De orat.",0,mention,mention,"Tertullian is the first to mention Sunday rest : "" We",none,Tertullian is the first to mention,"Tertullian is the first to mention Sunday rest : "" We , however",81.03309106826782,6.018500804901123
"In the sixth century , Caesarius of Arles taught that the whole glory of the Jewish Sabbath had been transferred to Sunday and that Christians must keep Sunday in the same way as the Jews were commanded to keep the Sabbath.","In the sixth century , Caesarius of Arles taught the whole glory of the Jewish Sabbath had been transferred to Sunday and that Christians must keep Sunday in the same way as the Jews were commanded to keep the Sabbath.","In the sixth century , Caesarius of Arles",the whole glory of the Jewish Sabbath had been transferred to Sunday and that Christians must keep Sunday in the same way as the Jews were commanded to keep the Sabbath.,0,teach,taught,"In the sixth century , Caesarius of Arles taught the whole glory of the",that,"In the sixth century , Caesarius of Arles taught","In the sixth century , Caesarius of Arles taught the whole glory of the Jewish Sabbath",46.25701501965523,10.980916023254395
"For Catholics , Jesus ' teaching that "" the sabbath was made for man , not man for the sabbath "" means that good works "" when the needs of others demand it "" can be part of the day of rest.","For Catholics , Jesus ' teaching that "" the sabbath was made for man , not man for the sabbath "" means good works "" when the needs of others demand it "" can be part of the day of rest.","For Catholics , Jesus ' teaching that "" the sabbath was made for man , not man for the sabbath ""","good works "" when the needs of others demand it "" can be part of the day of rest.",0,mean,means,"For Catholics , Jesus ' teaching that "" the sabbath was made for man , not man for the sabbath "" means good works "" when the",that,"For Catholics , Jesus ' teaching that "" the sabbath was made for man , not man for the sabbath "" means","For Catholics , Jesus ' teaching that "" the sabbath was made for man , not man for the sabbath "" means good works "" when the needs of",50.397724490612745,6.207624435424805
"Pope Benedict XVI states that Rabbi Neusner "" rightly sees this commandment as anchoring the heart of the social order "".","Pope Benedict XVI states Rabbi Neusner "" rightly sees this commandment as anchoring the heart of the social order "".",Pope Benedict XVI,"Rabbi Neusner "" rightly sees this commandment as anchoring the heart of the social order "".",0,state,states,"Pope Benedict XVI states Rabbi Neusner "" rightly sees",that,Pope Benedict XVI states,"Pope Benedict XVI states Rabbi Neusner "" rightly sees this commandment",92.73900976777077,12.62182331085205
"It strengthens generational relationships , makes explicit the connection between family order and societal stability , and reveals that the family is "" both willed and protected by God.","It strengthens generational relationships , makes explicit the connection between family order and societal stability , and reveals the family is "" both willed and protected by God.","It strengthens generational relationships , makes explicit the connection between family order and societal stability , and","the family is "" both willed and protected by God.",0,reveal,reveals,"It strengthens generational relationships , makes explicit the connection between family order and societal stability , and reveals the family is "" both",that,"It strengthens generational relationships , makes explicit the connection between family order and societal stability , and reveals","It strengthens generational relationships , makes explicit the connection between family order and societal stability , and reveals the family is "" both willed and",60.24128544330597,7.59135627746582
The Catechism says this commandment requires duties of children to parents that include :.,The Catechism says this commandment requires duties of children to parents that include :.,The Catechism,this commandment requires duties of children to parents that include :.,0,say,says,The Catechism says this commandment requires duties of,none,The Catechism says,The Catechism says this commandment requires duties of children to,62.2768697142601,8.78603458404541
"Gratitude , as expressed in a quote from Sirach : "" Remember that through your parents you were born ; what can you give back to them that equals their gift to you ? "".","Gratitude , as expressed in a quote from Sirach : "" Remember through your parents you were born ; what can you give back to them that equals their gift to you ? "".","Gratitude , as expressed in a quote from Sirach : ""","through your parents you were born ; what can you give back to them that equals their gift to you ? "".",0,remember,Remember,"Gratitude , as expressed in a quote from Sirach : "" Remember through your parents you were",that,"Gratitude , as expressed in a quote from Sirach : "" Remember","Gratitude , as expressed in a quote from Sirach : "" Remember through your parents you were born ;",48.5333354473114,12.928966283798218
"The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.",The Gospel of Matthew relates that when,"his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.",0,tell,told,The Gospel of Matthew relates that when told his mother and brothers were,none,The Gospel of Matthew relates that when told,The Gospel of Matthew relates that when told his mother and brothers were waiting to,36.97655761241913,12.930537223815918
"The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus",", "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.",0,reply,replied,"The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my",none,"The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and",21.725530117750168,4.581295490264893
"The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he",", "" Here are my mother and my brothers ! For whoever does the will of my Father in heaven is my brother , and my sister , and mother.",0,say,said,"Stretching his hand over his disciples he said , "" Here are my",none,"The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said","The Gospel of Matthew relates that when told his mother and brothers were waiting to see him , Jesus replied , "" Who is my mother and who are my brothers ? "" Stretching his hand over his disciples he said , "" Here are my mother and",20.288135915994644,1.2478419542312622
""" Pope Benedict XVI stated that this dictum of Jesus brought the fourth commandment to a new and higher level.",""" Pope Benedict XVI stated this dictum of Jesus brought the fourth commandment to a new and higher level.",""" Pope Benedict XVI",this dictum of Jesus brought the fourth commandment to a new and higher level.,0,state,stated,""" Pope Benedict XVI stated this dictum of Jesus brought",that,""" Pope Benedict XVI stated",""" Pope Benedict XVI stated this dictum of Jesus brought the fourth",64.0068428516388,10.901525497436523
"The Catechism states : "" Human life is sacred because from its beginning it involves the creative action of God and it remains forever in a special relationship with the Creator , who is its sole end.","The Catechism states : "" Human life is sacred because from its beginning it involves the creative action of God and it remains forever in a special relationship with the Creator , who is its sole end.",The Catechism,": "" Human life is sacred because from its beginning it involves the creative action of God and it remains forever in a special relationship with the Creator , who is its sole end.",0,state,states,"The Catechism states : "" Human life is",none,The Catechism states,"The Catechism states : "" Human life is sacred because",40.42782515287399,8.6292085647583
"The Catechism states that the embryo "" must be treated from conception as a person "".","The Catechism states the embryo "" must be treated from conception as a person "".",The Catechism,"the embryo "" must be treated from conception as a person "".",0,state,states,"The Catechism states the embryo "" must be",that,The Catechism states,"The Catechism states the embryo "" must be treated from",61.16274690628052,8.6292085647583
""" Although the Church has not determined officially when human life actually begins , it has taken the course of maintaining that human life is present from the moment of conception or fertilization "" ; respect for life at all stages , even potential life , is generally the context of church documents.",""" Although the Church has not determined officially when human life actually begins , it has taken the course of maintaining human life is present from the moment of conception or fertilization "" ; respect for life at all stages , even potential life , is generally the context of church documents.",""" Although the Church has not determined officially when human life actually begins , it has taken the course of","human life is present from the moment of conception or fertilization "" ; respect for life at all stages , even potential life , is generally the context of church documents.",0,maintain,maintaining,""" Although the Church has not determined officially when human life actually begins , it has taken the course of maintaining human life is present from",that,""" Although the Church has not determined officially when human life actually begins , it has taken the course of maintaining",""" Although the Church has not determined officially when human life actually begins , it has taken the course of maintaining human life is present from the moment",40.97988075017929,14.510902404785156
"The Catechism emphasizes that this penalty is not meant to restrict mercy , but that it makes clear the gravity of the crime and the irreparable harm done to the child , its parents and society.","The Catechism emphasizes this penalty is not meant to restrict mercy , but that it makes clear the gravity of the crime and the irreparable harm done to the child , its parents and society.",The Catechism,"this penalty is not meant to restrict mercy , but that it makes clear the gravity of the crime and the irreparable harm done to the child , its parents and society.",0,emphasize,emphasizes,The Catechism emphasizes this penalty is not meant,that,The Catechism emphasizes,The Catechism emphasizes this penalty is not meant to restrict,48.40708041191101,13.155725479125977
""" The Bishops note that adult stem cell research , using cells obtained with informed consent , is a promising field of research that is morally acceptable.",""" The Bishops note adult stem cell research , using cells obtained with informed consent , is a promising field of research that is morally acceptable.",""" The Bishops","adult stem cell research , using cells obtained with informed consent , is a promising field of research that is morally acceptable.",0,note,note,""" The Bishops note adult stem cell research ,",that,""" The Bishops note",""" The Bishops note adult stem cell research , using cells",61.03349727392197,12.397339820861816
Thomas Aquinas and Duns Scotus argued that civil authority to carry out capital punishment was supported by scripture.,Thomas Aquinas and Duns Scotus argued civil authority to carry out capital punishment was supported by scripture.,Thomas Aquinas and Duns Scotus,civil authority to carry out capital punishment was supported by scripture.,0,argue,argued,Thomas Aquinas and Duns Scotus argued civil authority to carry out,that,Thomas Aquinas and Duns Scotus argued,Thomas Aquinas and Duns Scotus argued civil authority to carry out capital punishment,53.32412841171026,8.448396682739258
"Pope Innocent III required Peter Waldo and the Waldensians to accept that "" secular power can , without mortal sin , exercise judgement of blood , provided that it punishes with justice , not out of hatred , with prudence , not precipitation "" as a prerequisite for reconciliation with the church.","Pope Innocent III required Peter Waldo and the Waldensians to accept "" secular power can , without mortal sin , exercise judgement of blood , provided that it punishes with justice , not out of hatred , with prudence , not precipitation "" as a prerequisite for reconciliation with the church.",Pope Innocent III required Peter Waldo and the Waldensians to,""" secular power can , without mortal sin , exercise judgement of blood , provided that it punishes with justice , not out of hatred , with prudence , not precipitation "" as a prerequisite for reconciliation with the church.",0,accept,accept,"Pope Innocent III required Peter Waldo and the Waldensians to accept "" secular power can ,",that,Pope Innocent III required Peter Waldo and the Waldensians to accept,"Pope Innocent III required Peter Waldo and the Waldensians to accept "" secular power can , without mortal",78.01756429672241,7.477786064147949
"Paul Suris states that official Church teachings have neither absolutely condemned nor promoted capital punishment , but toleration of it has fluctuated throughout the ages.","Paul Suris states official Church teachings have neither absolutely condemned nor promoted capital punishment , but toleration of it has fluctuated throughout the ages.",Paul Suris,"official Church teachings have neither absolutely condemned nor promoted capital punishment , but toleration of it has fluctuated throughout the ages.",0,state,states,Paul Suris states official Church teachings have neither,that,Paul Suris states,Paul Suris states official Church teachings have neither absolutely condemned,80.64787673950195,13.377521514892578
The Catechism of the Catholic Church states that the death penalty is permissible in cases of extreme gravity.,The Catechism of the Catholic Church states the death penalty is permissible in cases of extreme gravity.,The Catechism of the Catholic Church,the death penalty is permissible in cases of extreme gravity.,0,state,states,The Catechism of the Catholic Church states the death penalty is permissible,that,The Catechism of the Catholic Church states,The Catechism of the Catholic Church states the death penalty is permissible in cases,32.94988666474819,7.269107341766357
"Because modern societies have effective means for preventing crime without execution , the Catechism declares , "" the cases in which execution of the offender is an absolute necessity ' are very rare , if practically nonexistent.","Because modern societies have effective means for preventing crime without execution , the Catechism declares , "" the cases in which execution of the offender is an absolute necessity ' are very rare , if practically nonexistent.","Because modern societies have effective means for preventing crime without execution , the Catechism",", "" the cases in which execution of the offender is an absolute necessity ' are very rare , if practically nonexistent.",0,declare,declares,"Because modern societies have effective means for preventing crime without execution , the Catechism declares , "" the cases in",none,"Because modern societies have effective means for preventing crime without execution , the Catechism declares","Because modern societies have effective means for preventing crime without execution , the Catechism declares , "" the cases in which execution",39.12404999881983,8.181628227233887
"In the Sermon on the Mount , Jesus recalls the commandment , "" You shall not kill "" and then adds to it the proscriptions against anger , hatred and vengeance.","In the Sermon on the Mount , Jesus recalls the commandment , "" You shall not kill "" and then adds to it the proscriptions against anger , hatred and vengeance.","In the Sermon on the Mount , Jesus","the commandment , "" You shall not kill "" and then adds to it the proscriptions against anger , hatred and vengeance.",0,recall,recalls,"In the Sermon on the Mount , Jesus recalls the commandment , "" You",none,"In the Sermon on the Mount , Jesus recalls","In the Sermon on the Mount , Jesus recalls the commandment , "" You shall not",29.475308004766703,10.869721412658691
"The Catechism asserts that "" it is legitimate to insist on respect for one 's own right to life.","The Catechism asserts "" it is legitimate to insist on respect for one 's own right to life.",The Catechism,""" it is legitimate to insist on respect for one 's own right to life.",0,assert,asserts,"The Catechism asserts "" it is legitimate to",that,The Catechism asserts,"The Catechism asserts "" it is legitimate to insist on",41.94192561507225,14.352901458740234
""" Kreeft says , "" self @-@ defense is legitimate for the same reason suicide is not : because one 's own life is a gift from God , a treasure we are responsible for preserving and defending.",""" Kreeft says , "" self @-@ defense is legitimate for the same reason suicide is not : because one 's own life is a gift from God , a treasure we are responsible for preserving and defending.",""" Kreeft",", "" self @-@ defense is legitimate for the same reason suicide is not : because one 's own life is a gift from God , a treasure we are responsible for preserving and defending.",0,say,says,""" Kreeft says , "" self @ -@",none,""" Kreeft says",""" Kreeft says , "" self @-@ defense is legitimate",94.06203281879425,11.136943817138672
""" The Catechism teaches that "" someone who defends his life is not guilty of murder even if he is forced to deal his aggressor a lethal blow.",""" The Catechism teaches "" someone who defends his life is not guilty of murder even if he is forced to deal his aggressor a lethal blow.",""" The Catechism",""" someone who defends his life is not guilty of murder even if he is forced to deal his aggressor a lethal blow.",0,teach,teaches,""" The Catechism teaches "" someone who defends his",that,""" The Catechism teaches",""" The Catechism teaches "" someone who defends his life is",52.234782695770264,9.735564231872559
"In the Gospel of Matthew , Jesus stated , "" Whoever causes one of these little ones who believe in me to sin , it would be better for him to have a great millstone fastened round his neck and to be drowned in the depth of the sea.","In the Gospel of Matthew , Jesus stated , "" Whoever causes one of these little ones who believe in me to sin , it would be better for him to have a great millstone fastened round his neck and to be drowned in the depth of the sea.","In the Gospel of Matthew , Jesus",", "" Whoever causes one of these little ones who believe in me to sin , it would be better for him to have a great millstone fastened round his neck and to be drowned in the depth of the sea.",0,state,stated,"In the Gospel of Matthew , Jesus stated , "" Whoever causes one",none,"In the Gospel of Matthew , Jesus stated","In the Gospel of Matthew , Jesus stated , "" Whoever causes one of these",38.86079090833664,9.626818656921387
"Ultimately , they know that only God can give them this love.","Ultimately , they know only God can give them this love.","Ultimately , they",only God can give them this love.,0,know,know,"Ultimately , they know only God can give them",that,"Ultimately , they know","Ultimately , they know only God can give them this love.",45.54433214664459,9.325703620910645
""" The Church sees sex as more than a physical act ; it also affects body and soul , so the Church teaches that chastity is a virtue all people are called to acquire.",""" The Church sees sex as more than a physical act ; it also affects body and soul , so the Church teaches chastity is a virtue all people are called to acquire.",""" The Church sees sex as more than a physical act ; it also affects body and soul , so the Church",chastity is a virtue all people are called to acquire.,0,teach,teaches,""" The Church sees sex as more than a physical act ; it also affects body and soul , so the Church teaches chastity is a virtue all",that,""" The Church sees sex as more than a physical act ; it also affects body and soul , so the Church teaches",""" The Church sees sex as more than a physical act ; it also affects body and soul , so the Church teaches chastity is a virtue all people are",43.719291809014976,5.365013599395752
"Lust : the Church teaches that sexual pleasure is good and created by God , who meant for spouses to "" experience pleasure and enjoyment of body and spirit "".","Lust : the Church teaches sexual pleasure is good and created by God , who meant for spouses to "" experience pleasure and enjoyment of body and spirit "".",Lust : the Church,"sexual pleasure is good and created by God , who meant for spouses to "" experience pleasure and enjoyment of body and spirit "".",0,teach,teaches,Lust : the Church teaches sexual pleasure is good and,that,Lust : the Church teaches,Lust : the Church teaches sexual pleasure is good and created by,45.334460973739624,10.08273696899414
"Kreeft says , "" Lust does not mean sexual pleasure as such , nor the delight in it , nor the desire for it in its right context.","Kreeft says , "" Lust does not mean sexual pleasure as such , nor the delight in it , nor the desire for it in its right context.",Kreeft,", "" Lust does not mean sexual pleasure as such , nor the delight in it , nor the desire for it in its right context.",0,say,says,"Kreeft says , "" Lust does not",none,Kreeft says,"Kreeft says , "" Lust does not mean sexual",56.55627968907356,10.26708984375
"The Catechism states that they "" violate natural law , cannot bring forth life , and do not proceed from a genuine affective and sexual complementarity.","The Catechism states they "" violate natural law , cannot bring forth life , and do not proceed from a genuine affective and sexual complementarity.",The Catechism,"they "" violate natural law , cannot bring forth life , and do not proceed from a genuine affective and sexual complementarity.",0,state,states,"The Catechism states they "" violate natural law",that,The Catechism states,"The Catechism states they "" violate natural law , cannot",66.03737503290176,8.6292085647583
""" The Church teaches that a homosexual inclination is "" objectively disordered "" and can be a great trial for the person , who the Church teaches must be "" accepted with respect , compassion and sensitivity ... unjust discrimination in their regard should be avoided.",""" The Church teaches a homosexual inclination is "" objectively disordered "" and can be a great trial for the person , who the Church teaches must be "" accepted with respect , compassion and sensitivity ... unjust discrimination in their regard should be avoided.",""" The Church","a homosexual inclination is "" objectively disordered "" and can be a great trial for the person , who the Church teaches must be "" accepted with respect , compassion and sensitivity ... unjust discrimination in their regard should be avoided.",0,teach,teaches,""" The Church teaches a homosexual inclination is """,that,""" The Church teaches",""" The Church teaches a homosexual inclination is "" objectively disordered",66.24449729919434,9.673255920410156
""" It recognizes that responsible parenthood sometimes calls for reasonable spacing or limiting of births and considers natural family planning as morally acceptable , but rejects all methods of artificial contraception.",""" It recognizes responsible parenthood sometimes calls for reasonable spacing or limiting of births and considers natural family planning as morally acceptable , but rejects all methods of artificial contraception.",""" It","responsible parenthood sometimes calls for reasonable spacing or limiting of births and considers natural family planning as morally acceptable , but rejects all methods of artificial contraception.",0,recognize,recognizes,""" It recognizes responsible parenthood sometimes calls for",that,""" It recognizes",""" It recognizes responsible parenthood sometimes calls for reasonable spacing",82.69101789593697,16.637155532836914
"The Catechism states , "" A child is not something owed to one , but is a gift ... ' the supreme gift of marriage.","The Catechism states , "" A child is not something owed to one , but is a gift ... ' the supreme gift of marriage.",The Catechism,", "" A child is not something owed to one , but is a gift ... ' the supreme gift of marriage.",0,state,states,"The Catechism states , "" A child is",none,The Catechism states,"The Catechism states , "" A child is not something",42.47955000400543,8.6292085647583
"Kreeft states , "" The adulterer sins against his spouse , his society , and his children as well as his own body and soul.","Kreeft states , "" The adulterer sins against his spouse , his society , and his children as well as his own body and soul.",Kreeft,", "" The adulterer sins against his spouse , his society , and his children as well as his own body and soul.",0,state,states,"Kreeft states , "" The adulterer sins",none,Kreeft states,"Kreeft states , "" The adulterer sins against his",60.6293460726738,15.333946228027344
"Divorce : According to the Catholic New American Bible translation , Jesus taught , "" whoever divorces his wife ( unless the marriage is unlawful ) causes her to commit adultery , and whoever marries a divorced woman commits adultery.","Divorce : According to the Catholic New American Bible translation , Jesus taught , "" whoever divorces his wife ( unless the marriage is unlawful ) causes her to commit adultery , and whoever marries a divorced woman commits adultery.","Divorce : According to the Catholic New American Bible translation , Jesus",", "" whoever divorces his wife ( unless the marriage is unlawful ) causes her to commit adultery , and whoever marries a divorced woman commits adultery.",0,teach,taught,"Divorce : According to the Catholic New American Bible translation , Jesus taught , "" whoever divorces his",none,"Divorce : According to the Catholic New American Bible translation , Jesus taught","Divorce : According to the Catholic New American Bible translation , Jesus taught , "" whoever divorces his wife (",30.991039095970336,7.552700519561768
""" Explaining Church interpretation of this teaching , Kreeft says Jesus considered divorce to be an accommodation that had slipped into Jewish law.",""" Explaining Church interpretation of this teaching , Kreeft says Jesus considered divorce to be an accommodation that had slipped into Jewish law.",""" Explaining Church interpretation of this teaching , Kreeft",Jesus considered divorce to be an accommodation that had slipped into Jewish law.,0,say,says,""" Explaining Church interpretation of this teaching , Kreeft says Jesus considered divorce to be",none,""" Explaining Church interpretation of this teaching , Kreeft says",""" Explaining Church interpretation of this teaching , Kreeft says Jesus considered divorce to be an accommodation",51.59678189456463,7.780636787414551
"The Church teaches that marriage was created by God and was meant to be indissoluble : like the creation of a child that cannot be "" un @-@ created "" , neither can the "" one flesh "" of the marriage bond.","The Church teaches marriage was created by God and was meant to be indissoluble : like the creation of a child that cannot be "" un @-@ created "" , neither can the "" one flesh "" of the marriage bond.",The Church,"marriage was created by God and was meant to be indissoluble : like the creation of a child that cannot be "" un @-@ created "" , neither can the "" one flesh "" of the marriage bond.",0,teach,teaches,The Church teaches marriage was created by God,that,The Church teaches,The Church teaches marriage was created by God and was,32.09060952067375,10.121541976928711
"The Catechism states , "" Divorce is a grave offense against the natural law.","The Catechism states , "" Divorce is a grave offense against the natural law.",The Catechism,", "" Divorce is a grave offense against the natural law.",0,state,states,"The Catechism states , "" Divorce is a",none,The Catechism states,"The Catechism states , "" Divorce is a grave offense",42.66712772846222,8.6292085647583
"The Catechism explains that this commandment regulates worldly goods , and forbids unjustly taking , using or damaging those that belong to someone else.","The Catechism explains this commandment regulates worldly goods , and forbids unjustly taking , using or damaging those that belong to someone else.",The Catechism,"this commandment regulates worldly goods , and forbids unjustly taking , using or damaging those that belong to someone else.",0,explain,explains,The Catechism explains this commandment regulates worldly goods,that,The Catechism explains,"The Catechism explains this commandment regulates worldly goods , and",74.1872610449791,11.165878295898438
"Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating that human conscience is very aware of theft though the act perhaps not an offense against civil law.","Schönborn says Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating that human conscience is very aware of theft though the act perhaps not an offense against civil law.",Schönborn,"Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating that human conscience is very aware of theft though the act perhaps not an offense against civil law.",0,say,says,"Schönborn says Augustine still has "" pangs",that,Schönborn says,"Schönborn says Augustine still has "" pangs of conscience",73.13926357030869,5.039673328399658
"Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating that human conscience is very aware of theft though the act perhaps not an offense against civil law.","Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating human conscience is very aware of theft though the act perhaps not an offense against civil law.","Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person ,",human conscience is very aware of theft though the act perhaps not an offense against civil law.,0,indicate,indicating,"Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating human conscience is very aware",that,"Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating","Schönborn says that Augustine still has "" pangs of conscience over a childish theft "" even when he became grown person , indicating human conscience is very aware of theft",53.80246105790138,11.34737491607666
"Church interpretation of the seventh commandment teaches that business owners should balance a desire for profits that will ensure the future of the business with a responsibility toward the "" good of persons "".","Church interpretation of the seventh commandment teaches business owners should balance a desire for profits that will ensure the future of the business with a responsibility toward the "" good of persons "".",Church interpretation of the seventh commandment,"business owners should balance a desire for profits that will ensure the future of the business with a responsibility toward the "" good of persons "".",0,teach,teaches,Church interpretation of the seventh commandment teaches business owners should balance a,that,Church interpretation of the seventh commandment teaches,Church interpretation of the seventh commandment teaches business owners should balance a desire for,59.91477582976222,9.356749534606934
The Church teaches that a balance should exist between government regulation and the laws of the marketplace.,The Church teaches a balance should exist between government regulation and the laws of the marketplace.,The Church,a balance should exist between government regulation and the laws of the marketplace.,0,teach,teaches,The Church teaches a balance should exist between,that,The Church teaches,The Church teaches a balance should exist between government regulation,55.611043728888035,10.121541976928711
"The Catechism explains that bearing false witness or "" speaking a falsehood with the intention of deceiving "" encompasses all violations of truth.","The Catechism explains bearing false witness or "" speaking a falsehood with the intention of deceiving "" encompasses all violations of truth.",The Catechism,"bearing false witness or "" speaking a falsehood with the intention of deceiving "" encompasses all violations of truth.",0,explain,explains,"The Catechism explains bearing false witness or """,that,The Catechism explains,"The Catechism explains bearing false witness or "" speaking a",68.53233200311661,11.165878295898438
"Rash judgement : believing , without sufficient evidence , that a person has done moral faults.","Rash judgement : believing , without sufficient evidence , that a person has done moral faults.",Rash judgement :,", without sufficient evidence , that a person has done moral faults.",0,believe,believing,"Rash judgement : believing , without sufficient evidence ,",none,Rash judgement : believing,"Rash judgement : believing , without sufficient evidence , that a",45.174177408218384,17.566741943359375
"Jesus emphasized the need for pure thoughts as well as actions , and stated , "" Everyone who looks at a woman lustfully has already committed adultery with her in his heart "" ( Matthew 5 : 28 ).","Jesus emphasized the need for pure thoughts as well as actions , and stated , "" Everyone who looks at a woman lustfully has already committed adultery with her in his heart "" ( Matthew 5 : 28 ).","Jesus emphasized the need for pure thoughts as well as actions , and",", "" Everyone who looks at a woman lustfully has already committed adultery with her in his heart "" ( Matthew 5 : 28 ).",0,state,stated,"Jesus emphasized the need for pure thoughts as well as actions , and stated , "" Everyone who looks",none,"Jesus emphasized the need for pure thoughts as well as actions , and stated","Jesus emphasized the need for pure thoughts as well as actions , and stated , "" Everyone who looks at a",35.55886089801788,7.914900779724121
"The Catechism states that , with the help of God 's grace , men and women are required to overcome lust and bodily desires "" for sinful relationships with another person 's spouse.","The Catechism states , with the help of God 's grace , men and women are required to overcome lust and bodily desires "" for sinful relationships with another person 's spouse.",The Catechism,", with the help of God 's grace , men and women are required to overcome lust and bodily desires "" for sinful relationships with another person 's spouse.",0,state,states,"The Catechism states , with the help of",that,The Catechism states,"The Catechism states , with the help of God 's",45.483543541282415,8.6292085647583
"Purity of intention , which seeks to fulfill God 's will in everything , knowing that it alone will lead to the true end of man.","Purity of intention , which seeks to fulfill God 's will in everything , knowing it alone will lead to the true end of man.","Purity of intention , which seeks to fulfill God 's will in everything ,",it alone will lead to the true end of man.,0,know,knowing,"Purity of intention , which seeks to fulfill God 's will in everything , knowing it alone will lead to",that,"Purity of intention , which seeks to fulfill God 's will in everything , knowing","Purity of intention , which seeks to fulfill God 's will in everything , knowing it alone will lead to the true",34.55162400007248,12.983502388000488
