sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"While DC wanted to mend its relationship with the writer , Moore felt the company was not treating him fairly in regards to his America 's Best Comics imprint ( launched under the WildStorm comic imprint , which was bought by DC in 1998 ; Moore was promised no direct interference by DC as part of the arrangement ).","While DC wanted to mend its relationship with the writer , Moore felt the company was not treating him fairly in regards to his America 's Best Comics imprint ( launched under the WildStorm comic imprint , which was bought by DC in 1998 ; Moore was promised no direct interference by DC as part of the arrangement ).",0,feel,felt,none,"While DC wanted to mend its relationship with the writer , Moore","While DC wanted to mend its relationship with the writer , Moore felt","While DC wanted to mend its relationship with the writer , Moore felt the company was not treating",25.92403007,6.062262058
"Moore added , "" As far as I 'm concerned , the 15th anniversary of Watchmen is purely a 15th Anniversary of when DC managed to take the Watchmen property from me and Dave [ Gibbons ].","Moore added , "" As far as I 'm concerned , the 15th anniversary of Watchmen is purely a 15th Anniversary of when DC managed to take the Watchmen property from me and Dave [ Gibbons ].",0,add,added,none,Moore,Moore added,"Moore added , "" As far as",27.14712732,11.14960289
"Moore stated in 1985 that if the limited series was well @-@ received , he and Gibbons would possibly create a 12 @-@ issue prequel series called Minutemen featuring the 1940s superhero group from the story.","Moore stated in 1985 if the limited series was well @-@ received , he and Gibbons would possibly create a 12 @-@ issue prequel series called Minutemen featuring the 1940s superhero group from the story.",2,state,stated,that,Moore,Moore stated,Moore stated in 1985 if the limited series was,54.93646264,12.75185299
"Neither man felt the stories would have gone anywhere , with Moore particularly adamant that DC not go forward with stories by other individuals.","Neither man felt the stories would have gone anywhere , with Moore particularly adamant that DC not go forward with stories by other individuals.",0,feel,felt,none,Neither man,Neither man felt,Neither man felt the stories would have gone,39.7857182,8.235121727
"It would be , perhaps , interesting to see how we got to the conclusion.","It would be , perhaps , interesting to see how we got to the conclusion.",0,see,see,other,"It would be , perhaps , interesting to","It would be , perhaps , interesting to see","It would be , perhaps , interesting to see how we got to the",20.19732475,1.608081579
"In 2010 , Moore told Wired that DC offered him the rights to Watchmen back , if he would agree to prequel and sequel projects.","In 2010 , Moore told Wired DC offered him the rights to Watchmen back , if he would agree to prequel and sequel projects.",1,tell,told,that,"In 2010 , Moore","In 2010 , Moore told","In 2010 , Moore told Wired DC offered him the rights",55.70221162,5.914533138
"Moore said that "" if they said that 10 years ago , when I asked them for that , then yeah it might have worked ... But these days I don 't want Watchmen back.","Moore said "" if they said that 10 years ago , when I asked them for that , then yeah it might have worked ... But these days I don 't want Watchmen back.",0,say,said,that,Moore,Moore said,"Moore said "" if they said that",38.36725163,5.403191566
""" Following months of rumors about a potential Watchmen follow @-@ up project , in February 2012 DC announced it was publishing seven prequel series under the "" Before Watchmen "" banner.",""" Following months of rumors about a potential Watchmen follow @-@ up project , in February 2012 DC announced it was publishing seven prequel series under the "" Before Watchmen "" banner.",0,announce,announced,none,""" Following months of rumors about a potential Watchmen follow @-@ up project , in February 2012 DC",""" Following months of rumors about a potential Watchmen follow @-@ up project , in February 2012 DC announced",""" Following months of rumors about a potential Watchmen follow @-@ up project , in February 2012 DC announced it was publishing seven prequel",33.03478202,2.376463175
Gilliam abandoned the project because he decided that Watchmen would have been unfilmable.,Gilliam abandoned the project because he decided Watchmen would have been unfilmable.,0,decide,decided,that,Gilliam abandoned the project because he,Gilliam abandoned the project because he decided,Gilliam abandoned the project because he decided Watchmen would have been unfilmable.,54.00360668,8.48718071
"The director again declined , believing that the comic book would be better directed as a five @-@ hour miniseries.","The director again declined , believing the comic book would be better directed as a five @-@ hour miniseries.",0,believe,believing,that,"The director again declined ,","The director again declined , believing","The director again declined , believing the comic book would be",24.49613583,11.99574471
"In July 2004 , it was announced Paramount Pictures would produce Watchmen , and they attached Darren Aronofsky to direct Hayter 's script.","In July 2004 , it was announced Paramount Pictures would produce Watchmen , and they attached Darren Aronofsky to direct Hayter 's script.",0,announce,announced,none,"In July 2004 , it was","In July 2004 , it was announced","In July 2004 , it was announced Paramount Pictures would produce Watchmen",40.89764075,2.004930884
"After the trailer to the film premiered in July 2008 , DC Comics president Paul Levitz said that the company had to print more than 900 @,@ 000 copies of Watchmen trade collection to meet the additional demand for the book that the advertising campaign had generated , with the total annual print run expected to be over one million copies.","After the trailer to the film premiered in July 2008 , DC Comics president Paul Levitz said the company had to print more than 900 @,@ 000 copies of Watchmen trade collection to meet the additional demand for the book that the advertising campaign had generated , with the total annual print run expected to be over one million copies.",0,say,said,that,"After the trailer to the film premiered in July 2008 , DC Comics president Paul Levitz","After the trailer to the film premiered in July 2008 , DC Comics president Paul Levitz said","After the trailer to the film premiered in July 2008 , DC Comics president Paul Levitz said the company had to print",26.72242225,3.461338043
"Moore has stated he has no interest in seeing Snyder 's adaptation ; he told Entertainment Weekly in 2008 , "" There are things that we did with Watchmen that could only work in a comic , and were indeed designed to show off things that other media can 't "".","Moore has stated he has no interest in seeing Snyder 's adaptation ; he told Entertainment Weekly in 2008 , "" There are things that we did with Watchmen that could only work in a comic , and were indeed designed to show off things that other media can 't "".",0,state,stated,none,Moore has,Moore has stated,Moore has stated he has no interest in,12.17940191,8.656489372
"While Moore believes that David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he asserted he did not intend to see the film if it were made.","While Moore believes David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he asserted he did not intend to see the film if it were made.",0,believe,believes,that,While Moore,While Moore believes,While Moore believes David Hayter 's screenplay was,53.74463964,8.452534676
"While Moore believes that David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he asserted he did not intend to see the film if it were made.","While Moore believes that David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he asserted he did not intend to see the film if it were made.",0,assert,asserted,none,"While Moore believes that David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he","While Moore believes that David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he asserted","While Moore believes that David Hayter 's screenplay was "" as close as I could imagine anyone getting to Watchmen "" , he asserted he did not intend to",17.79239449,13.5018549
""" It later appeared on Time 's 2009 "" Top 10 Graphic Novels "" list , where Grossman further praised Watchmen , proclaiming "" It ’ s way beyond cliché at this point to call Watchmen the greatest superhero comic ever written @-@ slash @-@ drawn.",""" It later appeared on Time 's 2009 "" Top 10 Graphic Novels "" list , where Grossman further praised Watchmen , proclaiming "" It ’ s way beyond cliché at this point to call Watchmen the greatest superhero comic ever written @-@ slash @-@ drawn.",0,proclaim,proclaiming,none,""" It later appeared on Time 's 2009 "" Top 10 Graphic Novels "" list , where Grossman further praised Watchmen ,",""" It later appeared on Time 's 2009 "" Top 10 Graphic Novels "" list , where Grossman further praised Watchmen , proclaiming",""" It later appeared on Time 's 2009 "" Top 10 Graphic Novels "" list , where Grossman further praised Watchmen , proclaiming "" It ’ s way",59.08603972,12.85393417
"In Art of the Comic Book : An Aesthetic History , Robert Harvey wrote that , with Watchmen , Moore and Gibbons "" had demonstrated as never before the capacity of the [ comic book ] medium to tell a sophisticated story that could be engineered only in comics "".","In Art of the Comic Book : An Aesthetic History , Robert Harvey wrote , with Watchmen , Moore and Gibbons "" had demonstrated as never before the capacity of the [ comic book ] medium to tell a sophisticated story that could be engineered only in comics "".",0,write,wrote,that,"In Art of the Comic Book : An Aesthetic History , Robert Harvey","In Art of the Comic Book : An Aesthetic History , Robert Harvey wrote","In Art of the Comic Book : An Aesthetic History , Robert Harvey wrote , with Watchmen , Moore",52.60786813,7.850131035
"In his review of the Absolute Edition of the collection , Dave Itzkoff of The New York Times wrote that the dark legacy of Watchmen , "" one that Moore almost certainly never intended , whose DNA is encoded in the increasingly black inks and bleak storylines that have become the essential elements of the contemporary superhero comic book , "" is "" a domain he has largely ceded to writers and artists who share his fascination with brutality but not his interest in its consequences , his eagerness to tear down old boundaries but not his drive to find new ones.","In his review of the Absolute Edition of the collection , Dave Itzkoff of The New York Times wrote the dark legacy of Watchmen , "" one that Moore almost certainly never intended , whose DNA is encoded in the increasingly black inks and bleak storylines that have become the essential elements of the contemporary superhero comic book , "" is "" a domain he has largely ceded to writers and artists who share his fascination with brutality but not his interest in its consequences , his eagerness to tear down old boundaries but not his drive to find new ones.",0,write,wrote,that,"In his review of the Absolute Edition of the collection , Dave Itzkoff of The New York Times","In his review of the Absolute Edition of the collection , Dave Itzkoff of The New York Times wrote","In his review of the Absolute Edition of the collection , Dave Itzkoff of The New York Times wrote the dark legacy of Watchmen",47.37900475,2.465858936
""" Alan Moore himself said his intentions with works like Marvelman and Watchmen were to liberate comics and open them up to new and fresh ideas , thus creating more diversity in the comics world by showing the industry what could be done with already existing concepts.",""" Alan Moore himself said his intentions with works like Marvelman and Watchmen were to liberate comics and open them up to new and fresh ideas , thus creating more diversity in the comics world by showing the industry what could be done with already existing concepts.",0,say,said,none,""" Alan Moore himself",""" Alan Moore himself said",""" Alan Moore himself said his intentions with works like",35.30116653,4.29853487
"In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote that while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to assert that , as an illustrated literary narrative , it rivals in artistic merit , say , masterpieces like Chris Ware 's ' Acme Novelty Library ' or almost any part of the witty and brilliant work of Edward Gorey "".","In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to assert that , as an illustrated literary narrative , it rivals in artistic merit , say , masterpieces like Chris Ware 's ' Acme Novelty Library ' or almost any part of the witty and brilliant work of Edward Gorey "".",0,write,wrote,that,"In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and","In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote","In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote while the series ' """,44.25264138,6.290333524
"In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote that while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to assert that , as an illustrated literary narrative , it rivals in artistic merit , say , masterpieces like Chris Ware 's ' Acme Novelty Library ' or almost any part of the witty and brilliant work of Edward Gorey "".","In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote that while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to assert , as an illustrated literary narrative , it rivals in artistic merit , say , masterpieces like Chris Ware 's ' Acme Novelty Library ' or almost any part of the witty and brilliant work of Edward Gorey "".",0,assert,assert,that,"In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote that while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to","In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote that while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to assert","In 2009 , Lydia Millet of The Wall Street Journal contested that Watchmen was worthy of such acclaim , and wrote that while the series ' "" vividly drawn panels , moody colors and lush imagery make its popularity well @-@ deserved , if disproportionate "" , that "" it 's simply bizarre to assert , as an illustrated literary",42.02349186,13.32420349
"Supervising producer Jeri Taylor explained that they had sought to add some "" fresh life "" using a darker character.","Supervising producer Jeri Taylor explained they had sought to add some "" fresh life "" using a darker character.",0,explain,explained,that,Supervising producer Jeri Taylor,Supervising producer Jeri Taylor explained,Supervising producer Jeri Taylor explained they had sought to add,34.92684793,10.41352952
"He added that in "" Ensign Ro "" , they made a deliberate decision to have Ro embraced by Guinan in order to ensure that the fans warmed to the new addition.","He added in "" Ensign Ro "" , they made a deliberate decision to have Ro embraced by Guinan in order to ensure that the fans warmed to the new addition.",0,add,added,that,He,He added,"He added in "" Ensign Ro """,58.02801085,9.116201401
"Piller felt that when Guinan took Ro to meet Captain Jean @-@ Luc Picard in that episode , the character was effectively presenting Ro to the fans of the series and endorsing her.","Piller felt when Guinan took Ro to meet Captain Jean @-@ Luc Picard in that episode , the character was effectively presenting Ro to the fans of the series and endorsing her.",0,feel,felt,that,Piller,Piller felt,Piller felt when Guinan took Ro to,63.42140448,13.29238129
"During the writing process , he felt that once he came across the friendship between Guinan and Ro that he believed "" we had really done something magnificent "".","During the writing process , he felt once he came across the friendship between Guinan and Ro that he believed "" we had really done something magnificent "".",0,feel,felt,that,"During the writing process , he","During the writing process , he felt","During the writing process , he felt once he came across the",27.0226301,7.64218533
"During the writing process , he felt that once he came across the friendship between Guinan and Ro that he believed "" we had really done something magnificent "".","During the writing process , he felt that once he came across the friendship between Guinan and Ro that he believed "" we had really done something magnificent "".",0,believe,believed,none,"During the writing process , he felt that once he came across the friendship between Guinan and Ro that he","During the writing process , he felt that once he came across the friendship between Guinan and Ro that he believed","During the writing process , he felt that once he came across the friendship between Guinan and Ro that he believed "" we had really done",38.02367181,8.222047597
"Forbes , meanwhile , praised the writing and the cast of the series , saying that she had "" become very attached to Star Trek "".","Forbes , meanwhile , praised the writing and the cast of the series , saying she had "" become very attached to Star Trek "".",0,say,saying,that,"Forbes , meanwhile , praised the writing and the cast of the series ,","Forbes , meanwhile , praised the writing and the cast of the series , saying","Forbes , meanwhile , praised the writing and the cast of the series , saying she had "" become very",34.13563275,2.704282999
"Forbes shared the view of that episode , later saying "" When you have amnesia , you wonder if that brings out a side of you that 's always wanted to come out.","Forbes shared the view of that episode , later saying "" When you have amnesia , you wonder if that brings out a side of you that 's always wanted to come out.",0,wonder,wonder,other,"Forbes shared the view of that episode , later saying "" When you have amnesia , you","Forbes shared the view of that episode , later saying "" When you have amnesia , you wonder","Forbes shared the view of that episode , later saying "" When you have amnesia , you wonder if that brings out a",27.96532619,8.979444504
"Taylor said that the change would have been "" too drastic for us "" , and the idea was abandoned.","Taylor said the change would have been "" too drastic for us "" , and the idea was abandoned.",0,say,said,that,Taylor,Taylor said,Taylor said the change would have been,22.54817963,7.584985256
"Her agent indicated that Forbes wanted to talk directly to the producers , so she made the phone call , making up a story for the episode as the conversation went on.","Her agent indicated Forbes wanted to talk directly to the producers , so she made the phone call , making up a story for the episode as the conversation went on.",0,indicate,indicated,that,Her agent,Her agent indicated,Her agent indicated Forbes wanted to talk directly,40.36187303,10.2435894
"Taylor had expected Ro to be written out of The Next Generation , and so had taken some steps to see that the character was replaced.","Taylor had expected Ro to be written out of The Next Generation , and so had taken some steps to see the character was replaced.",0,see,see,that,"Taylor had expected Ro to be written out of The Next Generation , and so had taken some steps to","Taylor had expected Ro to be written out of The Next Generation , and so had taken some steps to see","Taylor had expected Ro to be written out of The Next Generation , and so had taken some steps to see the character was replaced.",36.96405947,7.780532539
"She said that "" We all just love Michelle Forbes "" , but the plans to replace Ro would not seek to add someone with the type of fire shown by the character in such episodes as "" The Next Phase "".","Taylor had expected Ro to be written out of The Next Generation , and so had taken some steps to see the character was replaced.",0,say,said,that,,,,,
"She also said that if Ro to remain on The Next Generation , then the character would have naturally evolved away from that conflicted position anyway.","She also said if Ro to remain on The Next Generation , then the character would have naturally evolved away from that conflicted position anyway.",0,say,said,that,She also,She also said,She also said if Ro to remain on,48.65331936,3.5892272
"During the course of the series , Forbes told interviewers that she was interested in making one @-@ off appearances in the series if she liked the story and role.","During the course of the series , Forbes told interviewers she was interested in making one @-@ off appearances in the series if she liked the story and role.",1,tell,told,that,"During the course of the series , Forbes","During the course of the series , Forbes told","During the course of the series , Forbes told interviewers she was interested in making",36.80964513,10.2193594
"She corrects him , saying that Laren is her given name and Ro is her family name.","She corrects him , saying Laren is her given name and Ro is her family name.",0,say,saying,that,"She corrects him ,","She corrects him , saying","She corrects him , saying Laren is her given name",51.35359456,6.039252281
"Picard allows the plan to proceed , but the Cardassians destroy an empty ship before revealing that the Cardassians had staged the attack in order to enlist aid against the Bajorans.","Picard allows the plan to proceed , but the Cardassians destroy an empty ship before revealing the Cardassians had staged the attack in order to enlist aid against the Bajorans.",0,reveal,revealing,that,"Picard allows the plan to proceed , but the Cardassians destroy an empty ship before","Picard allows the plan to proceed , but the Cardassians destroy an empty ship before revealing","Picard allows the plan to proceed , but the Cardassians destroy an empty ship before revealing the Cardassians had staged the",27.47155062,10.99120903
Ro argues that they need to separate the saucer section to save those on @-@ board it as they have no way knowing if anyone is still alive on the engineering part of the vessel.,Ro argues they need to separate the saucer section to save those on @-@ board it as they have no way knowing if anyone is still alive on the engineering part of the vessel.,0,argue,argues,that,Ro,Ro argues,Ro argues they need to separate the,24.99972427,22.46872902
Ro argues that they need to separate the saucer section to save those on @-@ board it as they have no way knowing if anyone is still alive on the engineering part of the vessel.,Ro argues that they need to separate the saucer section to save those on @-@ board it as they have no way knowing if anyone is still alive on the engineering part of the vessel.,0,know,knowing,other,Ro argues that they need to separate the saucer section to save those on @-@ board it as they have no way,Ro argues that they need to separate the saucer section to save those on @-@ board it as they have no way knowing,Ro argues that they need to separate the saucer section to save those on @-@ board it as they have no way knowing if anyone is still alive,20.01893234,15.40302825
"Riker says she seemed pretty sure she was doing the right thing , though she regretted disappointing Picard.","Riker says she seemed pretty sure she was doing the right thing , though she regretted disappointing Picard.",0,say,says,none,Riker,Riker says,Riker says she seemed pretty sure she,32.90823865,8.334284782
"He said that the impact on Ro represented the "" non @-@ american view of the holocaust "" in that she does not fully recover from the trauma and continues to affect in , for example preventing her from connecting with her religious beliefs in "" The Next Phase "".","He said the impact on Ro represented the "" non @-@ american view of the holocaust "" in that she does not fully recover from the trauma and continues to affect in , for example preventing her from connecting with her religious beliefs in "" The Next Phase "".",0,say,said,that,He,He said,He said the impact on Ro represented,57.00123048,4.460617065
"He explains that Kira is a far more "" Americanize [ d ] "" character , acting as a "" resister and even liberator "" during the occupation.","He explains Kira is a far more "" Americanize [ d ] "" character , acting as a "" resister and even liberator "" during the occupation.",0,explain,explains,that,He,He explains,He explains Kira is a far more,41.9480052,11.80444717
"He also added the the character was "" a bit of piss and vinegar to add to the syrupy mix of homogeneity that the TNG cast tends to be "".","He also added the the character was "" a bit of piss and vinegar to add to the syrupy mix of homogeneity that the TNG cast tends to be "".",0,add,added,none,He also,He also added,"He also added the the character was """,35.46029091,6.900409698
"In his review of "" Preemptive Strike "" , he said that the Ro character arc "" comes full circle : once again making a decision that puts her on the outs with Starfleet.","In his review of "" Preemptive Strike "" , he said the Ro character arc "" comes full circle : once again making a decision that puts her on the outs with Starfleet.",0,say,said,that,"In his review of "" Preemptive Strike "" , he","In his review of "" Preemptive Strike "" , he said","In his review of "" Preemptive Strike "" , he said the Ro character arc """,52.51668191,3.936366558
""" He praised Forbes again , saying that she "" inhabits the character so completely , from her awkwardness at the reception in her honor to her playing the role of rebel , to her pain at thinking about her father ... to her decision to betray Starfleet and the Enterprise.",""" He praised Forbes again , saying she "" inhabits the character so completely , from her awkwardness at the reception in her honor to her playing the role of rebel , to her pain at thinking about her father ... to her decision to betray Starfleet and the Enterprise.",0,say,saying,that,""" He praised Forbes again ,",""" He praised Forbes again , saying",""" He praised Forbes again , saying she "" inhabits the character",41.67780894,3.062476635
"Zack Handlen reviewed "" Ensign Ro "" for The A.V. Club , and described Ro as "" terrific "" and said that the role represented "" one of the rare times that TNG has managed to have a frustrated character who doesn 't immediately seem overly hateful or falsely confrontational "".","Zack Handlen reviewed "" Ensign Ro "" for The A.V. Club , and described Ro as "" terrific "" and said the role represented "" one of the rare times that TNG has managed to have a frustrated character who doesn 't immediately seem overly hateful or falsely confrontational "".",0,say,said,that,"Zack Handlen reviewed "" Ensign Ro "" for The A.V. Club , and described Ro as "" terrific "" and","Zack Handlen reviewed "" Ensign Ro "" for The A.V. Club , and described Ro as "" terrific "" and said","Zack Handlen reviewed "" Ensign Ro "" for The A.V. Club , and described Ro as "" terrific "" and said the role represented "" one",31.12017238,6.039037466
"But he criticized the manner in which her opinion changed to be more favourable of Picard and the Enterprise , as he felt that Guinan 's intervention was detrimental to the plot.","But he criticized the manner in which her opinion changed to be more favourable of Picard and the Enterprise , as he felt Guinan 's intervention was detrimental to the plot.",0,feel,felt,that,"But he criticized the manner in which her opinion changed to be more favourable of Picard and the Enterprise , as he","But he criticized the manner in which her opinion changed to be more favourable of Picard and the Enterprise , as he felt","But he criticized the manner in which her opinion changed to be more favourable of Picard and the Enterprise , as he felt Guinan 's intervention was detrimental",45.31568662,5.666766405
"He said that Ro was one of the "" richest figures in Trek "" , and wished to be able to see an alternative timeline where Forbes had accepted the main cast position on Deep Space Nine.","He said Ro was one of the "" richest figures in Trek "" , and wished to be able to see an alternative timeline where Forbes had accepted the main cast position on Deep Space Nine.",0,say,said,that,He,He said,He said Ro was one of the,36.43663852,4.460617065
"Granshaw called Ro "" a complicated , strong character "" , and said her "" different layers and motivations made her a great character to watch interact with the loyal crew of the Enterprise.","Granshaw called Ro "" a complicated , strong character "" , and said her "" different layers and motivations made her a great character to watch interact with the loyal crew of the Enterprise.",0,say,said,none,"Granshaw called Ro "" a complicated , strong character "" , and","Granshaw called Ro "" a complicated , strong character "" , and said","Granshaw called Ro "" a complicated , strong character "" , and said her "" different layers and",42.08507538,2.862828493
"Allmovie reviewer Michael Hastings commented that the band "" has managed to stay fresh and inventive after more than a decade together "" , praising their "" skills as a touring act "".","Allmovie reviewer Michael Hastings commented the band "" has managed to stay fresh and inventive after more than a decade together "" , praising their "" skills as a touring act "".",0,comment,commented,that,Allmovie reviewer Michael Hastings,Allmovie reviewer Michael Hastings commented,"Allmovie reviewer Michael Hastings commented the band "" has managed",47.34104013,10.09665203
"He stated that the DVD encompassed a "" virtual career retrospective of the band and its hits "" , from its "" ska @-@ punk roots into the pop realm "".","He stated the DVD encompassed a "" virtual career retrospective of the band and its hits "" , from its "" ska @-@ punk roots into the pop realm "".",0,state,stated,that,He,He stated,"He stated the DVD encompassed a """,46.42047024,11.77030373
"He described No Doubt as "" endurable "" and commented that the set list "" stands out [ as the band 's greatest hits ] "".","He described No Doubt as "" endurable "" and commented the set list "" stands out [ as the band 's greatest hits ] "".",0,comment,commented,that,"He described No Doubt as "" endurable "" and","He described No Doubt as "" endurable "" and commented","He described No Doubt as "" endurable "" and commented the set list "" stands",44.45708156,10.14290142
"He complimented the camera work as providing "" superb "" pictures and sound , stating that they "" [ captured ] the concert in all its fast and furious glory "".","He complimented the camera work as providing "" superb "" pictures and sound , stating they "" [ captured ] the concert in all its fast and furious glory "".",0,state,stating,that,"He complimented the camera work as providing "" superb "" pictures and sound ,","He complimented the camera work as providing "" superb "" pictures and sound , stating","He complimented the camera work as providing "" superb "" pictures and sound , stating they "" [ captured ]",38.26110983,9.700592995
"ESPN included Butler 's 2012 recruiting class among its top recruiting classes from teams in non @-@ BCS conferences , noting Dunham was listed as an ESPN Top 100 recruit and is "" a sniper to run off screens and create movement in the halfcourt sets for the next four years.","ESPN included Butler 's 2012 recruiting class among its top recruiting classes from teams in non @-@ BCS conferences , noting Dunham was listed as an ESPN Top 100 recruit and is "" a sniper to run off screens and create movement in the halfcourt sets for the next four years.",0,note,noting,none,"ESPN included Butler 's 2012 recruiting class among its top recruiting classes from teams in non @-@ BCS conferences ,","ESPN included Butler 's 2012 recruiting class among its top recruiting classes from teams in non @-@ BCS conferences , noting","ESPN included Butler 's 2012 recruiting class among its top recruiting classes from teams in non @-@ BCS conferences , noting Dunham was listed as an",36.72458565,11.04728603
"Butler head coach Brad Stevens said , "" the thing he brings is an incredible ability to put the ball through the net.","Butler head coach Brad Stevens said , "" the thing he brings is an incredible ability to put the ball through the net.",0,say,said,none,Butler head coach Brad Stevens,Butler head coach Brad Stevens said,"Butler head coach Brad Stevens said , "" the thing he",46.51116908,2.851634741
"Photographs indicate that the units delivered to Tinian were painted in the same zinc chromate primer color ( i.e. , yellow ) worn by Fat Man.","Photographs indicate the units delivered to Tinian were painted in the same zinc chromate primer color ( i.e. , yellow ) worn by Fat Man.",0,indicate,indicate,that,Photographs,Photographs indicate,Photographs indicate the units delivered to Tinian,50.33385587,13.01605487
"While many Manhattan scientists expected that the development of the means of delivery of the atomic bomb would be straightforward , Parsons , with his experience of the proximity fuze program , expected that it would involve considerable effort.","While many Manhattan scientists expected the development of the means of delivery of the atomic bomb would be straightforward , Parsons , with his experience of the proximity fuze program , expected that it would involve considerable effort.",0,expect,expected,that,While many Manhattan scientists,While many Manhattan scientists expected,While many Manhattan scientists expected the development of the means,28.28615144,10.55427551
"While many Manhattan scientists expected that the development of the means of delivery of the atomic bomb would be straightforward , Parsons , with his experience of the proximity fuze program , expected that it would involve considerable effort.","While many Manhattan scientists expected that the development of the means of delivery of the atomic bomb would be straightforward , Parsons , with his experience of the proximity fuze program , expected it would involve considerable effort.",0,expect,expected,that,While many Manhattan scientists,While many Manhattan scientists expected,While many Manhattan scientists expected that the development of the,17.56777561,10.55427551
"The initial tests demonstrated that the Fat Man assembly was unstable in flight , and that its fuzes did not work properly.","The initial tests demonstrated the Fat Man assembly was unstable in flight , and that its fuzes did not work properly.",0,demonstrate,demonstrated,that,The initial tests,The initial tests demonstrated,The initial tests demonstrated the Fat Man assembly was,49.5974195,9.898226738
""" Thus it is "" said Brindley "" that I form a watertight @-@ trunk to carry water over rivers and valleys wherever they cross the path of the canal.",""" Thus it is "" said Brindley "" I form a watertight @-@ trunk to carry water over rivers and valleys wherever they cross the path of the canal.",2,say,said,that,""" Thus it is """,""" Thus it is "" said",""" Thus it is "" said Brindley "" I form a watertight @-@",94.26604962,5.744039536
""" Later , when asked to produce a drawing of the bridge or aqueduct he proposed to build , he replied that he had no representation of it on paper but would demonstrate his intention by use of a model.",""" Later , when asked to produce a drawing of the bridge or aqueduct he proposed to build , he replied he had no representation of it on paper but would demonstrate his intention by use of a model.",0,reply,replied,that,""" Later , when asked to produce a drawing of the bridge or aqueduct he proposed to build , he",""" Later , when asked to produce a drawing of the bridge or aqueduct he proposed to build , he replied",""" Later , when asked to produce a drawing of the bridge or aqueduct he proposed to build , he replied he had no representation of",30.13266468,4.505517721
"One brought in to review the plans , at Brindley 's request , commented in a report to the Duke of Bridgewater that "" I have often heard of castles in the air , but never before saw where one was to be erected.","One brought in to review the plans , at Brindley 's request , commented in a report to the Duke of Bridgewater "" I have often heard of castles in the air , but never before saw where one was to be erected.",8,comment,commented,that,"One brought in to review the plans , at Brindley 's request ,","One brought in to review the plans , at Brindley 's request , commented","One brought in to review the plans , at Brindley 's request , commented in a report to the Duke of Bridgewater "" I have often heard",80.91514969,11.50738335
"According to a statement by Francis Egerton , 8th Earl of Bridgewater printed in 1820 , his uncle , the duke , had told him that there was a distortion of one of the arches , and that Gilbert had addressed the problem by placing more weight on the crown of the arch and less on the haunches.","According to a statement by Francis Egerton , 8th Earl of Bridgewater printed in 1820 , his uncle , the duke , had told him there was a distortion of one of the arches , and that Gilbert had addressed the problem by placing more weight on the crown of the arch and less on the haunches.",1,tell,told,that,"According to a statement by Francis Egerton , 8th Earl of Bridgewater printed in 1820 , his uncle , the duke , had","According to a statement by Francis Egerton , 8th Earl of Bridgewater printed in 1820 , his uncle , the duke , had told","According to a statement by Francis Egerton , 8th Earl of Bridgewater printed in 1820 , his uncle , the duke , had told him there was a distortion of",29.61517447,8.278881073
