sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
I would therefore say that White is in ' Zugzwang Lite ' and that he remains in this state for several moves.,I would therefore say White is in ' Zugzwang Lite ' and that he remains in this state for several moves.,I would therefore,White is in ' Zugzwang Lite ' and that he remains in this state for several moves.,0,say,say,I would therefore say White is in ' Zugzwang,that,I would therefore say,I would therefore say White is in ' Zugzwang,75.00638473,3.764341354
"17 ... Re8 ! Rowson notes that this is a useful waiting move , covering e7 , which needs protection in some lines , and possibly supporting an eventual ... e5 ( see Black 's twenty @-@ second move ).","17 ... Re8 ! Rowson notes this is a useful waiting move , covering e7 , which needs protection in some lines , and possibly supporting an eventual ... e5 ( see Black 's twenty @-@ second move ).",17 ... Re8 ! Rowson,"this is a useful waiting move , covering e7 , which needs protection in some lines , and possibly supporting an eventual ... e5 ( see Black 's twenty @-@ second move ).",0,note,notes,17 ... Re8 ! Rowson notes this is a useful waiting,that,17 ... Re8 ! Rowson notes,17 ... Re8 ! Rowson notes this is a useful waiting,37.6216352,13.63281822
"Be3 ? ! Nxe5 ! 19 @.@  dxe5 Rc6 ! Rowson notes that with his more active pieces , "" It looks like Black has some initiative.","Be3 ? ! Nxe5 ! 19 @.@ dxe5 Rc6 ! Rowson notes with his more active pieces , "" It looks like Black has some initiative.",Be3 ? ! Nxe5 ! 19 @.@ dxe5 Rc6 ! Rowson,"with his more active pieces , "" It looks like Black has some initiative.",0,note,notes,Be3 ? ! Nxe5 ! 19 @.@  dxe5 Rc6 ! Rowson notes with his more active pieces,that,Be3 ? ! Nxe5 ! 19 @.@ dxe5 Rc6 ! Rowson notes,Be3 ? ! Nxe5 ! 19 @.@ dxe5 Rc6 ! Rowson notes with his more active pieces,41.46907163,18.64255714
"Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think Black has some advantage , due to his extra central control , imposing knight and prospects for a kingside attack.","Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think Black has some advantage , due to his extra central control , imposing knight and prospects for a kingside attack.",Bxd4 e5 Rowson,", "" Now both sides have their trumps , but I think Black has some advantage , due to his extra central control , imposing knight and prospects for a kingside attack.",0,write,writes,"Bxd4 e5 Rowson writes , "" Now both sides",none,Bxd4 e5 Rowson writes,"Bxd4 e5 Rowson writes , "" Now both sides",39.17022097,12.98398089
"Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think Black has some advantage , due to his extra central control , imposing knight and prospects for a kingside attack.","Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think Black has some advantage , due to his extra central control , imposing knight and prospects for a kingside attack.","Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I","Black has some advantage , due to his extra central control , imposing knight and prospects for a kingside attack.",0,think,think,"Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think Black has some advantage ,",none,"Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think","Bxd4 e5 Rowson writes , "" Now both sides have their trumps , but I think Black has some advantage ,",32.0081749,2.582407475
"Soltis writes , "" It 's ridiculous to think Black 's position is better.","Soltis writes , "" It 's ridiculous to think Black 's position is better.",Soltis,", "" It 's ridiculous to think Black 's position is better.",0,write,writes,"Soltis writes , "" It 's ridiculous",none,Soltis writes,"Soltis writes , "" It 's ridiculous",42.50729913,11.62988853
"Soltis writes , "" It 's ridiculous to think Black 's position is better.","Soltis writes , "" It 's ridiculous to think Black 's position is better.","Soltis writes , "" It 's ridiculous to",Black 's position is better.,0,think,think,"Soltis writes , "" It 's ridiculous to think Black 's position is better",none,"Soltis writes , "" It 's ridiculous to think","Soltis writes , "" It 's ridiculous to think Black 's position is better.",49.48436233,2.820973635
But Mikhail Tal said it is easier to play.,But Mikhail Tal said it is easier to play.,But Mikhail Tal,it is easier to play.,0,say,said,But Mikhail Tal said it is easier to play,none,But Mikhail Tal said,But Mikhail Tal said it is easier to play.,33.31221992,10.36401939
""" 14.Qc1 Here , Soltis writes that Black could maintain equality by keeping the symmetry : 14 ... Qc8 15.Bh6 Bh3.",""" 14.Qc1 Here , Soltis writes Black could maintain equality by keeping the symmetry : 14 ... Qc8 15.Bh6 Bh3.",""" 14.Qc1 Here , Soltis",Black could maintain equality by keeping the symmetry : 14 ... Qc8 15.Bh6 Bh3.,0,write,writes,""" 14.Qc1 Here , Soltis writes Black could maintain equality by",that,""" 14.Qc1 Here , Soltis writes",""" 14.Qc1 Here , Soltis writes Black could maintain equality by",55.36753464,8.79285717
"Instead , he plays to prove that White 's queen is misplaced.","Instead , he plays to prove White 's queen is misplaced.","Instead , he plays to",White 's queen is misplaced.,0,prove,prove,"Instead , he plays to prove White 's queen is misplaced",that,"Instead , he plays to prove","Instead , he plays to prove White 's queen is misplaced.",63.12737262,9.406311989
"Jonathan Rowson has speculated that "" in principle it should be possible for a machine to ... develop 32 @-@ piece tablebases.","Jonathan Rowson has speculated "" in principle it should be possible for a machine to ... develop 32 @-@ piece tablebases.",Jonathan Rowson has,""" in principle it should be possible for a machine to ... develop 32 @-@ piece tablebases.",0,speculate,speculated,"Jonathan Rowson has speculated "" in principle it should",that,Jonathan Rowson has speculated,"Jonathan Rowson has speculated "" in principle it should",46.80954695,12.93109226
"This may take decades or even centuries , but unless runaway global warming or nuclear war gets in the way , I think it will eventually happen.","This may take decades or even centuries , but unless runaway global warming or nuclear war gets in the way , I think it will eventually happen.","This may take decades or even centuries , but unless runaway global warming or nuclear war gets in the way , I",it will eventually happen.,0,think,think,"This may take decades or even centuries , but unless runaway global warming or nuclear war gets in the way , I think it will eventually happen",none,"This may take decades or even centuries , but unless runaway global warming or nuclear war gets in the way , I think","This may take decades or even centuries , but unless runaway global warming or nuclear war gets in the way , I think it will eventually happen.",13.32179856,3.171408743
""" However , information theorist Claude Shannon argued that it is not feasible for any computer to actually do this.",""" However , information theorist Claude Shannon argued it is not feasible for any computer to actually do this.",""" However , information theorist Claude Shannon",it is not feasible for any computer to actually do this.,0,argue,argued,""" However , information theorist Claude Shannon argued it is not feasible for",that,""" However , information theorist Claude Shannon argued",""" However , information theorist Claude Shannon argued it is not feasible for",25.5328877,6.896481991
"By working backward from the end one can determine whether there is a forced win , the position is a draw or is lost.","By working backward from the end one can determine whether there is a forced win , the position is a draw or is lost.",By working backward from the end one can,"there is a forced win , the position is a draw or is lost.",0,determine,determine,By working backward from the end one can determine whether there is a forced win,other,By working backward from the end one can determine,By working backward from the end one can determine whether there is a forced,23.43889111,7.890738964
"It is easy to show , however , even with the high computing speed available in electronic calculators this computation is impractical.","It is easy to show , however , even with the high computing speed available in electronic calculators this computation is impractical.",It is easy to,", however , even with the high computing speed available in electronic calculators this computation is impractical.",0,show,show,"It is easy to show , however , even with",none,It is easy to show,"It is easy to show , however , even with",39.41157925,8.832030296
"These limitations imply , for example , that no computer , however constructed , will ever be able to examine the entire tree of possible move sequences of the game of chess.","These limitations imply , for example , that no computer , however constructed , will ever be able to examine the entire tree of possible move sequences of the game of chess.",These limitations,", for example , that no computer , however constructed , will ever be able to examine the entire tree of possible move sequences of the game of chess.",0,imply,imply,"These limitations imply , for example , that",none,These limitations imply,"These limitations imply , for example , that",24.14091657,8.35092926
"He wrote , "" In order to have a computer play a perfect or nearly perfect game [ of chess ] it will be necessary either to analyze the game completely ... or to analyze the game in an approximate way and combine this with a limited amount of tree searching.","He wrote , "" In order to have a computer play a perfect or nearly perfect game [ of chess ] it will be necessary either to analyze the game completely ... or to analyze the game in an approximate way and combine this with a limited amount of tree searching.",He,", "" In order to have a computer play a perfect or nearly perfect game [ of chess ] it will be necessary either to analyze the game completely ... or to analyze the game in an approximate way and combine this with a limited amount of tree searching.",0,write,wrote,"He wrote , "" In order to",none,He wrote,"He wrote , "" In order to",27.98761085,8.939793587
"Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying that the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never underestimate the advances in technology "".","Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying that the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never underestimate the advances in technology "".","Jonathan Schaeffer , the scientist who led the effort ,","a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying that the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never underestimate the advances in technology "".",0,say,said,"Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum",none,"Jonathan Schaeffer , the scientist who led the effort , said","Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum",36.20201293,4.065966129
"Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying that the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never underestimate the advances in technology "".","Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never underestimate the advances in technology "".","Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility ,","the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never underestimate the advances in technology "".",0,say,saying,"Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying the one thing he learned",that,"Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying","Jonathan Schaeffer , the scientist who led the effort , said a breakthrough such as quantum computing would be needed before solving chess could even be attempted , but he does not rule out the possibility , saying the one thing he learned",30.86491942,3.431139261
"He said that his "" early education was strongly influenced "" by his studious siblings.","He said his "" early education was strongly influenced "" by his studious siblings.",He,"his "" early education was strongly influenced "" by his studious siblings.",0,say,said,"He said his "" early education was",that,He said,"He said his "" early education was",46.21135807,4.460617065
"In response to a question seniors were asked about what they wanted to do for a yearbook quote , he responded : "" To be a physicist extraordinaire.","In response to a question seniors were asked about what they wanted to do for a yearbook quote , he responded : "" To be a physicist extraordinaire.","In response to a question seniors were asked about what they wanted to do for a yearbook quote , he",": "" To be a physicist extraordinaire.",0,respond,responded,"In response to a question seniors were asked about what they wanted to do for a yearbook quote , he responded : "" To be a",none,"In response to a question seniors were asked about what they wanted to do for a yearbook quote , he responded","In response to a question seniors were asked about what they wanted to do for a yearbook quote , he responded : "" To be a",22.42417467,3.059445143
"Enrico Fermi renamed it the neutrino , Italian for "" little neutral one "" , and in 1934 , proposed his theory of beta decay which explained that the electrons emitted from the nucleus were created by the decay of a neutron into a proton , an electron , and a neutrino :.","Enrico Fermi renamed it the neutrino , Italian for "" little neutral one "" , and in 1934 , proposed his theory of beta decay which explained the electrons emitted from the nucleus were created by the decay of a neutron into a proton , an electron , and a neutrino :.","Enrico Fermi renamed it the neutrino , Italian for "" little neutral one "" , and in 1934 , proposed his theory of beta decay which","the electrons emitted from the nucleus were created by the decay of a neutron into a proton , an electron , and a neutrino :.",0,explain,explained,"Enrico Fermi renamed it the neutrino , Italian for "" little neutral one "" , and in 1934 , proposed his theory of beta decay which explained the electrons emitted from the",that,"Enrico Fermi renamed it the neutrino , Italian for "" little neutral one "" , and in 1934 , proposed his theory of beta decay which explained","Enrico Fermi renamed it the neutrino , Italian for "" little neutral one "" , and in 1934 , proposed his theory of beta decay which explained the electrons emitted from the",26.18760002,7.461047173
"In a 1934 paper , Rudolf Peierls and Hans Bethe calculated that neutrinos could easily pass through the Earth , and concluded "" there is no practically possible way of observing the neutrino.","In a 1934 paper , Rudolf Peierls and Hans Bethe calculated neutrinos could easily pass through the Earth , and concluded "" there is no practically possible way of observing the neutrino.","In a 1934 paper , Rudolf Peierls and Hans Bethe","neutrinos could easily pass through the Earth , and concluded "" there is no practically possible way of observing the neutrino.",0,calculate,calculated,"In a 1934 paper , Rudolf Peierls and Hans Bethe calculated neutrinos could easily pass through",that,"In a 1934 paper , Rudolf Peierls and Hans Bethe calculated","In a 1934 paper , Rudolf Peierls and Hans Bethe calculated neutrinos could easily pass through",39.86785296,10.20295715
Reines and his colleague Clyde Cowan decided to see if they could detect neutrinos.,Reines and his colleague Clyde Cowan decided to see if they could detect neutrinos.,Reines and his colleague Clyde Cowan decided to,they could detect neutrinos.,0,see,see,Reines and his colleague Clyde Cowan decided to see if they could detect neutrinos,other,Reines and his colleague Clyde Cowan decided to see,Reines and his colleague Clyde Cowan decided to see if they could detect neutrinos.,25.95858869,6.999279976
""" So why did we want to detect the free neutrino ? "" he later explained , "" Because everybody said , you couldn ’ t do it.",""" So why did we want to detect the free neutrino ? "" he later explained , "" Because everybody said , you couldn ’ t do it.",""" So why did we want to detect the free neutrino ? "" he later",", "" Because everybody said , you couldn ’ t do it.",0,explain,explained,""" So why did we want to detect the free neutrino ? "" he later explained , "" Because everybody said",none,""" So why did we want to detect the free neutrino ? "" he later explained",""" So why did we want to detect the free neutrino ? "" he later explained , "" Because everybody said",35.21438646,4.83595705
"On June 14 , 1956 , they were able to send Pauli a telegram announcing that the neutrino had been found.","On June 14 , 1956 , they were able to send Pauli a telegram announcing the neutrino had been found.","On June 14 , 1956 , they were able to send Pauli a telegram",the neutrino had been found.,0,announce,announcing,"On June 14 , 1956 , they were able to send Pauli a telegram announcing the neutrino had been found",that,"On June 14 , 1956 , they were able to send Pauli a telegram announcing","On June 14 , 1956 , they were able to send Pauli a telegram announcing the neutrino had been found.",41.3250811,6.582858562
"When Bethe was informed that he had been proven wrong , he said , "" Well , you shouldn ’ t believe everything you read in the papers.","When Bethe was informed that he had been proven wrong , he said , "" Well , you shouldn ’ t believe everything you read in the papers.","When Bethe was informed that he had been proven wrong , he",", "" Well , you shouldn ’ t believe everything you read in the papers.",0,say,said,"When Bethe was informed that he had been proven wrong , he said , "" Well , you",none,"When Bethe was informed that he had been proven wrong , he said","When Bethe was informed that he had been proven wrong , he said , "" Well , you",21.35812777,5.484732985
"Supernova explosions are rare , but Reines thought he might be lucky enough to see one in his lifetime , and be able to catch the neutrinos streaming from it in his specially @-@ designed detectors.","Supernova explosions are rare , but Reines thought he might be lucky enough to see one in his lifetime , and be able to catch the neutrinos streaming from it in his specially @-@ designed detectors.","Supernova explosions are rare , but Reines","he might be lucky enough to see one in his lifetime , and be able to catch the neutrinos streaming from it in his specially @-@ designed detectors.",0,think,thought,"Supernova explosions are rare , but Reines thought he might be lucky enough",none,"Supernova explosions are rare , but Reines thought","Supernova explosions are rare , but Reines thought he might be lucky enough",16.62845373,10.04197884
"Hoping that the area 's coal , iron ore , white pine , and high @-@ quality clay would produce significant future wealth , railroad investors led by Christopher and John Fallon financed a line to Lock Haven.","Hoping the area 's coal , iron ore , white pine , and high @-@ quality clay would produce significant future wealth , railroad investors led by Christopher and John Fallon financed a line to Lock Haven.",,"the area 's coal , iron ore , white pine , and high @-@ quality clay would produce significant future wealth , railroad investors led by Christopher and John Fallon financed a line to Lock Haven.",0,hope,Hoping,"Hoping the area 's coal ,",that,Hoping,"Hoping the area 's coal ,",60.51158595,10.55694723
"According to William H. Shank , the Native Americans of Pennsylvania warned white settlers that great floods occurred on the Delaware and Susquehanna rivers every 14 years.","According to William H. Shank , the Native Americans of Pennsylvania warned white settlers great floods occurred on the Delaware and Susquehanna rivers every 14 years.","According to William H. Shank , the Native Americans of Pennsylvania",great floods occurred on the Delaware and Susquehanna rivers every 14 years.,2,warn,warned,"According to William H. Shank , the Native Americans of Pennsylvania warned white settlers great floods occurred on the",that,"According to William H. Shank , the Native Americans of Pennsylvania warned","According to William H. Shank , the Native Americans of Pennsylvania warned white settlers great floods occurred on the",58.71723378,12.91361904
"Shank tested this idea by tabulating the highest floods on record at key points throughout the state over a 200 @-@ year period and found that a major flood had occurred , on average , once every 25 years between 1784 and 1972.","Shank tested this idea by tabulating the highest floods on record at key points throughout the state over a 200 @-@ year period and found a major flood had occurred , on average , once every 25 years between 1784 and 1972.",Shank tested this idea by tabulating the highest floods on record at key points throughout the state over a 200 @-@ year period and,"a major flood had occurred , on average , once every 25 years between 1784 and 1972.",0,find,found,Shank tested this idea by tabulating the highest floods on record at key points throughout the state over a 200 @-@ year period and found a major flood had occurred,that,Shank tested this idea by tabulating the highest floods on record at key points throughout the state over a 200 @-@ year period and found,Shank tested this idea by tabulating the highest floods on record at key points throughout the state over a 200 @-@ year period and found a major flood had occurred,29.15930694,3.139585733
Estimated flood @-@ crest readings between 1847 and 1979 — based on data from the National Weather Service flood gauge at Lock Haven — show that flooding likely occurred in the city 19 times in 132 years.,Estimated flood @-@ crest readings between 1847 and 1979 — based on data from the National Weather Service flood gauge at Lock Haven — show flooding likely occurred in the city 19 times in 132 years.,Estimated flood @-@ crest readings between 1847 and 1979 — based on data from the National Weather Service flood gauge at Lock Haven —,flooding likely occurred in the city 19 times in 132 years.,0,show,show,Estimated flood @-@ crest readings between 1847 and 1979 — based on data from the National Weather Service flood gauge at Lock Haven — show flooding likely occurred in the,that,Estimated flood @-@ crest readings between 1847 and 1979 — based on data from the National Weather Service flood gauge at Lock Haven — show,Estimated flood @-@ crest readings between 1847 and 1979 — based on data from the National Weather Service flood gauge at Lock Haven — show flooding likely occurred in the,30.46202087,8.206302643
"As season one concludes , Rachel finally confesses her love for Ross , having learned of his feelings for her from Chandler , only to find that he has already begun dating another woman , whom she resents.","As season one concludes , Rachel finally confesses her love for Ross , having learned of his feelings for her from Chandler , only to find he has already begun dating another woman , whom she resents.","As season one concludes , Rachel finally confesses her love for Ross , having learned of his feelings for her from Chandler , only to","he has already begun dating another woman , whom she resents.",0,find,find,"As season one concludes , Rachel finally confesses her love for Ross , having learned of his feelings for her from Chandler , only to find he has already begun dating",that,"As season one concludes , Rachel finally confesses her love for Ross , having learned of his feelings for her from Chandler , only to find","As season one concludes , Rachel finally confesses her love for Ross , having learned of his feelings for her from Chandler , only to find he has already begun dating",23.88613966,2.368489116
"Rachel eventually finds a job opportunity in France , but has second thoughts when Ross eventually forfeits stubbornness and says "" I love you "".","Rachel eventually finds a job opportunity in France , but has second thoughts when Ross eventually forfeits stubbornness and says "" I love you "".","Rachel eventually finds a job opportunity in France , but has second thoughts when Ross eventually forfeits stubbornness and",""" I love you "".",0,say,says,"Rachel eventually finds a job opportunity in France , but has second thoughts when Ross eventually forfeits stubbornness and says "" I love you """,none,"Rachel eventually finds a job opportunity in France , but has second thoughts when Ross eventually forfeits stubbornness and says","Rachel eventually finds a job opportunity in France , but has second thoughts when Ross eventually forfeits stubbornness and says "" I love you "".",20.15194754,8.197120667
"Before deciding that Rachel and Ross would be an item for the entire series , the writers had originally intended for the show 's defining couple to be Joey and Monica.","Before deciding Rachel and Ross would be an item for the entire series , the writers had originally intended for the show 's defining couple to be Joey and Monica.",Before,"Rachel and Ross would be an item for the entire series , the writers had originally intended for the show 's defining couple to be Joey and Monica.",0,decide,deciding,Before deciding Rachel and Ross would be,that,Before deciding,Before deciding Rachel and Ross would be,43.42850327,8.995553017
"However , after the success of the pilot , in which Rachel and Ross ' developing romance is first hinted at , and witnessing Aniston and co @-@ star David Schwimmer 's on @-@ screen chemistry for the first time , Crane and Kauffman determined that the entire series relied on "" finding all the wonderful roadblocks for them to be with each other.","However , after the success of the pilot , in which Rachel and Ross ' developing romance is first hinted at , and witnessing Aniston and co @-@ star David Schwimmer 's on @-@ screen chemistry for the first time , Crane and Kauffman determined the entire series relied on "" finding all the wonderful roadblocks for them to be with each other.","However , after the success of the pilot , in which Rachel and Ross ' developing romance is first hinted at , and witnessing Aniston and co @-@ star David Schwimmer 's on @-@ screen chemistry for the first time , Crane and Kauffman","the entire series relied on "" finding all the wonderful roadblocks for them to be with each other.",0,determine,determined,"However , after the success of the pilot , in which Rachel and Ross ' developing romance is first hinted at , and witnessing Aniston and co @-@ star David Schwimmer 's on @-@ screen chemistry for the first time , Crane and Kauffman determined the entire series relied on",that,"However , after the success of the pilot , in which Rachel and Ross ' developing romance is first hinted at , and witnessing Aniston and co @-@ star David Schwimmer 's on @-@ screen chemistry for the first time , Crane and Kauffman determined","However , after the success of the pilot , in which Rachel and Ross ' developing romance is first hinted at , and witnessing Aniston and co @-@ star David Schwimmer 's on @-@ screen chemistry for the first time , Crane and Kauffman determined the entire series relied on",35.78608722,13.0090971
"The episode was first suggested by director James Burrows ; the writers felt that it was time to alter the couple 's dynamic in order to avoid the repetitive "" he 's pining , she 's oblivious "" pattern , using the work of author Jane Austen as inspiration on how to finally shift the pining arc from Ross to Rachel.","The episode was first suggested by director James Burrows ; the writers felt it was time to alter the couple 's dynamic in order to avoid the repetitive "" he 's pining , she 's oblivious "" pattern , using the work of author Jane Austen as inspiration on how to finally shift the pining arc from Ross to Rachel.",The episode was first suggested by director James Burrows ; the writers,"it was time to alter the couple 's dynamic in order to avoid the repetitive "" he 's pining , she 's oblivious "" pattern , using the work of author Jane Austen as inspiration on how to finally shift the pining arc from Ross to Rachel.",0,feel,felt,The episode was first suggested by director James Burrows ; the writers felt it was time to alter,that,The episode was first suggested by director James Burrows ; the writers felt,The episode was first suggested by director James Burrows ; the writers felt it was time to alter,20.39722854,6.841139317
"Jonathan Bernstein of The Daily Telegraph believes that they accomplished this by "" dangl [ ing ] the possibility of a Ross and Rachel recoupling through several cliffhangers without ever putting them back together.","Jonathan Bernstein of The Daily Telegraph believes they accomplished this by "" dangl [ ing ] the possibility of a Ross and Rachel recoupling through several cliffhangers without ever putting them back together.",Jonathan Bernstein of The Daily Telegraph,"they accomplished this by "" dangl [ ing ] the possibility of a Ross and Rachel recoupling through several cliffhangers without ever putting them back together.",0,believe,believes,"Jonathan Bernstein of The Daily Telegraph believes they accomplished this by """,that,Jonathan Bernstein of The Daily Telegraph believes,"Jonathan Bernstein of The Daily Telegraph believes they accomplished this by """,35.72927785,7.519611597
""" Meanwhile , writing for The New York Review of Books , Elaine Blair agreed that Friends created "" a sense of chemistry between two characters while also putting obstacles in their way , setting us up for a long @-@ deferred union.",""" Meanwhile , writing for The New York Review of Books , Elaine Blair agreed Friends created "" a sense of chemistry between two characters while also putting obstacles in their way , setting us up for a long @-@ deferred union.",""" Meanwhile , writing for The New York Review of Books , Elaine Blair","Friends created "" a sense of chemistry between two characters while also putting obstacles in their way , setting us up for a long @-@ deferred union.",0,agree,agreed,""" Meanwhile , writing for The New York Review of Books , Elaine Blair agreed Friends created "" a sense",that,""" Meanwhile , writing for The New York Review of Books , Elaine Blair agreed",""" Meanwhile , writing for The New York Review of Books , Elaine Blair agreed Friends created "" a sense",50.52741265,10.11752522
"After Rachel and Ross drunkenly get married while on vacation in Las Vegas during season five , Schwimmer had initially objected to the idea of having his character Ross divorce her – his third divorce – because he felt that it was taking it "" too far.","After Rachel and Ross drunkenly get married while on vacation in Las Vegas during season five , Schwimmer had initially objected to the idea of having his character Ross divorce her – his third divorce – because he felt it was taking it "" too far.","After Rachel and Ross drunkenly get married while on vacation in Las Vegas during season five , Schwimmer had initially objected to the idea of having his character Ross divorce her – his third divorce – because he","it was taking it "" too far.",0,feel,felt,"After Rachel and Ross drunkenly get married while on vacation in Las Vegas during season five , Schwimmer had initially objected to the idea of having his character Ross divorce her – his third divorce – because he felt it was taking it """,that,"After Rachel and Ross drunkenly get married while on vacation in Las Vegas during season five , Schwimmer had initially objected to the idea of having his character Ross divorce her – his third divorce – because he felt","After Rachel and Ross drunkenly get married while on vacation in Las Vegas during season five , Schwimmer had initially objected to the idea of having his character Ross divorce her – his third divorce – because he felt it was taking it """,29.15037632,3.353127241
"Crane felt that pairing Rachel and Joey during season ten "" was for the greater good "" because "" It was inappropriate.","Crane felt pairing Rachel and Joey during season ten "" was for the greater good "" because "" It was inappropriate.",Crane,"pairing Rachel and Joey during season ten "" was for the greater good "" because "" It was inappropriate.",0,feel,felt,Crane felt pairing Rachel and Joey during,that,Crane felt,Crane felt pairing Rachel and Joey during,55.9225533,14.43789101
""" However , the cast initially protested the idea , fearing that Rachel , Joey , and Ross would ultimately become unlikeable characters and audiences would either "" resent Joey for going after a pregnant woman , or resent Rachel for rejecting him , or resent Ross for standing between the two of them.",""" However , the cast initially protested the idea , fearing Rachel , Joey , and Ross would ultimately become unlikeable characters and audiences would either "" resent Joey for going after a pregnant woman , or resent Rachel for rejecting him , or resent Ross for standing between the two of them.",""" However , the cast initially protested the idea ,","Rachel , Joey , and Ross would ultimately become unlikeable characters and audiences would either "" resent Joey for going after a pregnant woman , or resent Rachel for rejecting him , or resent Ross for standing between the two of them.",0,fear,fearing,""" However , the cast initially protested the idea , fearing Rachel , Joey , and",that,""" However , the cast initially protested the idea , fearing",""" However , the cast initially protested the idea , fearing Rachel , Joey , and",40.6995225,8.84543705
""" However , the cast initially protested the idea , fearing that Rachel , Joey , and Ross would ultimately become unlikeable characters and audiences would either "" resent Joey for going after a pregnant woman , or resent Rachel for rejecting him , or resent Ross for standing between the two of them.",""" However , the cast initially protested the idea , fearing that Rachel , Joey , and Ross would ultimately become unlikeable characters and audiences would either "" resent Joey for going after a pregnant woman , or resent Rachel for rejecting him , or resent Ross for standing between the two of them.",""" However , the cast initially protested the idea ,","that Rachel , Joey , and Ross would ultimately become unlikeable characters and audiences would either "" resent Joey for going after a pregnant woman , or resent Rachel for rejecting him , or resent Ross for standing between the two of them.",0,fear,fearing,""" However , the cast initially protested the idea , fearing that Rachel , Joey ,",none,""" However , the cast initially protested the idea , fearing",""" However , the cast initially protested the idea , fearing that Rachel , Joey ,",38.33621204,8.84543705
""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend that there isn 't one.",""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend that there isn 't one.",""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively ,","about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend that there isn 't one.",0,worry,worrying,""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include",none,""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying",""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include",23.58390272,13.22989178
""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend that there isn 't one.",""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend there isn 't one.",""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to",there isn 't one.,0,pretend,pretend,""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend there isn 't one",that,""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend",""" Meanwhile , the writers also approached the concept of Rachel 's pregnancy and baby tentatively , worrying about how they would include it in the show because they did not want Friends "" to become a show about a baby "" while "" On the other hand , we don 't want to pretend there isn 't one.",20.85109687,8.86371994
