sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"The pair explains that humans are the ones who created robots in the first place , which confuses King.","The pair explains humans are the ones who created robots in the first place , which confuses King.",0,explain,explains,that,The pair,The pair explains,The pair explains humans are the ones who,33.32387459,14.223629
"The villain reveals that his creator is Dr. Wily , who then appears on a video monitor.","The villain reveals his creator is Dr. Wily , who then appears on a video monitor.",0,reveal,reveals,that,The villain,The villain reveals,The villain reveals his creator is Dr. Wily,39.82350045,12.38094711
"When Wily is beaten , Bass demands to know why he deceived him.","When Wily is beaten , Bass demands to know why he deceived him.",0,know,know,other,"When Wily is beaten , Bass demands to","When Wily is beaten , Bass demands to know","When Wily is beaten , Bass demands to know why he deceived him.",21.25204131,0.310423702
Wily explains that he created King simply to test Bass ' abilities.,Wily explains he created King simply to test Bass ' abilities.,0,explain,explains,that,Wily,Wily explains,Wily explains he created King simply to,45.7667377,15.26784515
"Wily shows him written plans for making a newer version of King to join with Bass in this venture , promising that the two would be invincible together.","Wily shows him written plans for making a newer version of King to join with Bass in this venture , promising the two would be invincible together.",0,promise,promising,that,"Wily shows him written plans for making a newer version of King to join with Bass in this venture ,","Wily shows him written plans for making a newer version of King to join with Bass in this venture , promising","Wily shows him written plans for making a newer version of King to join with Bass in this venture , promising the two would be invincible",33.21472549,11.75746441
"It was then Proto Man tells Bass that although he is a strong robot of free will , he can never defeat his rival because he has nothing for which to fight.","It was then Proto Man tells Bass although he is a strong robot of free will , he can never defeat his rival because he has nothing for which to fight.",1,tell,tells,that,It was then Proto Man,It was then Proto Man tells,It was then Proto Man tells Bass although he is a strong,48.92932045,11.15177917
"Bass doesn 't care and forces Proto Man to leave , saying that he will still destroy Mega Man to prove his cause.","Bass doesn 't care and forces Proto Man to leave , saying he will still destroy Mega Man to prove his cause.",0,say,saying,that,"Bass doesn 't care and forces Proto Man to leave ,","Bass doesn 't care and forces Proto Man to leave , saying","Bass doesn 't care and forces Proto Man to leave , saying he will still destroy Mega",33.09249389,6.625495434
King wishes to atone for his own crimes against humans and hopes for them to be friends if they were to meet in the future.,King wishes to atone for his own crimes against humans and hopes for them to be friends if they were to meet in the future.,0,hope,hopes,none,King wishes to atone for his own crimes against humans and,King wishes to atone for his own crimes against humans and hopes,King wishes to atone for his own crimes against humans and hopes for them to be friends,30.62676567,9.888130188
"Both Giancarlo Varanini of GameSpot and Craig Harris of IGN found that the game 's bosses have very unpredictable attack patterns , thus making the battles extremely challenging.","Both Giancarlo Varanini of GameSpot and Craig Harris of IGN found the game 's bosses have very unpredictable attack patterns , thus making the battles extremely challenging.",0,find,found,that,Both Giancarlo Varanini of GameSpot and Craig Harris of IGN,Both Giancarlo Varanini of GameSpot and Craig Harris of IGN found,Both Giancarlo Varanini of GameSpot and Craig Harris of IGN found the game 's bosses have,39.5249207,9.794541359
"Inafune explained in an interview with the Brazilian magazine Nintendo World that the ninth installment follows the storyline of Mega Man 8 and that the worlds for Mega Man & Bass and Mega Man 9 are meant to coincide with one another , as evidenced by a schematic of Bass in the ending of the game.","Inafune explained in an interview with the Brazilian magazine Nintendo World the ninth installment follows the storyline of Mega Man 8 and that the worlds for Mega Man & Bass and Mega Man 9 are meant to coincide with one another , as evidenced by a schematic of Bass in the ending of the game.",9,explain,explained,that,Inafune,Inafune explained,Inafune explained in an interview with the Brazilian magazine Nintendo World the ninth installment follows the,92.61695799,11.24190807
"In 2010 , ODOT determined that an average of 710 vehicles per day traveled along the length of SR 319.","In 2010 , ODOT determined an average of 710 vehicles per day traveled along the length of SR 319.",0,determine,determined,that,"In 2010 , ODOT","In 2010 , ODOT determined","In 2010 , ODOT determined an average of 710 vehicles",36.95623595,7.351739883
"This led to the 26 June 1907 resolution in the House of Commons declaring that the Lords ' power should be curtailed , put forward by Liberal Prime Minister Henry Campbell @-@ Bannerman.","This led to the 26 June 1907 resolution in the House of Commons declaring the Lords ' power should be curtailed , put forward by Liberal Prime Minister Henry Campbell @-@ Bannerman.",0,declare,declaring,that,This led to the 26 June 1907 resolution in the House of Commons,This led to the 26 June 1907 resolution in the House of Commons declaring,This led to the 26 June 1907 resolution in the House of Commons declaring the Lords ' power should,53.03489113,6.364860058
The Lords suggested that the Commons justify its position as representing the will of the people : it did this through the January 1910 general election.,The Lords suggested the Commons justify its position as representing the will of the people : it did this through the January 1910 general election.,0,suggest,suggested,that,The Lords,The Lords suggested,The Lords suggested the Commons justify its position,38.47545576,12.24893475
"The Speaker of the House of Commons would have to certify that a bill was a money bill , endorsing it with a Speaker 's certificate.","The Speaker of the House of Commons would have to certify a bill was a money bill , endorsing it with a Speaker 's certificate.",0,certify,certify,that,The Speaker of the House of Commons would have to,The Speaker of the House of Commons would have to certify,The Speaker of the House of Commons would have to certify a bill was a money,36.81650257,10.02680302
"This two @-@ year period meant that legislation introduced in the fourth or fifth years of a parliament could be delayed until after the next election , which could prove an effective measure to prevent it being passed.","This two @-@ year period meant legislation introduced in the fourth or fifth years of a parliament could be delayed until after the next election , which could prove an effective measure to prevent it being passed.",0,mean,meant,that,This two @-@ year period,This two @-@ year period meant,This two @-@ year period meant legislation introduced in the fourth,41.6369065,13.42644024
The Speaker has to also certify that the conditions of the bill had been complied with.,The Speaker has to also certify the conditions of the bill had been complied with.,0,certify,certify,that,The Speaker has to also,The Speaker has to also certify,The Speaker has to also certify the conditions of the bill,21.29717207,9.972362518
"This ruling also means that efforts to abolish the House of Lords ( a major constitutional change ) using the Act could be successful , although the issue was not directly addressed in the ruling.","This ruling also means efforts to abolish the House of Lords ( a major constitutional change ) using the Act could be successful , although the issue was not directly addressed in the ruling.",0,mean,means,that,This ruling also,This ruling also means,This ruling also means efforts to abolish the House,37.56035268,5.000540733
"In July 2006 , Bosi and his wife Claire announced that they were to sell the location in Ludlow and move closer to London.","In July 2006 , Bosi and his wife Claire announced they were to sell the location in Ludlow and move closer to London.",0,announce,announced,that,"In July 2006 , Bosi and his wife Claire","In July 2006 , Bosi and his wife Claire announced","In July 2006 , Bosi and his wife Claire announced they were to sell the",21.55354345,9.200125694
"In July 2006 , Bosi and his wife Claire announced that they were intending to sell Hibiscus and open a new restaurant closer to London , or in the capital itself.","In July 2006 , Bosi and his wife Claire announced they were intending to sell Hibiscus and open a new restaurant closer to London , or in the capital itself.",0,announce,announced,that,"In July 2006 , Bosi and his wife Claire","In July 2006 , Bosi and his wife Claire announced","In July 2006 , Bosi and his wife Claire announced they were intending to sell",19.05475985,9.200125694
"He intended for the new Hibiscus to be open by September , and to transfer over the style of cooking he had used in Ludlow , saying , "" I 'm transferring Hibiscus , not starting a new restaurant.","He intended for the new Hibiscus to be open by September , and to transfer over the style of cooking he had used in Ludlow , saying , "" I 'm transferring Hibiscus , not starting a new restaurant.",0,say,saying,none,"He intended for the new Hibiscus to be open by September , and to transfer over the style of cooking he had used in Ludlow ,","He intended for the new Hibiscus to be open by September , and to transfer over the style of cooking he had used in Ludlow , saying","He intended for the new Hibiscus to be open by September , and to transfer over the style of cooking he had used in Ludlow , saying , "" I 'm transferring",39.50876391,11.59900475
"Sat Bains went a step further and said "" I would love to see Claude Bosi regain his second star at Hibiscus and win his third in time.","Sat Bains went a step further and said "" I would love to see Claude Bosi regain his second star at Hibiscus and win his third in time.",0,say,said,none,Sat Bains went a step further and,Sat Bains went a step further and said,"Sat Bains went a step further and said "" I would love to",26.78298104,6.680182584
"While stating that elements of the meal were "" very clever indeed "" , such as foie gras ice cream and a sausage roll he described as a "" colossus "" , he described the desserts as a "" disappointment "" , calling an olive oil parfait a "" gloopy mess "".","While stating elements of the meal were "" very clever indeed "" , such as foie gras ice cream and a sausage roll he described as a "" colossus "" , he described the desserts as a "" disappointment "" , calling an olive oil parfait a "" gloopy mess "".",0,state,stating,that,While,While stating,While stating elements of the meal were,38.72003442,14.24450207
"She enjoyed her visit , and was impressed with the unusual combinations of foods that worked together saying "" the sheer expertise of taking a food with a range of flavours , and knowing it 's in peak condition to meet four others ... it really is something "".","She enjoyed her visit , and was impressed with the unusual combinations of foods that worked together saying "" the sheer expertise of taking a food with a range of flavours , and knowing it 's in peak condition to meet four others ... it really is something "".",0,know,knowing,none,"She enjoyed her visit , and was impressed with the unusual combinations of foods that worked together saying "" the sheer expertise of taking a food with a range of flavours , and","She enjoyed her visit , and was impressed with the unusual combinations of foods that worked together saying "" the sheer expertise of taking a food with a range of flavours , and knowing","She enjoyed her visit , and was impressed with the unusual combinations of foods that worked together saying "" the sheer expertise of taking a food with a range of flavours , and knowing it 's in peak condition",39.61151266,8.355755091
"They thought that Bosi 's food combinations just did not work , but still said that some of his desserts were "" faultless "".","They thought Bosi 's food combinations just did not work , but still said that some of his desserts were "" faultless "".",0,think,thought,that,They,They thought,They thought Bosi 's food combinations just,77.63763332,9.060537338
"They thought that Bosi 's food combinations just did not work , but still said that some of his desserts were "" faultless "".","They thought that Bosi 's food combinations just did not work , but still said some of his desserts were "" faultless "".",0,say,said,that,"They thought that Bosi 's food combinations just did not work , but still","They thought that Bosi 's food combinations just did not work , but still said","They thought that Bosi 's food combinations just did not work , but still said some of his desserts were",27.37435293,9.193539619
"The redeeming feature of his trip was a dish of venison , he thought , served with a confit of pear in mulled wine and Savoy cabbage with a red wine and smoked chocolate sauce , but he otherwise felt that the food was "" over @-@ worked "" and the service "" peculiarly amateurish "".","The redeeming feature of his trip was a dish of venison , he thought , served with a confit of pear in mulled wine and Savoy cabbage with a red wine and smoked chocolate sauce , but he otherwise felt the food was "" over @-@ worked "" and the service "" peculiarly amateurish "".",0,feel,felt,that,"The redeeming feature of his trip was a dish of venison , he thought , served with a confit of pear in mulled wine and Savoy cabbage with a red wine and smoked chocolate sauce , but he otherwise","The redeeming feature of his trip was a dish of venison , he thought , served with a confit of pear in mulled wine and Savoy cabbage with a red wine and smoked chocolate sauce , but he otherwise felt","The redeeming feature of his trip was a dish of venison , he thought , served with a confit of pear in mulled wine and Savoy cabbage with a red wine and smoked chocolate sauce , but he otherwise felt the food was "" over",30.96900254,6.23530221
"Turner described the incident as the last time that he was nervous during a game and said , "" It got pretty ugly to be honest.","Turner described the incident as the last time that he was nervous during a game and said , "" It got pretty ugly to be honest.",0,say,said,none,Turner described the incident as the last time that he was nervous during a game and,Turner described the incident as the last time that he was nervous during a game and said,"Turner described the incident as the last time that he was nervous during a game and said , "" It got pretty",37.46311086,1.851566672
"Ever since then , I 've always thought to myself , ' It can 't get worse than that.","Ever since then , I 've always thought to myself , ' It can 't get worse than that.",0,think,thought,none,"Ever since then , I 've always","Ever since then , I 've always thought","Ever since then , I 've always thought to myself , ' It",23.37300465,4.496093869
"About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish I would have seen this guy before.","About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish I would have seen this guy before.",0,say,said,none,"About the then relatively unknown Turner , Rutgers head coach Greg Schiano","About the then relatively unknown Turner , Rutgers head coach Greg Schiano said","About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish I",28.94326717,4.227037907
"About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish I would have seen this guy before.","About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish I would have seen this guy before.",0,wish,wish,none,"About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I","About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish","About the then relatively unknown Turner , Rutgers head coach Greg Schiano said , "" I wish I would have seen this",16.71092623,8.150259018
"Turner said , "" I didn 't know that my leash was that short in the first place , to be honest.","Turner said , "" I didn 't know that my leash was that short in the first place , to be honest.",0,say,said,none,Turner,Turner said,"Turner said , "" I didn 't",45.45069045,5.717030525
"Turner said , "" I didn 't know that my leash was that short in the first place , to be honest.","Turner said , "" I didn 't know my leash was that short in the first place , to be honest.",0,know,know,that,"Turner said , "" I didn 't","Turner said , "" I didn 't know","Turner said , "" I didn 't know my leash was that short",37.70102435,2.395612597
I didn 't think it would come to this.,I didn 't think it would come to this.,0,think,think,none,I didn 't,I didn 't think,I didn 't think it would come to this.,15.26108414,4.750229836
I guess I should have.,I guess I should have.,0,guess,guess,none,I,I guess,I guess I should have.,16.52997589,8.252303123
"Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I think I 'd go with the veteran quarterback.","Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I think I 'd go with the veteran quarterback.",0,say,said,none,Head coach Friedgen,Head coach Friedgen said,"Head coach Friedgen said , "" If I had",33.0084275,4.56565094
"Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I think I 'd go with the veteran quarterback.","Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I think I 'd go with the veteran quarterback.",0,think,think,none,"Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I","Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I think","Head coach Friedgen said , "" If I had to choose between a veteran offensive line and an inexperienced quarterback , or an inexperienced line with a veteran quarterback , I think I 'd go with the",25.41273147,6.666133702
"Turner said , "" Mentally , I am way further ahead than where I was last year.","Turner said , "" Mentally , I am way further ahead than where I was last year.",0,say,said,none,Turner,Turner said,"Turner said , "" Mentally , I",48.31124431,5.717030525
"Offensive coordinator Franklin said , "" You look at him , he was kind of mushy last year.","Offensive coordinator Franklin said , "" You look at him , he was kind of mushy last year.",0,say,said,none,Offensive coordinator Franklin,Offensive coordinator Franklin said,"Offensive coordinator Franklin said , "" You look at",37.43074852,10.31138802
"In June 2009 , Turner stated that he wanted to leave a "" legacy "" at Maryland in his final season.","In June 2009 , Turner stated he wanted to leave a "" legacy "" at Maryland in his final season.",0,state,stated,that,"In June 2009 , Turner","In June 2009 , Turner stated","In June 2009 , Turner stated he wanted to leave a",22.09912437,11.45812416
"Prior to his senior year , Jeff Barker of The Baltimore Sun noted that Turner 's strengths were "" poise , smarts , [ and ] toughness , "" while he had room for improvement in arm strength and mobility.","Prior to his senior year , Jeff Barker of The Baltimore Sun noted Turner 's strengths were "" poise , smarts , [ and ] toughness , "" while he had room for improvement in arm strength and mobility.",0,note,noted,that,"Prior to his senior year , Jeff Barker of The Baltimore Sun","Prior to his senior year , Jeff Barker of The Baltimore Sun noted","Prior to his senior year , Jeff Barker of The Baltimore Sun noted Turner 's strengths were """,45.55684872,6.827814579
"Barker said , "" He 's a bit streaky — he calls himself a ' rhythm ' passer … But he doesn 't quit when things go poorly.","Barker said , "" He 's a bit streaky — he calls himself a ' rhythm ' passer … But he doesn 't quit when things go poorly.",0,say,said,none,Barker,Barker said,"Barker said , "" He 's a",39.39753217,4.193907738
"He has made light of his own lack of quickness by saying that he runs a "" flat 5 @.@ 0 "" -second 40 @-@ yard dash.","He has made light of his own lack of quickness by saying he runs a "" flat 5 @.@ 0 "" -second 40 @-@ yard dash.",0,say,saying,that,He has made light of his own lack of quickness by,He has made light of his own lack of quickness by saying,"He has made light of his own lack of quickness by saying he runs a "" flat",41.54718488,4.913325787
"Maryland head coach Ralph Friedgen said "" He 's pretty go @-@ with @-@ the @-@ flow.","Maryland head coach Ralph Friedgen said "" He 's pretty go @-@ with @-@ the @-@ flow.",0,say,said,none,Maryland head coach Ralph Friedgen,Maryland head coach Ralph Friedgen said,"Maryland head coach Ralph Friedgen said "" He 's pretty go",58.10158393,4.051422387
""" The Baltimore Sun wrote that he "" seems to play his best when it counts — and his worst when it doesn 't.",""" The Baltimore Sun wrote he "" seems to play his best when it counts — and his worst when it doesn 't.",0,write,wrote,that,""" The Baltimore Sun",""" The Baltimore Sun wrote",""" The Baltimore Sun wrote he "" seems to play",39.16851366,8.63475132
""" Regarding the 2008 summer practices , offensive coordinator James Franklin said Turner ranked in the middle compared with Jordan Steffy and Josh Portis in terms of completion percentage , fewest interceptions , and "" explosive "" plays that gained 16 yards or more.",""" Regarding the 2008 summer practices , offensive coordinator James Franklin said Turner ranked in the middle compared with Jordan Steffy and Josh Portis in terms of completion percentage , fewest interceptions , and "" explosive "" plays that gained 16 yards or more.",0,say,said,none,""" Regarding the 2008 summer practices , offensive coordinator James Franklin",""" Regarding the 2008 summer practices , offensive coordinator James Franklin said",""" Regarding the 2008 summer practices , offensive coordinator James Franklin said Turner ranked in the middle",39.49165019,2.320513487
Turner conceded that Steffy was a better game @-@ planner during practices.,Turner conceded Steffy was a better game @-@ planner during practices.,0,concede,conceded,that,Turner,Turner conceded,Turner conceded Steffy was a better game,49.88264036,14.56513882
"Head coach Ralph Friedgen who had offered critical or subdued assessments of Turners ' practice , said his intensity grew after losing the starting position to Steffy prior to the 2008 season.","Head coach Ralph Friedgen who had offered critical or subdued assessments of Turners ' practice , said his intensity grew after losing the starting position to Steffy prior to the 2008 season.",0,say,said,none,"Head coach Ralph Friedgen who had offered critical or subdued assessments of Turners ' practice ,","Head coach Ralph Friedgen who had offered critical or subdued assessments of Turners ' practice , said","Head coach Ralph Friedgen who had offered critical or subdued assessments of Turners ' practice , said his intensity grew after losing",41.70710921,2.660461187
"Turner said , "" It lit a fire in me in the sense that I had to be ready.","Turner said , "" It lit a fire in me in the sense that I had to be ready.",0,say,said,none,Turner,Turner said,"Turner said , "" It lit a",41.69654149,5.717030525
"He would say , ' Guys , are you ready to score again ? Are you ready to run the ball on these guys ? ' And we 're like , ' Yeah , let 's do that.","He would say , ' Guys , are you ready to score again ? Are you ready to run the ball on these guys ? ' And we 're like , ' Yeah , let 's do that.",0,say,say,none,He would,He would say,"He would say , ' Guys , are",39.60414362,6.72244215
"Turner had previously considered volunteering for the presidential campaign of Barack Obama , which he said probably annoyed his conservative father , John Turner.","Turner had previously considered volunteering for the presidential campaign of Barack Obama , which he said probably annoyed his conservative father , John Turner.",0,say,said,none,"Turner had previously considered volunteering for the presidential campaign of Barack Obama , which he","Turner had previously considered volunteering for the presidential campaign of Barack Obama , which he said","Turner had previously considered volunteering for the presidential campaign of Barack Obama , which he said probably annoyed his conservative father",45.80412292,3.592539549
"Describing his experience during the internship , Turner said , "" It 's funny to compare how serious politics is and how serious football is.","Describing his experience during the internship , Turner said , "" It 's funny to compare how serious politics is and how serious football is.",0,say,said,none,"Describing his experience during the internship , Turner","Describing his experience during the internship , Turner said","Describing his experience during the internship , Turner said , "" It 's funny",37.17825934,1.597835779
"Turner said that , dependent upon the outcome of his football career , he would like to attend the 2010 World Cup in South Africa.","Turner said , dependent upon the outcome of his football career , he would like to attend the 2010 World Cup in South Africa.",0,say,said,that,Turner,Turner said,"Turner said , dependent upon the outcome",47.22349882,5.717030525
"A comedy was performed at the Elizabethan court in 1567 @-@ 8 with the title Jack and Jill and the phrase was used twice by Shakespeare : in A Midsummer Night 's Dream , which contains the line : "" Jack shall have Jill ; Nought shall go ill "" ( III : ii : 460 @-@ 2 ) and in Love 's Labour 's Lost , which has the lines : "" Our wooing doth not end like an old play ; Jack hath not Jill "" ( V : ii : 874 – 5 ) , suggesting that it was a phrase that indicated a romantically attached couple , as in the proverb "" A good Jack makes a good Jill "".","A comedy was performed at the Elizabethan court in 1567 @-@ 8 with the title Jack and Jill and the phrase was used twice by Shakespeare : in A Midsummer Night 's Dream , which contains the line : "" Jack shall have Jill ; Nought shall go ill "" ( III : ii : 460 @-@ 2 ) and in Love 's Labour 's Lost , which has the lines : "" Our wooing doth not end like an old play ; Jack hath not Jill "" ( V : ii : 874 – 5 ) , suggesting it was a phrase that indicated a romantically attached couple , as in the proverb "" A good Jack makes a good Jill "".",0,suggest,suggesting,that,"A comedy was performed at the Elizabethan court in 1567 @-@ 8 with the title Jack and Jill and the phrase was used twice by Shakespeare : in A Midsummer Night 's Dream , which contains the line : "" Jack shall have Jill ; Nought shall go ill "" ( III : ii : 460 @-@ 2 ) and in Love 's Labour 's Lost , which has the lines : "" Our wooing doth not end like an old play ; Jack hath not Jill "" ( V : ii : 874 – 5 ) ,","A comedy was performed at the Elizabethan court in 1567 @-@ 8 with the title Jack and Jill and the phrase was used twice by Shakespeare : in A Midsummer Night 's Dream , which contains the line : "" Jack shall have Jill ; Nought shall go ill "" ( III : ii : 460 @-@ 2 ) and in Love 's Labour 's Lost , which has the lines : "" Our wooing doth not end like an old play ; Jack hath not Jill "" ( V : ii : 874 – 5 ) , suggesting","A comedy was performed at the Elizabethan court in 1567 @-@ 8 with the title Jack and Jill and the phrase was used twice by Shakespeare : in A Midsummer Night 's Dream , which contains the line : "" Jack shall have Jill ; Nought shall go ill "" ( III : ii : 460 @-@ 2 ) and in Love 's Labour 's Lost , which has the lines : "" Our wooing doth not end like an old play ; Jack hath not Jill "" ( V : ii : 874 – 5 ) , suggesting it was a phrase that",23.87316465,11.51528454
"The rhyming of "" water "" with "" after "" , was taken by Iona and Peter Opie to suggest that the first verse may date from the first half of the 17th century.","The rhyming of "" water "" with "" after "" , was taken by Iona and Peter Opie to suggest the first verse may date from the first half of the 17th century.",0,suggest,suggest,that,"The rhyming of "" water "" with "" after "" , was taken by Iona and Peter Opie to","The rhyming of "" water "" with "" after "" , was taken by Iona and Peter Opie to suggest","The rhyming of "" water "" with "" after "" , was taken by Iona and Peter Opie to suggest the first verse may date",34.04190707,6.11508894
"These include the suggestion by S. Baring @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century Prose Edda Gylfaginning written by Icelandic historian Snorri Sturluson , who stated that in Norse mythology , Hjúki and Bil , brother and sister ( respectively ) , were taken up from the earth by the moon ( personified as the god Máni ) as they were fetching water from the well called Byrgir , bearing on their shoulders the cask called Saegr and the pole called Simul.","These include the suggestion by S. Baring @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century Prose Edda Gylfaginning written by Icelandic historian Snorri Sturluson , who stated in Norse mythology , Hjúki and Bil , brother and sister ( respectively ) , were taken up from the earth by the moon ( personified as the god Máni ) as they were fetching water from the well called Byrgir , bearing on their shoulders the cask called Saegr and the pole called Simul.",0,state,stated,that,"These include the suggestion by S. Baring @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century Prose Edda Gylfaginning written by Icelandic historian Snorri Sturluson , who","These include the suggestion by S. Baring @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century Prose Edda Gylfaginning written by Icelandic historian Snorri Sturluson , who stated","These include the suggestion by S. Baring @-@ Gould in the 19th century that the events were a version of the story told in the 13th @-@ century Prose Edda Gylfaginning written by Icelandic historian Snorri Sturluson , who stated in Norse mythology , Hjúki",65.97334886,7.633594513
"Around 1835 John Bellenden Ker suggested that Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to indicate that Jack represented Cardinal Wolsey ( c.1471 – 1530 ) ; and Jill was Bishop Tarbes , who negotiated the marriage of Mary Tudor to the French king in 1514.","Around 1835 John Bellenden Ker suggested Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to indicate that Jack represented Cardinal Wolsey ( c.1471 – 1530 ) ; and Jill was Bishop Tarbes , who negotiated the marriage of Mary Tudor to the French king in 1514.",0,suggest,suggested,that,Around 1835 John Bellenden Ker,Around 1835 John Bellenden Ker suggested,Around 1835 John Bellenden Ker suggested Jack and Jill were two,38.32471514,23.11662294
"Around 1835 John Bellenden Ker suggested that Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to indicate that Jack represented Cardinal Wolsey ( c.1471 – 1530 ) ; and Jill was Bishop Tarbes , who negotiated the marriage of Mary Tudor to the French king in 1514.","Around 1835 John Bellenden Ker suggested that Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to indicate Jack represented Cardinal Wolsey ( c.1471 – 1530 ) ; and Jill was Bishop Tarbes , who negotiated the marriage of Mary Tudor to the French king in 1514.",0,indicate,indicate,that,"Around 1835 John Bellenden Ker suggested that Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to","Around 1835 John Bellenden Ker suggested that Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to indicate","Around 1835 John Bellenden Ker suggested that Jack and Jill were two priests , and this was enlarged by Katherine Elwes in 1930 to indicate Jack represented Cardinal Wolsey (",47.77546024,8.622457504
It has also been suggested that the rhyme records the attempt by King Charles I to reform the taxes on liquid measures.,It has also been suggested the rhyme records the attempt by King Charles I to reform the taxes on liquid measures.,0,suggest,suggested,that,It has also been,It has also been suggested,It has also been suggested the rhyme records the attempt,59.36697423,3.080612898
"This meant that he still received more tax , despite Parliament 's veto.","This meant he still received more tax , despite Parliament 's veto.",0,mean,meant,that,This,This meant,This meant he still received more tax,40.5209856,15.42067432
"In a 1999 interview , Nesbitt said , "" I had the necessary in my head , but I just couldn 't be bothered.","In a 1999 interview , Nesbitt said , "" I had the necessary in my head , but I just couldn 't be bothered.",0,say,said,none,"In a 1999 interview , Nesbitt","In a 1999 interview , Nesbitt said","In a 1999 interview , Nesbitt said , "" I had the",26.33091491,2.262155533
"His father suggested that he should move to England if he wanted to continue acting , so Nesbitt enrolled at the Central School of Speech and Drama ( CSSD ) , part of University of London.","His father suggested he should move to England if he wanted to continue acting , so Nesbitt enrolled at the Central School of Speech and Drama ( CSSD ) , part of University of London.",0,suggest,suggested,that,His father,His father suggested,His father suggested he should move to England,19.80283368,10.87322664
"Roger Malone in The Stage and Television Today wrote that Nesbitt "" steals the show with the best lines and best delivery as he laconically squares up to life with an easy contentment "".","Roger Malone in The Stage and Television Today wrote Nesbitt "" steals the show with the best lines and best delivery as he laconically squares up to life with an easy contentment "".",0,write,wrote,that,Roger Malone in The Stage and Television Today,Roger Malone in The Stage and Television Today wrote,"Roger Malone in The Stage and Television Today wrote Nesbitt "" steals the show",59.47641953,11.77960777
"He recalled that the play received "" shocking "" reviews , but was exciting.","He recalled the play received "" shocking "" reviews , but was exciting.",0,recall,recalled,that,He,He recalled,"He recalled the play received "" shocking",56.55134726,12.93625259
"A New York Times critic wrote , "" the jaunty , bemused Mr. Nesbitt , manages to combine soulfulness with sly humor "".","A New York Times critic wrote , "" the jaunty , bemused Mr. Nesbitt , manages to combine soulfulness with sly humor "".",0,write,wrote,that,A New York Times critic,A New York Times critic wrote,"A New York Times critic wrote , "" the jaunty ,",52.83832439,5.442559719
"The praise he received made him self @-@ assured and complacent ; in 2001 , he recalled , "" When I did Hear My Song , I disappeared so far up my own arse afterwards.","The praise he received made him self @-@ assured and complacent ; in 2001 , he recalled , "" When I did Hear My Song , I disappeared so far up my own arse afterwards.",0,recall,recalled,none,"The praise he received made him self @-@ assured and complacent ; in 2001 , he","The praise he received made him self @-@ assured and complacent ; in 2001 , he recalled","The praise he received made him self @-@ assured and complacent ; in 2001 , he recalled , "" When I did",24.01633859,11.89059985
"I thought , ' Oh , that 's it , I 've cracked it.","I thought , ' Oh , that 's it , I 've cracked it.",0,think,thought,none,I,I thought,"I thought , ' Oh , that",37.60944939,7.448469639
"' And I 'm glad that happened , because you then find out how expendable actors are.","' And I 'm glad that happened , because you then find out how expendable actors are.",1,find,find,other,"' And I 'm glad that happened , because you then","' And I 'm glad that happened , because you then find","' And I 'm glad that happened , because you then find out how expendable actors are.",45.3804009,8.990434647
"A Guardian journalist wrote that "" he showed himself to be a generous supporting actor "" in Jude and Sarajevo.","A Guardian journalist wrote "" he showed himself to be a generous supporting actor "" in Jude and Sarajevo.",0,write,wrote,that,A Guardian journalist,A Guardian journalist wrote,"A Guardian journalist wrote "" he showed himself to",42.8454417,8.28649807
