sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
They claimed that those who agreed to take part in the experiment would be brought to a higher evolutionary level.,They claimed those who agreed to take part in the experiment would be brought to a higher evolutionary level.,0,claim,claimed,that,They,They claimed,They claimed those who agreed to take,27.95143265,9.908254623
"Applewhite believed in the ancient astronaut hypothesis , which claimed that extraterrestrials had visited humanity in the past and placed humans on Earth and would return to collect a select few.","Applewhite believed in the ancient astronaut hypothesis , which claimed extraterrestrials had visited humanity in the past and placed humans on Earth and would return to collect a select few.",0,claim,claimed,that,"Applewhite believed in the ancient astronaut hypothesis , which","Applewhite believed in the ancient astronaut hypothesis , which claimed","Applewhite believed in the ancient astronaut hypothesis , which claimed extraterrestrials had visited humanity in",30.16528855,6.647819996
He often discussed extraterrestrials using phrases from Star Trek and stated that aliens communicated with him through the show.,He often discussed extraterrestrials using phrases from Star Trek and stated aliens communicated with him through the show.,0,state,stated,that,He often discussed extraterrestrials using phrases from Star Trek and,He often discussed extraterrestrials using phrases from Star Trek and stated,He often discussed extraterrestrials using phrases from Star Trek and stated aliens communicated with him through,31.44302212,13.98201942
"Balch and Taylor state that Applewhite and Nettles eschewed pressure tactics , seeking only devoted followers.","Balch and Taylor state Applewhite and Nettles eschewed pressure tactics , seeking only devoted followers.",0,state,state,that,Balch and Taylor,Balch and Taylor state,Balch and Taylor state Applewhite and Nettles eschewed pressure,77.5805282,13.61885738
"Applewhite thought that his followers would reach a higher level of being , changing like a caterpillar becoming a butterfly ; this example was used in almost all of their early literature.","Applewhite thought his followers would reach a higher level of being , changing like a caterpillar becoming a butterfly ; this example was used in almost all of their early literature.",0,think,thought,that,Applewhite,Applewhite thought,Applewhite thought his followers would reach a,35.64836621,11.65566349
""" He emphasized to his early followers that he was not speaking metaphorically , often using the words "" biology "" and "" chemistry "" in his statements.",""" He emphasized to his early followers he was not speaking metaphorically , often using the words "" biology "" and "" chemistry "" in his statements.",4,emphasize,emphasized,that,""" He",""" He emphasized",""" He emphasized to his early followers he was not speaking metaphorically",59.41291468,13.31026173
Applewhite believed that complete separation from Earthly desires was a prerequisite of ascension to the Next Level and emphasized passages in the New Testament in which Jesus spoke about forsaking worldly attachments.,Applewhite believed complete separation from Earthly desires was a prerequisite of ascension to the Next Level and emphasized passages in the New Testament in which Jesus spoke about forsaking worldly attachments.,0,believe,believed,that,Applewhite,Applewhite believed,Applewhite believed complete separation from Earthly desires,63.26030993,12.61408806
"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized that his followers were spiritual children.","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated these names emphasized that his followers were spiritual children.",0,state,stated,that,"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated these names emphasized that his",37.33665263,9.049345016
"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized that his followers were spiritual children.","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized his followers were spiritual children.",0,emphasize,emphasized,that,"Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized","Applewhite and Nettles soon told them to adopt two @-@ syllable names that ended in "" ody "" and had three consonants in the first syllable , such as Rkkody , Jmmody , and Lvvody ; Applewhite stated that these names emphasized his followers were spiritual children.",53.85335779,13.51371574
"Applewhite and Nettles feared that they would be assassinated , and taught their followers that their deaths would be similar to those of the two witnesses of the Book of Revelation.","Applewhite and Nettles feared they would be assassinated , and taught their followers that their deaths would be similar to those of the two witnesses of the Book of Revelation.",0,fear,feared,that,Applewhite and Nettles,Applewhite and Nettles feared,"Applewhite and Nettles feared they would be assassinated ,",29.56814098,14.16284573
"Applewhite and Nettles feared that they would be assassinated , and taught their followers that their deaths would be similar to those of the two witnesses of the Book of Revelation.","Applewhite and Nettles feared that they would be assassinated , and taught their followers their deaths would be similar to those of the two witnesses of the Book of Revelation.",2,teach,taught,that,"Applewhite and Nettles feared that they would be assassinated , and","Applewhite and Nettles feared that they would be assassinated , and taught","Applewhite and Nettles feared that they would be assassinated , and taught their followers their deaths would be similar",43.47893023,15.8894006
Balch and Taylor believe that Applewhite 's prison experience and early rejection by audiences contributed to this fear.,Balch and Taylor believe Applewhite 's prison experience and early rejection by audiences contributed to this fear.,0,believe,believe,that,Balch and Taylor,Balch and Taylor believe,Balch and Taylor believe Applewhite 's prison experience and,68.57050276,10.85746002
Applewhite and Nettles later explained to their followers that the former 's treatment by the press was a form of assassination and had fulfilled their prophecy.,Applewhite and Nettles later explained to their followers the former 's treatment by the press was a form of assassination and had fulfilled their prophecy.,3,explain,explained,that,Applewhite and Nettles later,Applewhite and Nettles later explained,Applewhite and Nettles later explained to their followers the former 's treatment by,73.58521509,8.631798267
"By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated that these were meaningless names.","By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated these were meaningless names.",0,state,stated,that,"By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite","By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated","By early 1976 , Applewhite and Nettles had settled on the names "" Do "" and "" Ti "" ; Applewhite stated these were meaningless names.",28.67293113,8.965870857
Nettles later announced that the visit had been cancelled.,Nettles later announced the visit had been cancelled.,0,announce,announced,that,Nettles later,Nettles later announced,Nettles later announced the visit had been cancelled.,25.75237912,6.909166813
"Increasingly , they emphasized that they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.","Increasingly , they emphasized they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.",0,emphasize,emphasized,that,"Increasingly , they","Increasingly , they emphasized","Increasingly , they emphasized they were the only source",28.30329418,14.56989098
"Increasingly , they emphasized that they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.","Increasingly , they emphasized that they were the only source of truth — the idea that members could receive individual revelations was rejected in an attempt to prevent schisms.",0,emphasize,emphasized,none,"Increasingly , they","Increasingly , they emphasized","Increasingly , they emphasized that they were the only",17.63725495,14.56989098
"Applewhite also sought to prevent close friendships among his followers , fearing that this could lead to insubordination.","Applewhite also sought to prevent close friendships among his followers , fearing this could lead to insubordination.",0,fear,fearing,that,"Applewhite also sought to prevent close friendships among his followers ,","Applewhite also sought to prevent close friendships among his followers , fearing","Applewhite also sought to prevent close friendships among his followers , fearing this could lead to insubordination.",30.12019836,10.63338852
"Applewhite and Nettles insisted that their followers practice what they referred to as "" flexibility "" : strict obedience to their often shifting requests.","Applewhite and Nettles insisted their followers practice what they referred to as "" flexibility "" : strict obedience to their often shifting requests.",0,insist,insisted,that,Applewhite and Nettles,Applewhite and Nettles insisted,Applewhite and Nettles insisted their followers practice what they,38.53942281,12.18350995
"In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting that many of his disciples seemed to enjoy their service.","In his 2000 study of the group , Winston Davis states Applewhite mastered the "" fine art of religious entertainment "" , noting that many of his disciples seemed to enjoy their service.",0,state,states,that,"In his 2000 study of the group , Winston Davis","In his 2000 study of the group , Winston Davis states","In his 2000 study of the group , Winston Davis states Applewhite mastered the "" fine",67.8499583,8.314777374
"In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting that many of his disciples seemed to enjoy their service.","In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting many of his disciples seemed to enjoy their service.",0,note,noting,that,"In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" ,","In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting","In his 2000 study of the group , Winston Davis states that Applewhite mastered the "" fine art of religious entertainment "" , noting many of his disciples seemed",31.27098584,6.958929539
"He emphasized that students were free to disobey if they chose , in what Lalich dubs the "" illusion of choice "".","He emphasized students were free to disobey if they chose , in what Lalich dubs the "" illusion of choice "".",0,emphasize,emphasized,that,He,He emphasized,He emphasized students were free to disobey,36.76977905,12.84553337
"Lifton states that Applewhite wanted "" quality over quantity "" in his followers , although he occasionally spoke about gaining many converts.","Lifton states Applewhite wanted "" quality over quantity "" in his followers , although he occasionally spoke about gaining many converts.",0,state,states,that,Lifton,Lifton states,"Lifton states Applewhite wanted "" quality over",73.44949913,12.42092609
They were only allowed short stays and were instructed to tell their families that they were studying computers at a monastery.,They were only allowed short stays and were instructed to tell their families they were studying computers at a monastery.,2,tell,tell,that,They were only allowed short stays and were instructed to,They were only allowed short stays and were instructed to tell,They were only allowed short stays and were instructed to tell their families they were studying computers at,41.78254753,8.97449398
These vacations were intended to placate families by demonstrating that the disciples remained with the group of their own accord.,These vacations were intended to placate families by demonstrating the disciples remained with the group of their own accord.,0,demonstrate,demonstrating,that,These vacations were intended to placate families by,These vacations were intended to placate families by demonstrating,These vacations were intended to placate families by demonstrating the disciples remained with the,40.20104861,9.658727646
"Applewhite told their followers that she had "" traveled to the Next Level "" because she had "" too much energy to remain on Earth "" , abandoning her body to make the journey.","Applewhite told their followers she had "" traveled to the Next Level "" because she had "" too much energy to remain on Earth "" , abandoning her body to make the journey.",2,tell,told,that,Applewhite,Applewhite told,"Applewhite told their followers she had "" traveled to",56.36214161,8.590794563
"He claimed that Nettles still communicated with him , but he suffered from a crisis of faith.","He claimed Nettles still communicated with him , but he suffered from a crisis of faith.",0,claim,claimed,that,He,He claimed,He claimed Nettles still communicated with him,51.21597618,9.167614937
"Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt that she occupied "" a higher spiritual role "" than he did.","Applewhite told his followers he had been left behind by Nettles because he still had more to learn — he felt that she occupied "" a higher spiritual role "" than he did.",2,tell,told,that,Applewhite,Applewhite told,Applewhite told his followers he had been left behind,35.73327661,8.590794563
"Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt that she occupied "" a higher spiritual role "" than he did.","Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt she occupied "" a higher spiritual role "" than he did.",0,feel,felt,that,Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he,Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt,"Applewhite told his followers that he had been left behind by Nettles because he still had more to learn — he felt she occupied "" a higher",51.53015375,8.187699318
"Applewhite began to emphasize a strict hierarchy , teaching that his students needed his guidance , as he needed the guidance of the Next Level.","Applewhite began to emphasize a strict hierarchy , teaching his students needed his guidance , as he needed the guidance of the Next Level.",0,teach,teaching,that,"Applewhite began to emphasize a strict hierarchy ,","Applewhite began to emphasize a strict hierarchy , teaching","Applewhite began to emphasize a strict hierarchy , teaching his students needed his guidance",37.56920099,12.24186325
Zeller notes that this naturally ensured that there would be no possibility of the group 's continuing if Applewhite were to die.,Zeller notes this naturally ensured that there would be no possibility of the group 's continuing if Applewhite were to die.,0,note,notes,that,Zeller,Zeller notes,Zeller notes this naturally ensured that there,47.94727731,10.83690548
Zeller states that the group 's previous focus on individual choice was replaced with an emphasis on Applewhite 's role as a mediator.,Zeller states the group 's previous focus on individual choice was replaced with an emphasis on Applewhite 's role as a mediator.,0,state,states,that,Zeller,Zeller states,Zeller states the group 's previous focus,48.79643631,11.80828476
"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say that the ascension could be spiritual.","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say that the ascension could be spiritual.",0,teach,taught,that,"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught the group would physically ascend",41.49137843,9.383942604
"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say that the ascension could be spiritual.","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say the ascension could be spiritual.",0,say,say,that,"After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say","After Nettles ' death , Applewhite also altered his view of ascension : previously , he had taught that the group would physically ascend from the Earth and that death caused reincarnation , but her death - which left behind an unchanged , corporeal body - forced him to say the ascension could be spiritual.",33.40788324,7.590414638
"Applewhite believed that once they reached the Next Level , they would facilitate evolution on other planets.","Applewhite believed once they reached the Next Level , they would facilitate evolution on other planets.",0,believe,believed,that,Applewhite,Applewhite believed,Applewhite believed once they reached the Next,42.84122717,12.61408806
"He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.",0,believe,believed,none,"He emphasized that Jesus , whom he","He emphasized that Jesus , whom he believed","He emphasized that Jesus , whom he believed was an extraterrestrial , came",33.54095803,4.801000118
"He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.",0,believe,believed,none,"He emphasized that Jesus , whom he","He emphasized that Jesus , whom he believed","He emphasized that Jesus , whom he believed was an extraterrestrial , came",33.54095803,4.801000118
"He emphasized that Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.","He emphasized Jesus , whom he believed was an extraterrestrial , came to Earth , was killed , and bodily rose from the dead before being transported onto a spaceship.",0,emphasize,emphasized,that,He,He emphasized,"He emphasized Jesus , whom he believed",38.28436029,12.84553337
"Applewhite then decided that there was an opportunity for humans to reach the Next Level "" every two millennia "" , and the early 1990s would therefore provide the first opportunity to reach the Kingdom of Heaven since the time of Jesus.","Applewhite then decided there was an opportunity for humans to reach the Next Level "" every two millennia "" , and the early 1990s would therefore provide the first opportunity to reach the Kingdom of Heaven since the time of Jesus.",0,decide,decided,that,Applewhite then,Applewhite then decided,Applewhite then decided there was an opportunity for,20.1499638,7.818124294
Zeller notes that his beliefs were based on the Christian Bible but were interpreted through the lens of belief in alien contact with humanity.,Zeller notes his beliefs were based on the Christian Bible but were interpreted through the lens of belief in alien contact with humanity.,0,note,notes,that,Zeller,Zeller notes,Zeller notes his beliefs were based on,27.97278243,10.83690548
"Applewhite taught that he was a walk @-@ in , a concept that had gained popularity in the New Age movement during the late 1970s.","Applewhite taught he was a walk @-@ in , a concept that had gained popularity in the New Age movement during the late 1970s.",0,teach,taught,that,Applewhite,Applewhite taught,Applewhite taught he was a walk @-@,67.62865329,14.57215881
"This concept informed Applewhite 's view of resurrection : he believed that his group 's souls were to be transported to a spaceship , where they would enter other bodies.","This concept informed Applewhite 's view of resurrection : he believed his group 's souls were to be transported to a spaceship , where they would enter other bodies.",0,believe,believed,that,This concept informed Applewhite 's view of resurrection : he,This concept informed Applewhite 's view of resurrection : he believed,This concept informed Applewhite 's view of resurrection : he believed his group 's souls were,40.40075234,4.091331959
"This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes that the group 's teachings had "" Christian elements [ that ] were basically grafted on to a New Age matrix "".","This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes the group 's teachings had "" Christian elements [ that ] were basically grafted on to a New Age matrix "".",0,write,writes,that,This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis,This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes,This dualism may have been the product of the Christology that Applewhite learned as a young man ; Lewis writes the group 's teachings had,53.36418408,7.730341733
"In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes that his theology departs from Gnosticism by privileging the physical world.","In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes his theology departs from Gnosticism by privileging the physical world.",0,note,notes,that,"In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters","In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes","In a profile of the group for Newsweek , Kenneth Woodward compares his dualism to that of ancient Christian Gnosticism , although Peters notes his theology departs from Gnosticism",36.31540246,4.952045918
"One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying that they were infiltrators.","One member who joined in the mid @-@ 1980s recalled Applewhite avoided new converts , worrying that they were infiltrators.",0,recall,recalled,that,One member who joined in the mid @-@ 1980s,One member who joined in the mid @-@ 1980s recalled,"One member who joined in the mid @-@ 1980s recalled Applewhite avoided new converts ,",78.91755033,15.64380741
"One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying that they were infiltrators.","One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying they were infiltrators.",0,worry,worrying,that,"One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts ,","One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying","One member who joined in the mid @-@ 1980s recalled that Applewhite avoided new converts , worrying they were infiltrators.",26.89103293,13.33966064
"In accordance with the garden metaphor , he stated that the Earth would be "" spaded under "".","In accordance with the garden metaphor , he stated the Earth would be "" spaded under "".",0,state,stated,that,"In accordance with the garden metaphor , he","In accordance with the garden metaphor , he stated","In accordance with the garden metaphor , he stated the Earth would be """,26.86898911,10.52937984
Woodward notes that Applewhite 's teaching about the Earth 's recycling is similar to the cyclical perspective of time found in Buddhism.,Woodward notes Applewhite 's teaching about the Earth 's recycling is similar to the cyclical perspective of time found in Buddhism.,0,note,notes,that,Woodward,Woodward notes,Woodward notes Applewhite 's teaching about the,68.42256522,10.05526161
"Applewhite also utilized New Age concepts , but he differed from that movement by predicting that apocalyptic , rather than utopian , changes would soon occur on Earth.","Applewhite also utilized New Age concepts , but he differed from that movement by predicting apocalyptic , rather than utopian , changes would soon occur on Earth.",0,predict,predicting,that,"Applewhite also utilized New Age concepts , but he differed from that movement by","Applewhite also utilized New Age concepts , but he differed from that movement by predicting","Applewhite also utilized New Age concepts , but he differed from that movement by predicting apocalyptic , rather than utopian",41.1815963,11.78006077
"In addition , he stated that there were evil extraterrestrials , whom he referred to as "" Luciferians "" , who sought to thwart his mission.","In addition , he stated there were evil extraterrestrials , whom he referred to as "" Luciferians "" , who sought to thwart his mission.",0,state,stated,that,"In addition , he","In addition , he stated","In addition , he stated there were evil extraterrestrials ,",46.66595682,7.181990147
He argued that many prominent moral teachers and advocates of political correctness were actually Luciferians.,He argued many prominent moral teachers and advocates of political correctness were actually Luciferians.,0,argue,argued,that,He,He argued,He argued many prominent moral teachers and,49.9399507,11.36615276
"In the late 1980s , the group kept a low profile ; few people knew it still existed.","In the late 1980s , the group kept a low profile ; few people knew it still existed.",0,know,knew,none,"In the late 1980s , the group kept a low profile ; few people","In the late 1980s , the group kept a low profile ; few people knew","In the late 1980s , the group kept a low profile ; few people knew it still existed.",16.94644645,1.407569051
"He explained that everything "" human "" had to be forsaken , including the human body , before one could ascend.","He explained everything "" human "" had to be forsaken , including the human body , before one could ascend.",0,explain,explained,that,He,He explained,"He explained everything "" human "" had",55.75795078,10.91567421
Davis speculates that this rejection may have encouraged him to attempt to leave Earth.,Davis speculates this rejection may have encouraged him to attempt to leave Earth.,0,speculate,speculates,that,Davis,Davis speculates,Davis speculates this rejection may have encouraged,41.06394958,17.04852091
"This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared that he had cancer.","This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared he had cancer.",0,fear,feared,that,"This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point ,","This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared","This proved to be a difficult endeavor , particularly for the aging Applewhite : he was in poor health and , at one point , feared he had cancer.",11.21138997,12.26643869
Lifton notes that Applewhite 's active leadership of the group probably led to severe fatigue in his last years.,Lifton notes Applewhite 's active leadership of the group probably led to severe fatigue in his last years.,0,note,notes,that,Lifton,Lifton notes,Lifton notes Applewhite 's active leadership of,66.12683082,11.29586792
"In Applewhite 's view , sexuality was one of the most powerful forces that bound humans to their bodies and thus hindered their efforts to evolve to the Next Level ; he taught that Next Level beings had no reproductive organs but that Luciferian beings had genders.","In Applewhite 's view , sexuality was one of the most powerful forces that bound humans to their bodies and thus hindered their efforts to evolve to the Next Level ; he taught Next Level beings had no reproductive organs but that Luciferian beings had genders.",0,teach,taught,that,"In Applewhite 's view , sexuality was one of the most powerful forces that bound humans to their bodies and thus hindered their efforts to evolve to the Next Level ; he","In Applewhite 's view , sexuality was one of the most powerful forces that bound humans to their bodies and thus hindered their efforts to evolve to the Next Level ; he taught","In Applewhite 's view , sexuality was one of the most powerful forces that bound humans to their bodies and thus hindered their efforts to evolve to the Next Level ; he taught Next Level beings had no",50.79445893,11.2582922
He also cited a verse in the New Testament that said there would not be marriage in heaven.,He also cited a verse in the New Testament that said there would not be marriage in heaven.,0,say,said,none,He also cited a verse in the New Testament that,He also cited a verse in the New Testament that said,He also cited a verse in the New Testament that said there would not be marriage,25.9258001,4.095235348
"Applewhite now believed that Nettles was aboard a spaceship trailing the comet , and that she planned to rendezvous with them.","Applewhite now believed Nettles was aboard a spaceship trailing the comet , and that she planned to rendezvous with them.",0,believe,believed,that,Applewhite now,Applewhite now believed,Applewhite now believed Nettles was aboard a spaceship,47.75356233,12.95473289
"He told his followers that the vessel would transport them to an empyrean destination , and that there was a government conspiracy to suppress word of the craft.","He told his followers the vessel would transport them to an empyrean destination , and that there was a government conspiracy to suppress word of the craft.",2,tell,told,that,He,He told,He told his followers the vessel would transport them,45.98707867,7.462757587
"In addition , he stated that his deceased followers would be taken by the vessel as well , a belief that resembled the Christian pretribulation rapture doctrine.","In addition , he stated his deceased followers would be taken by the vessel as well , a belief that resembled the Christian pretribulation rapture doctrine.",0,state,stated,that,"In addition , he","In addition , he stated","In addition , he stated his deceased followers would be",42.0532949,7.181990147
It is not known how he learned of the comet or why he believed that it was accompanied by extraterrestrials or why he should have believed the dead Nettles would be with them.,It is not known how he learned of the comet or why he believed that it was accompanied by extraterrestrials or why he should have believed the dead Nettles would be with them.,0,know,known,other,It is not,It is not known,It is not known how he learned of the,21.36170024,4.477454185
It is not known how he learned of the comet or why he believed that it was accompanied by extraterrestrials or why he should have believed the dead Nettles would be with them.,It is not known how he learned of the comet or why he believed it was accompanied by extraterrestrials or why he should have believed the dead Nettles would be with them.,0,believe,believed,that,It is not known how he learned of the comet or why he,It is not known how he learned of the comet or why he believed,It is not known how he learned of the comet or why he believed it was accompanied by extraterrestrials,26.93125311,6.503411055
It is not known how he learned of the comet or why he believed that it was accompanied by extraterrestrials or why he should have believed the dead Nettles would be with them.,It is not known how he learned of the comet or why he believed that it was accompanied by extraterrestrials or why he should have believed the dead Nettles would be with them.,0,believe,believed,none,It is not known how he learned of the comet or why he,It is not known how he learned of the comet or why he believed,It is not known how he learned of the comet or why he believed that it was accompanied by,17.19886873,6.503411055
"Applewhite recorded a video shortly before his death , in which he termed the suicides the "" Final exit "" of the group and remarked , "" We do in all honesty hate this world "".","Applewhite recorded a video shortly before his death , in which he termed the suicides the "" Final exit "" of the group and remarked , "" We do in all honesty hate this world "".",0,remark,remarked,none,"Applewhite recorded a video shortly before his death , in which he termed the suicides the "" Final exit "" of the group and","Applewhite recorded a video shortly before his death , in which he termed the suicides the "" Final exit "" of the group and remarked","Applewhite recorded a video shortly before his death , in which he termed the suicides the "" Final exit "" of the group and remarked , "" We do in",34.04536769,8.57596159
Lewis speculates that Applewhite settled on suicide because he had said that the group would ascend during his lifetime and thus appointing a successor was unfeasible.,Lewis speculates Applewhite settled on suicide because he had said that the group would ascend during his lifetime and thus appointing a successor was unfeasible.,0,speculate,speculates,that,Lewis,Lewis speculates,Lewis speculates Applewhite settled on suicide because,72.25317907,19.28133315
Lewis speculates that Applewhite settled on suicide because he had said that the group would ascend during his lifetime and thus appointing a successor was unfeasible.,Lewis speculates that Applewhite settled on suicide because he had said the group would ascend during his lifetime and thus appointing a successor was unfeasible.,0,say,said,that,Lewis speculates that Applewhite settled on suicide because he had,Lewis speculates that Applewhite settled on suicide because he had said,Lewis speculates that Applewhite settled on suicide because he had said the group would ascend during,43.26749969,9.598490715
"Medical examiners determined that his fears of cancer had been unfounded , but that he suffered from coronary atherosclerosis.","Medical examiners determined his fears of cancer had been unfounded , but that he suffered from coronary atherosclerosis.",0,determine,determined,that,Medical examiners,Medical examiners determined,Medical examiners determined his fears of cancer had,34.34933376,9.219706535
"Although many popular commentators , including psychologist Margaret Singer , speculate that Applewhite brainwashed his followers , many academics have rejected the "" brainwashing "" label as an oversimplification that does not express the nuances of the process by which the followers were influenced.","Although many popular commentators , including psychologist Margaret Singer , speculate Applewhite brainwashed his followers , many academics have rejected the "" brainwashing "" label as an oversimplification that does not express the nuances of the process by which the followers were influenced.",0,speculate,speculate,that,"Although many popular commentators , including psychologist Margaret Singer ,","Although many popular commentators , including psychologist Margaret Singer , speculate","Although many popular commentators , including psychologist Margaret Singer , speculate Applewhite brainwashed his followers ,",70.48071623,10.40337658
"Lalich speculates that they were willing to follow Applewhite in suicide because they had become totally dependent upon him , and hence were poorly suited for life in his absence.","Lalich speculates they were willing to follow Applewhite in suicide because they had become totally dependent upon him , and hence were poorly suited for life in his absence.",0,speculate,speculates,that,Lalich,Lalich speculates,Lalich speculates they were willing to follow,34.71702288,18.10166684
"Applewhite 's students had made a long @-@ term commitment to him , and Balch and Taylor infer that this is why his interpretations of events appeared coherent to them.","Applewhite 's students had made a long @-@ term commitment to him , and Balch and Taylor infer this is why his interpretations of events appeared coherent to them.",0,infer,infer,that,"Applewhite 's students had made a long @-@ term commitment to him , and Balch and Taylor","Applewhite 's students had made a long @-@ term commitment to him , and Balch and Taylor infer","Applewhite 's students had made a long @-@ term commitment to him , and Balch and Taylor infer this is why his interpretations",38.22565913,19.24651861
