sentence,pseudo_that,verb,comp_type
"In public debate he has stated that if "" somebody borrowed the quote without going to check back on whether Mark Twain had said that , obviously that would be a serious charge "" ; however , he insisted emphatically that he himself did not do that , that he had indeed checked the original source by Twain.","In public debate he has stated if "" somebody borrowed the quote without going to check back on whether Mark Twain had said that , obviously that would be a serious charge "" ; however , he insisted emphatically that he himself did not do that , that he had indeed checked the original source by Twain.",state,that
"In public debate he has stated that if "" somebody borrowed the quote without going to check back on whether Mark Twain had said that , obviously that would be a serious charge "" ; however , he insisted emphatically that he himself did not do that , that he had indeed checked the original source by Twain.","In public debate he has stated that if "" somebody borrowed the quote without going to check back on whether Mark Twain had said that , obviously that would be a serious charge "" ; however , he insisted emphatically he himself did not do that , that he had indeed checked the original source by Twain.",insist,that
"Asserting that he did consult the original sources , Dershowitz said Finkelstein is simply accusing him of good scholarly practice : citing references he learned of initially from Peters 's book.","Asserting he did consult the original sources , Dershowitz said Finkelstein is simply accusing him of good scholarly practice : citing references he learned of initially from Peters 's book.",assert,that
"Asserting that he did consult the original sources , Dershowitz said Finkelstein is simply accusing him of good scholarly practice : citing references he learned of initially from Peters 's book.","Asserting that he did consult the original sources , Dershowitz said Finkelstein is simply accusing him of good scholarly practice : citing references he learned of initially from Peters 's book.",say,none
""" Plagiarism is taking someone else 's words and claiming they 're your own.",""" Plagiarism is taking someone else 's words and claiming they 're your own.",claim,none
"In their joint interview on Democracy Now , however , Finkelstein cited specific passages in Dershowitz 's book in which a phrase that he says Peters coined was incorrectly attributed to George Orwell :.","In their joint interview on Democracy Now , however , Finkelstein cited specific passages in Dershowitz 's book in which a phrase that he says Peters coined was incorrectly attributed to George Orwell :.",say,none
""" [ Peters ] coins the phrase , ' turnspeak ' , she says she 's using it as a play off of George Orwell which as all listeners know used the phrase ' Newspeak.",""" [ Peters ] coins the phrase , ' turnspeak ' , she says she 's using it as a play off of George Orwell which as all listeners know used the phrase ' Newspeak.",say,none
"' Turnspeak ' is not Orwell , Mr. Dershowitz , you 're the Felix Frankfurter chair at Harvard , you must know that Orwell would never use such a clunky phrase as ' turnspeak ' "".","' Turnspeak ' is not Orwell , Mr. Dershowitz , you 're the Felix Frankfurter chair at Harvard , you must know Orwell would never use such a clunky phrase as ' turnspeak ' "".",know,that
"Cockburn 's claim is that some of the quotes should not have been cited to their original sources but rather to a secondary source , where he believes I stumbled upon them.","Cockburn 's claim is that some of the quotes should not have been cited to their original sources but rather to a secondary source , where he believes I stumbled upon them.",believe,none
"Quoting The Chicago Manual of Style , Dershowitz artfully implies that he followed the rules by citing "" the original "" as opposed to the secondary source , Peters.","Quoting The Chicago Manual of Style , Dershowitz artfully implies he followed the rules by citing "" the original "" as opposed to the secondary source , Peters.",imply,that
"So Chicago is clearly insisting that unless Dershowitz went to the originals , he was obliged to cite Peters.","So Chicago is clearly insisting unless Dershowitz went to the originals , he was obliged to cite Peters.",insist,that
Finkelstein has conclusively demonstrated that he didn 't go to the originals.,Finkelstein has conclusively demonstrated he didn 't go to the originals.,demonstrate,that
"In an April 3 , 2007 interview with the Harvard Crimson , "" Dershowitz confirmed that he had sent a letter last September to DePaul faculty members lobbying against Finkelstein 's tenure.","In an April 3 , 2007 interview with the Harvard Crimson , "" Dershowitz confirmed he had sent a letter last September to DePaul faculty members lobbying against Finkelstein 's tenure.",confirm,that
"In an interview given for the film American Radical : The Trials of Norman Finkelstein in 2009 , Dershowitz said of Finkelstein : "" I don 't think he is a Jew.","In an interview given for the film American Radical : The Trials of Norman Finkelstein in 2009 , Dershowitz said of Finkelstein : "" I don 't think he is a Jew.",say,none
"In an interview given for the film American Radical : The Trials of Norman Finkelstein in 2009 , Dershowitz said of Finkelstein : "" I don 't think he is a Jew.","In an interview given for the film American Radical : The Trials of Norman Finkelstein in 2009 , Dershowitz said of Finkelstein : "" I don 't think he is a Jew.",think,none
"Also in 2006 , the Washington Post noted "" the ADL repeatedly accused "" Norman Finkelstein of being a "" Holocaust denier "" and that "" These charges have proved baseless.","Also in 2006 , the Washington Post noted "" the ADL repeatedly accused "" Norman Finkelstein of being a "" Holocaust denier "" and that "" These charges have proved baseless.",note,none
"Suchar stated he opposed tenure because Finkelstein 's "" personal and reputation demeaning attacks on Dershowitz , Benny Morris , and the holocaust authors Elie Wiesel and Jerzy Kosinski "" were inconsistent with DePaul 's "" Vincentian "" values ; as examples of the latter , Suchar argued that Finkelstein lacked respect for "" the dignity of the individual "" and for "" the rights of others to hold and express different intellectual positions "".","Suchar stated he opposed tenure because Finkelstein 's "" personal and reputation demeaning attacks on Dershowitz , Benny Morris , and the holocaust authors Elie Wiesel and Jerzy Kosinski "" were inconsistent with DePaul 's "" Vincentian "" values ; as examples of the latter , Suchar argued that Finkelstein lacked respect for "" the dignity of the individual "" and for "" the rights of others to hold and express different intellectual positions "".",state,none
"Suchar stated he opposed tenure because Finkelstein 's "" personal and reputation demeaning attacks on Dershowitz , Benny Morris , and the holocaust authors Elie Wiesel and Jerzy Kosinski "" were inconsistent with DePaul 's "" Vincentian "" values ; as examples of the latter , Suchar argued that Finkelstein lacked respect for "" the dignity of the individual "" and for "" the rights of others to hold and express different intellectual positions "".","Suchar stated he opposed tenure because Finkelstein 's "" personal and reputation demeaning attacks on Dershowitz , Benny Morris , and the holocaust authors Elie Wiesel and Jerzy Kosinski "" were inconsistent with DePaul 's "" Vincentian "" values ; as examples of the latter , Suchar argued Finkelstein lacked respect for "" the dignity of the individual "" and for "" the rights of others to hold and express different intellectual positions "".",argue,that
"The university denied that Dershowitz , who had been criticized for his campaign against Finkelstein 's tenure , played any part in this decision.","The university denied Dershowitz , who had been criticized for his campaign against Finkelstein 's tenure , played any part in this decision.",deny,that
Finkelstein stated that he would engage in civil disobedience if attempts were made to bar him from teaching his students.,Finkelstein stated he would engage in civil disobedience if attempts were made to bar him from teaching his students.,state,that
"The Faculty Council later affirmed the right of Professors Finkelstein and Larudee to appeal , which a university lawyer said was not possible.","The Faculty Council later affirmed the right of Professors Finkelstein and Larudee to appeal , which a university lawyer said was not possible.",say,none
"Council President Anne Bartlett said she was "" ' terribly concerned ' correct procedure was not followed "".","Council President Anne Bartlett said she was "" ' terribly concerned ' correct procedure was not followed "".",say,none
"Dershowitz expressed outrage at the compromise and this statement in particular , saying that the university had "" traded truth for peace "".","Dershowitz expressed outrage at the compromise and this statement in particular , saying the university had "" traded truth for peace "".",say,that
"The Illinois Conference of the American Association of University Professors also sent a letter to the university 's president stating : "" It is entirely illegitimate for a university to deny tenure to a professor out of fear that his published research ... might hurt a college 's reputation "" and that the association has "" explicitly rejected collegiality as an appropriate criterion for evaluating faculty members "".","The Illinois Conference of the American Association of University Professors also sent a letter to the university 's president stating : "" It is entirely illegitimate for a university to deny tenure to a professor out of fear his published research ... might hurt a college 's reputation "" and that the association has "" explicitly rejected collegiality as an appropriate criterion for evaluating faculty members "".",deny,that
"In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".","In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".",claim,none
"In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".","In a 2014 interview , professor Matthew Abraham , author of Out of Bounds : Academic Freedom and the Question of Palestine , described the Finkelstein tenure case as "" one of the most significant academic freedom cases in the last fifty years "" , claiming the case demonstrated "" the substantial pressure outside parties can place on a mid @-@ tier religious institution when the perspectives advanced by a controversial scholar threaten dominant interests "".",demonstrate,none
"In an interview with Haaretz , Finkelstein stated "" I did my best to provide absolutely candid and comprehensive answers to all the questions put to me.","In an interview with Haaretz , Finkelstein stated "" I did my best to provide absolutely candid and comprehensive answers to all the questions put to me.",state,none
""" He had been travelling to visit friends in the West Bank and stated he had no interest in visiting Israel.",""" He had been travelling to visit friends in the West Bank and stated he had no interest in visiting Israel.",state,none
"Sfard said banning Finkelstein from entering the country "" recalls the behavior of the Soviet bloc countries "".","Sfard said banning Finkelstein from entering the country "" recalls the behavior of the Soviet bloc countries "".",say,none
"According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say that his place in the whole history of writing history is assured , and that those who in the end are proven right triumph , and he will be among those who will have triumphed , albeit , it so seems , at great cost.","According to Raul Hilberg , Finkelstein displays "" academic courage to speak the truth when no one else is out there to support him ... I would say his place in the whole history of writing history is assured , and that those who in the end are proven right triumph , and he will be among those who will have triumphed , albeit , it so seems , at great cost.",say,that
""" In a peer review for Beyond Chutzpah , Avi Shlaim said that Finkelstein "" has a most impressive track record in exposing spurious American @-@ Jewish scholarship on the Arab @-@ Israeli conflict.",""" In a peer review for Beyond Chutzpah , Avi Shlaim said Finkelstein "" has a most impressive track record in exposing spurious American @-@ Jewish scholarship on the Arab @-@ Israeli conflict.",say,that
Sara Roy stated that her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,Sara Roy stated her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,state,that
Sara Roy stated that her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,Sara Roy stated her shared experience with Finkelstein as a child of Holocaust survivors engaged in research on the Palestinian @-@ Israeli conflict gave her a unique position to comment.,state,that
"The Israeli newspaper , Haaretz , stated that "" [ i ] t is difficult to sympathize with Finkelstein 's opinions and preferences , especially since he decided to support Hezbollah , meet with its fighters and visit the graves of some of its slain operatives.","The Israeli newspaper , Haaretz , stated "" [ i ] t is difficult to sympathize with Finkelstein 's opinions and preferences , especially since he decided to support Hezbollah , meet with its fighters and visit the graves of some of its slain operatives.",state,that
""" Still , it continued to say that he should not be banned from entering Israel , because "" meetings with Hezbollah operatives do not in themselves constitute a security risk "".",""" Still , it continued to say he should not be banned from entering Israel , because "" meetings with Hezbollah operatives do not in themselves constitute a security risk "".",say,that
"Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed his scholarship has "" everything to do with his burning political agenda "".","Daniel Goldhagen , whose book Hitler 's Willing Executioners Finkelstein criticized , claimed his scholarship has "" everything to do with his burning political agenda "".",claim,none
"Alan Dershowitz has written that Peter Novick , Professor of History at the University of Chicago and a noted Holocaust historian whose work Finkelstein says inspired The Holocaust Industry , has strongly criticized the latter 's work , describing it as "" trash "".","Alan Dershowitz has written Peter Novick , Professor of History at the University of Chicago and a noted Holocaust historian whose work Finkelstein says inspired The Holocaust Industry , has strongly criticized the latter 's work , describing it as "" trash "".",write,that
"Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing that Finkelstein has leveled charges against many academics , calling at least 10 "" distinguished Jews ' hucksters ' , ' hoaxters ' ( sic ) , ' thieves ' , ' extortionists ' , and worse.","Chomsky selects the target and directs Finkelstein to probe the writings in minute detail and conclude that the writer didn 't actually write the work , that it is plagiarized , that it is a hoax and a fraud , "" arguing Finkelstein has leveled charges against many academics , calling at least 10 "" distinguished Jews ' hucksters ' , ' hoaxters ' ( sic ) , ' thieves ' , ' extortionists ' , and worse.",argue,that
""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained that "" the real issue is Israel 's human rights record.",""" Although the back and forth between Finkelstein and Dershowitz received the most attention and attracted significant controversy , Finkelstein has maintained "" the real issue is Israel 's human rights record.",maintain,that
"Finkelstein says that Goldberg admits to personally sending prisoners to the zinzana , which he says has been repeatedly condemned as torture in human rights reports.","Finkelstein says Goldberg admits to personally sending prisoners to the zinzana , which he says has been repeatedly condemned as torture in human rights reports.",say,that
""" Goldberg said his "" principal role "" was "" making sure prisoners had fresh fruit.",""" Goldberg said his "" principal role "" was "" making sure prisoners had fresh fruit.",say,none
"Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated that Finkelstein 's critique of Israel "" is based on an amazing amount of research.","Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated Finkelstein 's critique of Israel "" is based on an amazing amount of research.",state,that
"I think Israel , as a number of commentators pointed out , is becoming an insane state.","Discussing Finkelstein 's book Beyond Chutzpah , Israeli historian Avi Shlaim stated Finkelstein 's critique of Israel "" is based on an amazing amount of research.",think,that
"I think Israel , as a number of commentators pointed out , is becoming an insane state.","I think Israel , as a number of commentators pointed out , is becoming an insane state.",think,none
"That said , sometimes I feel that Israel has come out of the boils ( sic ) of the hell , a satanic state.","That said , sometimes I feel Israel has come out of the boils ( sic ) of the hell , a satanic state.",feel,that
""" On being called an anti @-@ Zionist Finkelstein has said : "" It 's a superficial term.",""" On being called an anti @-@ Zionist Finkelstein has said : "" It 's a superficial term.",say,none
"Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging that Israel had invaded Lebanon as a signal of rejection when Hamas was seeking a diplomatic settlement with Israel.","Finkelstein has expressed solidarity with Hezbollah and Hamas with respect to defensive actions , alleging Israel had invaded Lebanon as a signal of rejection when Hamas was seeking a diplomatic settlement with Israel.",allege,that
"I have no problem saying that I do want to express solidarity with them , and I am not going to be a coward of ( sic ) a hypocrite about it.","I have no problem saying I do want to express solidarity with them , and I am not going to be a coward of ( sic ) a hypocrite about it.",say,that
"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.",state,none
"While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.","While condemning the targeting of civilians to achieve a political goal , Finkelstein has stated he believes Hezbollah has the right to target Israeli civilians as long as "" Israel persists in targeting [ Lebanese ] civilians until Israel ceases its terrorist acts.",believe,none
Finkelstein claims that an equivalence exists between Hamas and the state of Israel in regards to the military policy of targeted killings during the Second Intifada.,Finkelstein claims an equivalence exists between Hamas and the state of Israel in regards to the military policy of targeted killings during the Second Intifada.,claim,that
"According to Finkelstein "" the record shows that Israel has routinely targeted civilians for killing "" and "" Israel indiscriminately kills civilians "".","According to Finkelstein "" the record shows Israel has routinely targeted civilians for killing "" and "" Israel indiscriminately kills civilians "".",show,that
"Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.","Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.",argue,none
"Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling that it wanted a diplomatic settlement of the conflict along the June 1967 border.","Finkelstein argued one of Israel 's primary motivations for launching the 2008 offensive in Gaza was that Hamas was "" signaling it wanted a diplomatic settlement of the conflict along the June 1967 border.",signal,that
""" Finkelstein believes Hamas had joined the international community in "" seeking a diplomatic settlement "" and describes Hamas 's stance towards Israel prior to the war as a "" peace offensive.",""" Finkelstein believes Hamas had joined the international community in "" seeking a diplomatic settlement "" and describes Hamas 's stance towards Israel prior to the war as a "" peace offensive.",believe,none
"Finkelstein stated that "" I think the solidarity movement has the right tactics.","Finkelstein stated "" I think the solidarity movement has the right tactics.",state,that
"Finkelstein stated that "" I think the solidarity movement has the right tactics.","Finkelstein stated that "" I think the solidarity movement has the right tactics.",think,none
But I said it will never reach a broad public until and unless they are explicit on their goal.,But I said it will never reach a broad public until and unless they are explicit on their goal.,say,none
""" Elsewhere , he has stated that he supports a "" lowercase "" BDS , making the same point about tactics and goals.",""" Elsewhere , he has stated he supports a "" lowercase "" BDS , making the same point about tactics and goals.",state,that
"In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.","In February 2012 , The Jewish Chronicle in England stated Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.",state,that
"In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.","In February 2012 , The Jewish Chronicle in England stated that Finkelstein "" launched a blistering attack "" on the BDS movement , saying it was a "" hypocritical , dishonest cult "" , "" [ l ] ike the Munchkin cult in Oz , "" that tries to cleverly pose as human rights activists while in reality their goal is to destroy Israel.",say,none
"Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.","Finkelstein stated the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.",state,that
"Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend that they are hugely successful when in reality the general public rejects their extreme views.","Finkelstein stated that the BDS movement has had very few successes , and that just like a cult , the leaders pretend they are hugely successful when in reality the general public rejects their extreme views.",pretend,that
"You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says , "" We look forward to two states : a Palestinian state alongside Israel and at peace with its neighbors.","You read the last sentence of the 2004 International Court of Justice opinion on the wall that Israel has been building in the West Bank , and the last sentence says , "" We look forward to two states : a Palestinian state alongside Israel and at peace with its neighbors.",say,none
"It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.","It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.",know,none
"It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.","It becomes — and I know it 's a strong word , and I hope I won 't be faulted for it , but it becomes historically criminal , because there was a time where whatever we said , it made no difference.",hope,none
"2012 : Knowing Too Much : Why the American Jewish Romance with Israel is Coming to an End , OR Books , New York ( 2012 ) ISBN 978 @-@ 1 @-@ 935928 @-@ 77 @-@ 5.","2012 : Knowing Too Much : Why the American Jewish Romance with Israel is Coming to an End , OR Books , New York ( 2012 ) ISBN 978 @-@ 1 @-@ 935928 @-@ 77 @-@ 5.",know,none
"American mycologist Smith noted that the eggs are often slow to open , sometimes taking up to two weeks before the stalk expands.","American mycologist Smith noted the eggs are often slow to open , sometimes taking up to two weeks before the stalk expands.",note,that
"A 1982 study revealed that spores of species in the Phallaceae family , including Mutinus elegans , have a hilar scar ( 0 @.@ 2 – 0 @.@ 3 µm diameter ) that is observable with scanning electron microscopy.","A 1982 study revealed spores of species in the Phallaceae family , including Mutinus elegans , have a hilar scar ( 0 @.@ 2 – 0 @.@ 3 µm diameter ) that is observable with scanning electron microscopy.",reveal,that
"One field guides notes that the eggs of the stinkhorn fungi "" taste like the seasonings that are added to them.","One field guides notes the eggs of the stinkhorn fungi "" taste like the seasonings that are added to them.",note,that
"A study of 32 basidiomycete mushrooms showed that Mutinus elegans was the only species to show antibiotic ( both antibacterial and antifungal ) activity against all six microorganisms tested , namely , the human pathogenic bacteris Bacillus cereus , Bacillus subtilis , Staphylococcus aureus , Escherichia coli , Salmonella typhimurium and the yeast Candida albicans.","A study of 32 basidiomycete mushrooms showed Mutinus elegans was the only species to show antibiotic ( both antibacterial and antifungal ) activity against all six microorganisms tested , namely , the human pathogenic bacteris Bacillus cereus , Bacillus subtilis , Staphylococcus aureus , Escherichia coli , Salmonella typhimurium and the yeast Candida albicans.",show,that
"Author and former Oxford rower George Drinkwater suggested that this year 's Cambridge crew , along with the Oxford crew which rowed in the 1897 race , "" stand in a class by themselves among University crews.","Author and former Oxford rower George Drinkwater suggested this year 's Cambridge crew , along with the Oxford crew which rowed in the 1897 race , "" stand in a class by themselves among University crews.",suggest,that
"The Commandments appear in the earliest Church writings ; the Catechism states that they have "" occupied a predominant place "" in teaching the faith since the time of Augustine of Hippo ( AD 354 – 430 ).","The Commandments appear in the earliest Church writings ; the Catechism states they have "" occupied a predominant place "" in teaching the faith since the time of Augustine of Hippo ( AD 354 – 430 ).",state,that
"The Church had no official standards for religious instruction until the Fourth Lateran Council in 1215 ; evidence suggests the Commandments were used in Christian education in the early Church and throughout the Middle Ages , but with inconsistent emphasis.","The Church had no official standards for religious instruction until the Fourth Lateran Council in 1215 ; evidence suggests the Commandments were used in Christian education in the early Church and throughout the Middle Ages , but with inconsistent emphasis.",suggest,none
"Explaining Church teaching , Kreeft states , "" The Commandments are to the moral order what the creation story in Genesis 1 is to the natural order.","Explaining Church teaching , Kreeft states , "" The Commandments are to the moral order what the creation story in Genesis 1 is to the natural order.",state,none
""" The Church teaches that Jesus freed people from keeping "" the burdensome Jewish law ( Torah or Mosaic Law ) with its 613 distinct regulations [ but ] not from the obligation to keep the Ten Commandments "" , because the Ten "" were written ' with the finger of God ' , unlike [ those ] written by Moses "".",""" The Church teaches Jesus freed people from keeping "" the burdensome Jewish law ( Torah or Mosaic Law ) with its 613 distinct regulations [ but ] not from the obligation to keep the Ten Commandments "" , because the Ten "" were written ' with the finger of God ' , unlike [ those ] written by Moses "".",teach,that
"Although it is uncertain what role the Ten Commandments played in early Christian worship , evidence suggests they were recited during some services and used in Christian education.","Although it is uncertain what role the Ten Commandments played in early Christian worship , evidence suggests they were recited during some services and used in Christian education.",suggest,none
"The Protestant scholar Klaus Bockmuehl believes that the Church replaced the Commandments with lists of virtues and vices , such as the seven deadly sins , from 400 – 1200.","The Protestant scholar Klaus Bockmuehl believes the Church replaced the Commandments with lists of virtues and vices , such as the seven deadly sins , from 400 – 1200.",believe,that
Surviving evidence reveals that some bishops ' efforts to implement the Council 's resolutions included special emphasis on teaching the Commandments in their respective dioceses.,Surviving evidence reveals some bishops ' efforts to implement the Council 's resolutions included special emphasis on teaching the Commandments in their respective dioceses.,reveal,that
"Kreeft explains that the Church regards them as "" a path of life "" , and a "" path to freedom "" just as a schoolyard fence protects children from "" life @-@ threatening dangers "".","Kreeft explains the Church regards them as "" a path of life "" , and a "" path to freedom "" just as a schoolyard fence protects children from "" life @-@ threatening dangers "".",explain,that
"The first commandment , according to Church teaching , "" means that [ followers ] must worship and adore God alone because God is alone.","The first commandment , according to Church teaching , "" means [ followers ] must worship and adore God alone because God is alone.",mean,that
""" The Catechism explains that this prohibits idolatry , providing examples of forbidden practices such as the worship of any creature , and of "" ' demons ... power , pleasure , race , ancestors , the state [ and ] money ' "".",""" The Catechism explains this prohibits idolatry , providing examples of forbidden practices such as the worship of any creature , and of "" ' demons ... power , pleasure , race , ancestors , the state [ and ] money ' "".",explain,that
"Explaining this sentiment , Kreeft states that all sin "" serves some other god , obeys another commander : the world or the flesh or the devil "" , if God truly be loved then one will do what God wills.","Explaining this sentiment , Kreeft states all sin "" serves some other god , obeys another commander : the world or the flesh or the devil "" , if God truly be loved then one will do what God wills.",state,that
"Explaining this sentiment , Kreeft states that all sin "" serves some other god , obeys another commander : the world or the flesh or the devil "" , if God truly be loved then one will do what God wills.","Explaining this sentiment , Kreeft states that all sin "" serves some other god , obeys another commander : the world or the flesh or the devil "" , if God truly be loved then one will do what God wills.",state,none
"While Catholics are sometimes accused of worshiping images , in violation of the first commandment , the Church says this is a misunderstanding.","While Catholics are sometimes accused of worshiping images , in violation of the first commandment , the Church says this is a misunderstanding.",say,none
"At the Second Council of Nicaea in 787 , the ecumenical council determined that the veneration of icons and statues was not in violation of the commandment and stated "" whoever venerates an image venerates the person portrayed in it.","At the Second Council of Nicaea in 787 , the ecumenical council determined the veneration of icons and statues was not in violation of the commandment and stated "" whoever venerates an image venerates the person portrayed in it.",determine,that
"At the Second Council of Nicaea in 787 , the ecumenical council determined that the veneration of icons and statues was not in violation of the commandment and stated "" whoever venerates an image venerates the person portrayed in it.","At the Second Council of Nicaea in 787 , the ecumenical council determined that the veneration of icons and statues was not in violation of the commandment and stated "" whoever venerates an image venerates the person portrayed in it.",state,none
"It states that "" by becoming incarnate , the Son of God introduced a new economy of images "".","It states "" by becoming incarnate , the Son of God introduced a new economy of images "".",state,that
"They explain that today , idolatry expresses itself in the worship of other things , and list some as "" power , money , materialism and sports.","They explain today , idolatry expresses itself in the worship of other things , and list some as "" power , money , materialism and sports.",explain,that
Many ancient cultures believed that names were sacred ; some had prohibitions on when a person 's name could be spoken.,Many ancient cultures believed names were sacred ; some had prohibitions on when a person 's name could be spoken.,believe,that
"Since they did not believe that he was God , they considered this blasphemy , which under Mosaic law carries a death penalty.","Since they did not believe he was God , they considered this blasphemy , which under Mosaic law carries a death penalty.",believe,that
"Kreeft writes that all of the names by which God is known are holy , and thus all of those names are protected by the second commandment.","Kreeft writes all of the names by which God is known are holy , and thus all of those names are protected by the second commandment.",write,that
"The Catechism states , "" Respect for his name is an expression of the respect owed to the mystery of God himself and to the whole sacred reality it evokes.","The Catechism states , "" Respect for his name is an expression of the respect owed to the mystery of God himself and to the whole sacred reality it evokes.",state,none
"According to Pope Benedict XVI , when God revealed his name to Moses he established a relationship with mankind ; Benedict states that the Incarnation was the culmination of a process that "" had begun with the giving of the divine name.","According to Pope Benedict XVI , when God revealed his name to Moses he established a relationship with mankind ; Benedict states the Incarnation was the culmination of a process that "" had begun with the giving of the divine name.",state,that
""" Benedict elaborates that this means the divine name could be misused and that Jesus ' inclusion of "" hallowed be thy name "" is a plea for the sanctification of God 's name , to "" protect the wonderful mystery of his accessibility to us , and constantly assert his true identity as opposed to our distortion of it "".",""" Benedict elaborates that this means the divine name could be misused and that Jesus ' inclusion of "" hallowed be thy name "" is a plea for the sanctification of God 's name , to "" protect the wonderful mystery of his accessibility to us , and constantly assert his true identity as opposed to our distortion of it "".",mean,none
"Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains that to Israel , keeping this commandment was more than ritual ; it was a way to imitate God , who rested on the seventh day after the creation.","Quoting the Jewish rabbi and scholar Jacob Neusner , Pope Benedict XVI explains to Israel , keeping this commandment was more than ritual ; it was a way to imitate God , who rested on the seventh day after the creation.",explain,that
"Tertullian is the first to mention Sunday rest : "" We , however ( just as tradition has taught us ) , on the day of the Lord 's Resurrection ought to guard not only against kneeling , but every posture and office of solicitude , deferring even our businesses lest we give any place to the devil "" ( "" De orat.","Tertullian is the first to mention Sunday rest : "" We , however ( just as tradition has taught us ) , on the day of the Lord 's Resurrection ought to guard not only against kneeling , but every posture and office of solicitude , deferring even our businesses lest we give any place to the devil "" ( "" De orat.",mention,none
