sentence,pseudo_that,verb,comp_type
Cricket historian David Frith believed it is possible that the abrasive Australian captain Warwick Armstrong could have addressed sarcastic comments to Jardine but Wisden believed his slow approach cost him his century.,Cricket historian David Frith believed it is possible that the abrasive Australian captain Warwick Armstrong could have addressed sarcastic comments to Jardine but Wisden believed his slow approach cost him his century.,believe,none
"Nevertheless , Jack Fingleton later claimed that Jardine could have won over the crowd by exchanging jokes or pleasantries with them.","Nevertheless , Jack Fingleton later claimed Jardine could have won over the crowd by exchanging jokes or pleasantries with them.",claim,that
"During his third century at the start of the tour , during a period of abuse from the spectators , he observed to a sympathetic Hunter Hendry that "" All Australians are uneducated , and an unruly mob "".","During his third century at the start of the tour , during a period of abuse from the spectators , he observed to a sympathetic Hunter Hendry "" All Australians are uneducated , and an unruly mob "".",observe,that
"After the innings , when teammate Patsy Hendren remarked that the Australian crowds did not like Jardine , he replied "" It 's fucking mutual "".","After the innings , when teammate Patsy Hendren remarked the Australian crowds did not like Jardine , he replied "" It 's fucking mutual "".",remark,that
"After the innings , when teammate Patsy Hendren remarked that the Australian crowds did not like Jardine , he replied "" It 's fucking mutual "".","After the innings , when teammate Patsy Hendren remarked the Australian crowds did not like Jardine , he replied "" It 's fucking mutual "".",reply,that
"During the journey to Australia , some players reported that Jardine told them to hate the Australians in order to defeat them , while instructing them to refer to Bradman as "" the little bastard.","During the journey to Australia , some players reported Jardine told them to hate the Australians in order to defeat them , while instructing them to refer to Bradman as "" the little bastard.",report,that
"Bradman missed the first Test due to illness , although Jardine refused to believe this and thought the real reason was that the batsman had suffered a nervous breakdown due to his tactical scheme.","Bradman missed the first Test due to illness , although Jardine refused to believe this and thought the real reason was that the batsman had suffered a nervous breakdown due to his tactical scheme.",think,none
I know Tim could do it but I am not going to participate in actions that can only hurt the game.,I know Tim could do it but I am not going to participate in actions that can only hurt the game.,know,none
"Australia 's eventual victory was met by widespread public jubilation , as many believed that Australia had found a means of overcoming the tactics.","Australia 's eventual victory was met by widespread public jubilation , as many believed Australia had found a means of overcoming the tactics.",believe,that
"Jardine reacted by saying "" Well bowled , Harold.","Jardine reacted by saying "" Well bowled , Harold.",say,none
"Jardine wrote that Larwood had asked for the field , while Larwood said that it was Jardine 's decision.","Jardine wrote Larwood had asked for the field , while Larwood said that it was Jardine 's decision.",write,that
"Jardine wrote that Larwood had asked for the field , while Larwood said that it was Jardine 's decision.","Jardine wrote that Larwood had asked for the field , while Larwood said it was Jardine 's decision.",say,that
"Journalist – cricketer Dick Whitington wrote that Jardine 's actions were seen as "" an unforgivable crime in Australian eyes and certainly no part of cricket "".","Journalist – cricketer Dick Whitington wrote Jardine 's actions were seen as "" an unforgivable crime in Australian eyes and certainly no part of cricket "".",write,that
"Whitington noted that "" [ Umpire George ] Hele believes that had what followed occurred in Melbourne the crowd would have leapt the fence and belaboured the English captain , Larwood , and possibly the entire side "".","Whitington noted that "" [ Umpire George ] Hele believes that had what followed occurred in Melbourne the crowd would have leapt the fence and belaboured the English captain , Larwood , and possibly the entire side "".",believe,none
"Whitington noted that "" [ Umpire George ] Hele believes that had what followed occurred in Melbourne the crowd would have leapt the fence and belaboured the English captain , Larwood , and possibly the entire side "".","Whitington noted that "" [ Umpire George ] Hele believes that had what followed occurred in Melbourne the crowd would have leapt the fence and belaboured the English captain , Larwood , and possibly the entire side "".",believe,none
"It 's time some people got out of it "" , hinting that he might withdraw his team from competition in protest.","It 's time some people got out of it "" , hinting he might withdraw his team from competition in protest.",hint,that
Australia 's Leo O 'Brien later reported that Warner was close to tears following Woodfull 's rebuke.,Australia 's Leo O 'Brien later reported Warner was close to tears following Woodfull 's rebuke.,report,that
"( Bradman strenuously denied to his dying day that he had been responsible ; others , including Plum Warner , pointed the finger at Bradman 's team @-@ mate and journalist , Jack Fingleton.","( Bradman strenuously denied to his dying day he had been responsible ; others , including Plum Warner , pointed the finger at Bradman 's team @-@ mate and journalist , Jack Fingleton.",deny,that
"However , in his autobiography , Fingleton claimed that Sydney Sun reporter Claude Corbett had received the information from Bradman.","However , in his autobiography , Fingleton claimed Sydney Sun reporter Claude Corbett had received the information from Bradman.",claim,that
"Jardine however insisted his tactic was not designed to cause injury and that he was leading his team in a sportsmanlike and gentlemanly manner , arguing that it was up to the Australian batsmen to play their way out of trouble.","Jardine however insisted his tactic was not designed to cause injury and that he was leading his team in a sportsmanlike and gentlemanly manner , arguing that it was up to the Australian batsmen to play their way out of trouble.",insist,none
"Jardine however insisted his tactic was not designed to cause injury and that he was leading his team in a sportsmanlike and gentlemanly manner , arguing that it was up to the Australian batsmen to play their way out of trouble.","Jardine however insisted his tactic was not designed to cause injury and that he was leading his team in a sportsmanlike and gentlemanly manner , arguing it was up to the Australian batsmen to play their way out of trouble.",argue,that
"The English team continued to bowl bodyline in the remaining two Tests , but slower pitches meant the Australians , although frequently bruised , sustained no further serious injuries.","The English team continued to bowl bodyline in the remaining two Tests , but slower pitches meant the Australians , although frequently bruised , sustained no further serious injuries.",mean,none
"With Les Ames finding himself in difficulties , Jardine said , "" You get yourself down this end , Les.","With Les Ames finding himself in difficulties , Jardine said , "" You get yourself down this end , Les.",say,none
"Wisden also said that "" most of those watching it for the first time must have come to the conclusion that , while strictly within the law , it was not nice.","Wisden also said "" most of those watching it for the first time must have come to the conclusion that , while strictly within the law , it was not nice.",say,that
"However , there were occasions when the Australians felt that their hosts had crossed the mark with tactics resembling bodyline.","However , there were occasions when the Australians felt their hosts had crossed the mark with tactics resembling bodyline.",feel,that
"Woodfull told the Nottinghamshire administrators that , if Voce 's leg @-@ side bowling was repeated , his men would leave the field and return to London.","Woodfull told the Nottinghamshire administrators , if Voce 's leg @-@ side bowling was repeated , his men would leave the field and return to London.",tell,that
He further said that Australia would not return to the country in the future.,He further said Australia would not return to the country in the future.,say,that
Australia had previously and privately complained that some pacemen had strayed past the agreement in the Tests.,Australia had previously and privately complained some pacemen had strayed past the agreement in the Tests.,complain,that
"Although Jack Worrall claimed that he had invented the term "" bodyline "" , it is more likely that it was coined by Sydney journalist Hugh Buggy who worked for The Sun in 1932 , and who happened to be a colleague of Jack Fingleton.","Although Jack Worrall claimed he had invented the term "" bodyline "" , it is more likely that it was coined by Sydney journalist Hugh Buggy who worked for The Sun in 1932 , and who happened to be a colleague of Jack Fingleton.",claim,that
"Originally , the MCC hoped that captains would ensure that the game was played in the correct spirit , and passed a resolution that bodyline bowling would breach this spirit.","Originally , the MCC hoped captains would ensure that the game was played in the correct spirit , and passed a resolution that bodyline bowling would breach this spirit.",hope,that
"Many argued that it was a scourge on cricket and must be stamped out , while some did not see what all the fuss was about.","Many argued it was a scourge on cricket and must be stamped out , while some did not see what all the fuss was about.",argue,that
An Australian journalist reported that several business deals in Hong Kong and Shanghai were lost by Australians because of local reactions.,An Australian journalist reported several business deals in Hong Kong and Shanghai were lost by Australians because of local reactions.,report,that
"Although Hardy states that the Kaurna people did not live in the ranges themselves , they did live on the lower slopes.","Although Hardy states the Kaurna people did not live in the ranges themselves , they did live on the lower slopes.",state,that
"Adams states "" we were opposite the spot where the Eagle on the Hill now is , and the question was put , who would volunteer to go down the hillside to try for water "".","Adams states "" we were opposite the spot where the Eagle on the Hill now is , and the question was put , who would volunteer to go down the hillside to try for water "".",state,none
"In 1851 Francis Clark wrote that "" Waterfall Gully is the most picturesque place for a picnic that I have ever visited "" , and by the 1860s the area had become known throughout Adelaide.","In 1851 Francis Clark wrote "" Waterfall Gully is the most picturesque place for a picnic that I have ever visited "" , and by the 1860s the area had become known throughout Adelaide.",write,that
"She only said , "" My life is dreary ,.","She only said , "" My life is dreary ,.",say,none
"He cometh not , "" she said ;.","He cometh not , "" she said ;.",say,none
"She said , "" I am aweary , aweary ;.","She said , "" I am aweary , aweary ;.",say,none
"The poem ends with an altered version of the refrain , which serves to show that although she wishes her death she is still alive and , in the final moment , allows her to end the poem instead of allowing the poem to end her :.","The poem ends with an altered version of the refrain , which serves to show that although she wishes her death she is still alive and , in the final moment , allows her to end the poem instead of allowing the poem to end her :.",wish,none
"Then , said she , "" I am very dreary ,.","Then , said she , "" I am very dreary ,.",say,none
"He will not come , "" she said ;.","He will not come , "" she said ;.",say,none
"Jonathon Wearworth wrote in his early career , "" The poem [ Mariana ] is an outstanding insight into the primitive ideal that is Tennyson 's take on life in all its worthlessness.","Jonathon Wearworth wrote in his early career , "" The poem [ Mariana ] is an outstanding insight into the primitive ideal that is Tennyson 's take on life in all its worthlessness.",write,none
"In an early review in the 1831 Westminster Review , J. Fox praises the depiction of women within the whole of Poems , Chiefly Lyrics and says that Tennyson 's "" portraits are delicate , his likenesses [ ... ] perfect , and they have life , character , and individuality.","In an early review in the 1831 Westminster Review , J. Fox praises the depiction of women within the whole of Poems , Chiefly Lyrics and says Tennyson 's "" portraits are delicate , his likenesses [ ... ] perfect , and they have life , character , and individuality.",say,that
""" A review by a "" Professor Lyall "" in 1878 argues , "" As descriptive poetry , and for that feature of realistic description so characteristic of Tennyson 's muse , ' Mariana ' has , perhaps , not been surpassed even by him.",""" A review by a "" Professor Lyall "" in 1878 argues , "" As descriptive poetry , and for that feature of realistic description so characteristic of Tennyson 's muse , ' Mariana ' has , perhaps , not been surpassed even by him.",argue,none
"Later in 1972 , Christopher Ricks argues that the poem is "" one of Tennyson 's masterpieces in the art of the penultimate.","Later in 1972 , Christopher Ricks argues the poem is "" one of Tennyson 's masterpieces in the art of the penultimate.",argue,that
"Elaine Jordan argues , in her 1988 analysis of Tennyson 's works , that the poem 's depiction of "" self @-@ infolding [ ... ] is a negation which involves the drawing @-@ in of forces in order perhaps to assert the self differently.","Elaine Jordan argues , in her 1988 analysis of Tennyson 's works , that the poem 's depiction of "" self @-@ infolding [ ... ] is a negation which involves the drawing @-@ in of forces in order perhaps to assert the self differently.",argue,none
""" In 2002 , Ruth Glancy writes , "" In the last stanza , Mariana 's grip on the present is loosening , and Tennyson 's mastery of sound and images is evident ( even in this early poem ) in his description of the house that echoes her utter desolation "".",""" In 2002 , Ruth Glancy writes , "" In the last stanza , Mariana 's grip on the present is loosening , and Tennyson 's mastery of sound and images is evident ( even in this early poem ) in his description of the house that echoes her utter desolation "".",write,none
"The shots were a warning and , according to author John Luerssen , the incident made Bono realize that "" they didn 't care for their intrusion and they could kill them if they felt compelled.","The shots were a warning and , according to author John Luerssen , the incident made Bono realize "" they didn 't care for their intrusion and they could kill them if they felt compelled.",realize,that
"He remarked , "" People would just disappear.","He remarked , "" People would just disappear.",remark,none
"Lanois stated that the processing of Mullen 's beat , which resulted in a drone @-@ like sound , became the song 's backbone and personality.","Lanois stated the processing of Mullen 's beat , which resulted in a drone @-@ like sound , became the song 's backbone and personality.",state,that
"Colm O 'Hare of Hot Press felt it was "" the key sonic element "" because it "" [ evokes ] an abstract sense of evil and dread "".","Colm O 'Hare of Hot Press felt it was "" the key sonic element "" because it "" [ evokes ] an abstract sense of evil and dread "".",feel,none
"In December 1986 , Bono stated that he had a love – hate relationship with America , and that this influenced his work on the album.","In December 1986 , Bono stated he had a love – hate relationship with America , and that this influenced his work on the album.",state,that
"Speaking of his encounter with COMADRES in El Salvador and their impact on the song , he said , "" There 's no question in my mind of the Reagan Administration 's involvement in backing the regime that is committing these atrocities.","Speaking of his encounter with COMADRES in El Salvador and their impact on the song , he said , "" There 's no question in my mind of the Reagan Administration 's involvement in backing the regime that is committing these atrocities.",say,none
I doubt if the people of America are even aware of this.,I doubt if the people of America are even aware of this.,doubt,other
""" He said "" ' Mothers of the Disappeared ' was not just a reflection on what had happened under the military government in Chile but also at the US which had supported that government "" , and described Bono 's vocals as "" prehistoric "" , saying "" it connects with something very primitive.",""" He said "" ' Mothers of the Disappeared ' was not just a reflection on what had happened under the military government in Chile but also at the US which had supported that government "" , and described Bono 's vocals as "" prehistoric "" , saying "" it connects with something very primitive.",say,none
""" He said "" ' Mothers of the Disappeared ' was not just a reflection on what had happened under the military government in Chile but also at the US which had supported that government "" , and described Bono 's vocals as "" prehistoric "" , saying "" it connects with something very primitive.",""" He said "" ' Mothers of the Disappeared ' was not just a reflection on what had happened under the military government in Chile but also at the US which had supported that government "" , and described Bono 's vocals as "" prehistoric "" , saying "" it connects with something very primitive.",say,none
"Greg Garrett , an English professor at Baylor University , saw the song as an effort to "" [ respond ] to growing interests in doing justice — and calling to attention American failures in that regard "" , noting that the regimes in South America had been supported by the United States because of their anti @-@ communist positions , even though their tactics were in opposition to the democratic values that "" America claims to champion around the world "".","Greg Garrett , an English professor at Baylor University , saw the song as an effort to "" [ respond ] to growing interests in doing justice — and calling to attention American failures in that regard "" , noting the regimes in South America had been supported by the United States because of their anti @-@ communist positions , even though their tactics were in opposition to the democratic values that "" America claims to champion around the world "".",note,that
"U2 sang the refrain "" el pueblo vencerá "" , which means "" a people united will overcome "" in Spanish , at the conclusion of the song.","U2 sang the refrain "" el pueblo vencerá "" , which means "" a people united will overcome "" in Spanish , at the conclusion of the song.",mean,none
Bono noted that the Madres use the phrase for motivation.,Bono noted the Madres use the phrase for motivation.,note,that
"The Edge said "" we 're so close to a Spanish speaking part of the world , we felt that maybe people at the concert might pick up on this lyric.","The Edge said "" we 're so close to a Spanish speaking part of the world , we felt that maybe people at the concert might pick up on this lyric.",say,none
"The Edge said "" we 're so close to a Spanish speaking part of the world , we felt that maybe people at the concert might pick up on this lyric.","The Edge said "" we 're so close to a Spanish speaking part of the world , we felt maybe people at the concert might pick up on this lyric.",feel,that
""" Bono added that they had closed every concert since 1983 with the song "" 40 "" , and so they were looking to replace it with "" Mothers of the Disappeared "" from that point on.",""" Bono added they had closed every concert since 1983 with the song "" 40 "" , and so they were looking to replace it with "" Mothers of the Disappeared "" from that point on.",add,that
"He explained , "" If the people of Arizona sing this , and if it goes into the film and onto the record , wherever we go in a way for the next few years , that will be taken up again.","He explained , "" If the people of Arizona sing this , and if it goes into the film and onto the record , wherever we go in a way for the next few years , that will be taken up again.",explain,none
"Knowing that many people in the country would be watching , they played "" Mothers of the Disappeared "" in place of "" Wake Up Dead Man "".","Knowing many people in the country would be watching , they played "" Mothers of the Disappeared "" in place of "" Wake Up Dead Man "".",know,that
"Bono made a plea to Pinochet , asking him to "" tell these women where are the bones of their children.","Knowing many people in the country would be watching , they played "" Mothers of the Disappeared "" in place of "" Wake Up Dead Man "".",tell,that
"Nicholas Jennings of Maclean 's felt that it was The Joshua Tree 's "" most topical song "".","Nicholas Jennings of Maclean 's felt it was The Joshua Tree 's "" most topical song "".",feel,that
"Music journalist Andrew Mueller felt the track was a "" wilfully downbeat finale "".","Music journalist Andrew Mueller felt the track was a "" wilfully downbeat finale "".",feel,none
"In Rolling Stone , Steve Pond said "" ' Mothers of the Disappeared ' is built around desolate images of loss , but the setting is soothing and restorative — music of great sadness but also of unutterable compassion , acceptance and calm.","In Rolling Stone , Steve Pond said "" ' Mothers of the Disappeared ' is built around desolate images of loss , but the setting is soothing and restorative — music of great sadness but also of unutterable compassion , acceptance and calm.",say,none
""" Lennox Samuels of The Dallas Morning News stated that there was "" an ineffable sadness in Bono 's vocals and images where ' Night hangs like a prisoner / Stretched over black and blue ' "" , calling it "" a moving tribute "" to people around the world who had lost loved ones to warfare and conflict.",""" Lennox Samuels of The Dallas Morning News stated there was "" an ineffable sadness in Bono 's vocals and images where ' Night hangs like a prisoner / Stretched over black and blue ' "" , calling it "" a moving tribute "" to people around the world who had lost loved ones to warfare and conflict.",state,that
"He added "" [ w ] hat 's remarkable about the song is that despite the intrinsic pain , it remains eerily cleansing.","He added "" [ w ] hat 's remarkable about the song is that despite the intrinsic pain , it remains eerily cleansing.",add,none
"He added "" [ w ] hat 's remarkable about the song is that despite the intrinsic pain , it remains eerily cleansing.","He added "" [ w ] hat 's remarkable about the song is that despite the intrinsic pain , it remains eerily cleansing.",add,none
""" In 2006 Bono described it as "" a beautiful end to the album "" , saying , "" That song means as much to me as any of the songs on that album , it 's right up there for me , "" and noting that it is a song "" I 'm very proud of to this day.",""" In 2006 Bono described it as "" a beautiful end to the album "" , saying , "" That song means as much to me as any of the songs on that album , it 's right up there for me , "" and noting that it is a song "" I 'm very proud of to this day.",say,none
""" In 2006 Bono described it as "" a beautiful end to the album "" , saying , "" That song means as much to me as any of the songs on that album , it 's right up there for me , "" and noting that it is a song "" I 'm very proud of to this day.",""" In 2006 Bono described it as "" a beautiful end to the album "" , saying , "" That song means as much to me as any of the songs on that album , it 's right up there for me , "" and noting it is a song "" I 'm very proud of to this day.",note,that
"Barbara Jaeger of The Bergen Record likened "" Mothers of the Disappeared "" to "" New Year 's Day "" and "" Pride ( In the Name of Love ) "" , stating that the band used all three to "" stir political consciousness and to urge social commitment.","Barbara Jaeger of The Bergen Record likened "" Mothers of the Disappeared "" to "" New Year 's Day "" and "" Pride ( In the Name of Love ) "" , stating the band used all three to "" stir political consciousness and to urge social commitment.",state,that
""" Thirteen years later , Ryan Jones , in his review of U2 's 2000 album All That You Can 't Leave Behind for the same publication , said the song "" Peace on Earth "" contained echoes of "" Mothers of the Disappeared "" in its lyrics and the tone of the instrumental prelude.",""" Thirteen years later , Ryan Jones , in his review of U2 's 2000 album All That You Can 't Leave Behind for the same publication , said the song "" Peace on Earth "" contained echoes of "" Mothers of the Disappeared "" in its lyrics and the tone of the instrumental prelude.",say,none
"In reviewing the group 's 2009 album No Line on the Horizon , Mueller said the closing "" Cedars of Lebanon "" "" maintains this essentially optimistic group 's counter @-@ intuitive tradition of ending their albums with rueful comedowns "" , likening it to "" Mothers of the Disappeared "".","In reviewing the group 's 2009 album No Line on the Horizon , Mueller said the closing "" Cedars of Lebanon "" "" maintains this essentially optimistic group 's counter @-@ intuitive tradition of ending their albums with rueful comedowns "" , likening it to "" Mothers of the Disappeared "".",say,none
"McLeese believed that the song had its roots in "" the folklike purity of traditional Irish music "".","McLeese believed the song had its roots in "" the folklike purity of traditional Irish music "".",believe,that
""" Following the televised concert in Chile , Bono said "" it was amazing and confounding to discover that on our most ' pop ' of tours some of the best shows were in political hotspots like Santiago , Sarajevo , Tel Aviv ... anywhere music meant more than entertainment "".",""" Following the televised concert in Chile , Bono said "" it was amazing and confounding to discover that on our most ' pop ' of tours some of the best shows were in political hotspots like Santiago , Sarajevo , Tel Aviv ... anywhere music meant more than entertainment "".",say,none
"He added "" to be able to address General Pinochet from the stage on live television in Chile and say , ' Give the dead back to the living.","He added "" to be able to address General Pinochet from the stage on live television in Chile and say , ' Give the dead back to the living.",add,none
"He added "" to be able to address General Pinochet from the stage on live television in Chile and say , ' Give the dead back to the living.","He added "" to be able to address General Pinochet from the stage on live television in Chile and say , ' Give the dead back to the living.",say,none
""" When asked if the negative reaction from some of the audience had disappointed the band Bono said it had not , stating "" it 's proof to me that a rock ' n ' roll audience are not lemmings .... If they don 't agree with you , they will let you know — but that doesn 't mean they 're not fans .... I was flattered that we weren 't just playing to people who agreed with us.",""" When asked if the negative reaction from some of the audience had disappointed the band Bono said it had not , stating "" it 's proof to me that a rock ' n ' roll audience are not lemmings .... If they don 't agree with you , they will let you know — but that doesn 't mean they 're not fans .... I was flattered that we weren 't just playing to people who agreed with us.",say,none
""" When asked if the negative reaction from some of the audience had disappointed the band Bono said it had not , stating "" it 's proof to me that a rock ' n ' roll audience are not lemmings .... If they don 't agree with you , they will let you know — but that doesn 't mean they 're not fans .... I was flattered that we weren 't just playing to people who agreed with us.",""" When asked if the negative reaction from some of the audience had disappointed the band Bono said it had not , stating "" it 's proof to me that a rock ' n ' roll audience are not lemmings .... If they don 't agree with you , they will let you know — but that doesn 't mean they 're not fans .... I was flattered that we weren 't just playing to people who agreed with us.",state,none
""" When asked if the negative reaction from some of the audience had disappointed the band Bono said it had not , stating "" it 's proof to me that a rock ' n ' roll audience are not lemmings .... If they don 't agree with you , they will let you know — but that doesn 't mean they 're not fans .... I was flattered that we weren 't just playing to people who agreed with us.",""" When asked if the negative reaction from some of the audience had disappointed the band Bono said it had not , stating "" it 's proof to me that a rock ' n ' roll audience are not lemmings .... If they don 't agree with you , they will let you know — but that doesn 't mean they 're not fans .... I was flattered that we weren 't just playing to people who agreed with us.",mean,none
"Critics noted that her transporter phobia was reminiscent of Dr. Leonard McCoy from The Original Series , as was her relationship with Data ; Pulaski 's interaction with Data raised comparisons to that of McCoy and Spock from The Original Series.","Critics noted her transporter phobia was reminiscent of Dr. Leonard McCoy from The Original Series , as was her relationship with Data ; Pulaski 's interaction with Data raised comparisons to that of McCoy and Spock from The Original Series.",note,that
"Episodes featuring Pulaski in a leading role , such as "" Unnatural Selection "" , produced divided opinions among critics , with some describing it as a key episode while others argued that it showed only the negative side of her role.","Episodes featuring Pulaski in a leading role , such as "" Unnatural Selection "" , produced divided opinions among critics , with some describing it as a key episode while others argued it showed only the negative side of her role.",argue,that
"She found it "" very exciting "" , noting it "" got better and better and better "" as she watched it.","She found it "" very exciting "" , noting it "" got better and better and better "" as she watched it.",note,none
Muldaur believed that Roddenberry deliberately created the parallel between the two characters on the two shows.,Muldaur believed Roddenberry deliberately created the parallel between the two characters on the two shows.,believe,that
"He is finally tricked into thinking that his wish was granted , but remains trapped inside a computer simulation ( "" Ship in a Bottle "" ).","He is finally tricked into thinking his wish was granted , but remains trapped inside a computer simulation ( "" Ship in a Bottle "" ).",think,that
"Picard helps resolve the dispute by suggesting the Mariposans allow the Bringloidi , a preindustrial , rural people whose colony was destroyed , to migrate to their world.","Picard helps resolve the dispute by suggesting the Mariposans allow the Bringloidi , a preindustrial , rural people whose colony was destroyed , to migrate to their world.",suggest,none
"Pulaski notes that with time , they will become familiar with the practice once again , and recommends that the Mariposans form large , group marriages with the Bringloidi to create a healthy population.","Pulaski notes with time , they will become familiar with the practice once again , and recommends that the Mariposans form large , group marriages with the Bringloidi to create a healthy population.",note,that
"Science fiction writer Keith DeCandido felt that she displays all of her worst traits in this episode , including "" her stubbornness , her intensity , her constant interrupting of people , her bitching out Data ( though at least this time she apologizes to him when he expresses concern over her health ) , and ... transporter @-@ phobia , because apparently she wasn 't enough like Dr. McCoy yet.","Science fiction writer Keith DeCandido felt she displays all of her worst traits in this episode , including "" her stubbornness , her intensity , her constant interrupting of people , her bitching out Data ( though at least this time she apologizes to him when he expresses concern over her health ) , and ... transporter @-@ phobia , because apparently she wasn 't enough like Dr. McCoy yet.",feel,that
""" DeCandido described Pulaski as "" annoying "" and noted that this feeling was mirrored on screen by Captain Picard.",""" DeCandido described Pulaski as "" annoying "" and noted this feeling was mirrored on screen by Captain Picard.",note,that
"In Science Fiction Television : A History , author M. Keith Booker observed that "" Pulaski never quite meshed with the rest of the crew "".","In Science Fiction Television : A History , author M. Keith Booker observed "" Pulaski never quite meshed with the rest of the crew "".",observe,that
"The events of "" Elementary Dear Data "" led film professor Zoran Samardžija to suggest that Pulaski may have been inspired by the works of Friedrich Nietzsche.","The events of "" Elementary Dear Data "" led film professor Zoran Samardžija to suggest Pulaski may have been inspired by the works of Friedrich Nietzsche.",suggest,that
"In Sherlock Holmes and Philosophy : The Footprints of a Gigantic Mind ( 2011 ) , Samardžija notes that Pulaski 's argument that Data lacks intuition is reminiscent of parts of Nietzsche 's 1878 work Human , All Too Human.","In Sherlock Holmes and Philosophy : The Footprints of a Gigantic Mind ( 2011 ) , Samardžija notes Pulaski 's argument that Data lacks intuition is reminiscent of parts of Nietzsche 's 1878 work Human , All Too Human.",note,that
"Wilcox notes that Pulaski "" frequently challenges Data in terms of his machine nature , expressing scorn for his supposed insensitivity.","Wilcox notes Pulaski "" frequently challenges Data in terms of his machine nature , expressing scorn for his supposed insensitivity.",note,that
""" She compares Data 's emotionless state to slavery due to the reference in "" The Child "" to Maya Angelou 's 1969 work I Know Why the Caged Bird Sings.",""" She compares Data 's emotionless state to slavery due to the reference in "" The Child "" to Maya Angelou 's 1969 work I Know Why the Caged Bird Sings.",know,none
"The popularity of nectar @-@ producing garden plants such as the large @-@ flowered grevilleas was thought to play a role in its proliferation , but studies now show that the noisy miner has benefited primarily from landscaping practices that create open areas dominated by eucalypts.","The popularity of nectar @-@ producing garden plants such as the large @-@ flowered grevilleas was thought to play a role in its proliferation , but studies now show the noisy miner has benefited primarily from landscaping practices that create open areas dominated by eucalypts.",show,that
"Its territoriality means that translocation is unlikely to be a solution to its overabundance , and culling has been proposed , although the noisy miner is currently a protected species across Australia.","Its territoriality means translocation is unlikely to be a solution to its overabundance , and culling has been proposed , although the noisy miner is currently a protected species across Australia.",mean,that
"English ornithologist John Latham described the noisy miner four times in his 1801 work Supplementum Indicis Ornithologici , sive Systematis Ornithologiae , seemingly not knowing it was the same bird in each case : the chattering bee @-@ eater ( Merops garrulus ) , black @-@ headed grakle ( Gracula melanocephala ) , hooded bee @-@ eater ( Merops cucullatus ) , and white @-@ fronted bee @-@ eater ( Merops albifrons ).","English ornithologist John Latham described the noisy miner four times in his 1801 work Supplementum Indicis Ornithologici , sive Systematis Ornithologiae , seemingly not knowing it was the same bird in each case : the chattering bee @-@ eater ( Merops garrulus ) , black @-@ headed grakle ( Gracula melanocephala ) , hooded bee @-@ eater ( Merops cucullatus ) , and white @-@ fronted bee @-@ eater ( Merops albifrons ).",know,none
"He noted the colonists of Tasmania called it a miner , and aboriginal people of New South Wales called it cobaygin.","He noted the colonists of Tasmania called it a miner , and aboriginal people of New South Wales called it cobaygin.",note,none
"These churring calls vary between individuals , and laboratory tests show noisy miners can distinguish calls by different birds.","These churring calls vary between individuals , and laboratory tests show noisy miners can distinguish calls by different birds.",show,none
"A field study across the South West Slopes of New South Wales , showed that the noisy miner 's presence corresponded with reduced numbers of insectivorous birds such as fantails , whistlers , the restless flycatcher ( Myiagra inquieta ) , and other honeyeater species , and that this decrease was most marked in sites with better access to water and nutrients.","A field study across the South West Slopes of New South Wales , showed the noisy miner 's presence corresponded with reduced numbers of insectivorous birds such as fantails , whistlers , the restless flycatcher ( Myiagra inquieta ) , and other honeyeater species , and that this decrease was most marked in sites with better access to water and nutrients.",show,that
"A field study in box @-@ ironbark country in central Victoria found miner numbers were correlated with the occurrence of yellow gum ( Eucalyptus leucoxylon ) , which reliably produces flowers ( and nectar ) each year.","A field study in box @-@ ironbark country in central Victoria found miner numbers were correlated with the occurrence of yellow gum ( Eucalyptus leucoxylon ) , which reliably produces flowers ( and nectar ) each year.",find,none
"Many of these sites have extensive road networks used for forest management , and picnic areas and walking tracks for recreational use , and it has been found that these cleared spaces play a role in the abundance of noisy miners in the forests.","Many of these sites have extensive road networks used for forest management , and picnic areas and walking tracks for recreational use , and it has been found these cleared spaces play a role in the abundance of noisy miners in the forests.",find,that
There is evidence to suggest that higher road densities correspond with higher noisy miner population levels.,There is evidence to suggest higher road densities correspond with higher noisy miner population levels.,suggest,that
"Field work in Victoria showed noisy miners infiltrated anywhere from 150 to 300 m ( 490 to 980 ft ) into remnant woodland from the edges , with greater penetration occurring in less densely forested areas.","Field work in Victoria showed noisy miners infiltrated anywhere from 150 to 300 m ( 490 to 980 ft ) into remnant woodland from the edges , with greater penetration occurring in less densely forested areas.",show,none
"A study of banded nestlings that survived in one colony until the next breeding season , found that they were all male birds , suggesting that all female nestlings had died or left the colony.","A study of banded nestlings that survived in one colony until the next breeding season , found they were all male birds , suggesting that all female nestlings had died or left the colony.",find,that
"A study of banded nestlings that survived in one colony until the next breeding season , found that they were all male birds , suggesting that all female nestlings had died or left the colony.","A study of banded nestlings that survived in one colony until the next breeding season , found that they were all male birds , suggesting all female nestlings had died or left the colony.",suggest,that
"A study conducted in Melbourne and a nearby rural area found that noisy miners in urban areas were less likely to take flight , and when they did they flew shorter distances.","A study conducted in Melbourne and a nearby rural area found noisy miners in urban areas were less likely to take flight , and when they did they flew shorter distances.",find,that
