sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest that the Coldrum Stones "" monument may at one time have been dedicated , though not necessarily initially so , to the worship of the corn god and of agriculture.",""" Suggesting the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest that the Coldrum Stones "" monument may at one time have been dedicated , though not necessarily initially so , to the worship of the corn god and of agriculture.","""","the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest that the Coldrum Stones "" monument may at one time have been dedicated , though not necessarily initially so , to the worship of the corn god and of agriculture.",0,suggest,Suggesting,""" Suggesting the monument was constructed on",that,""" Suggesting",""" Suggesting the monument was constructed on",35.03174734,26.3047142
""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest that the Coldrum Stones "" monument may at one time have been dedicated , though not necessarily initially so , to the worship of the corn god and of agriculture.",""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest the Coldrum Stones "" monument may at one time have been dedicated , though not necessarily initially so , to the worship of the corn god and of agriculture.",""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to","the Coldrum Stones "" monument may at one time have been dedicated , though not necessarily initially so , to the worship of the corn god and of agriculture.",0,suggest,suggest,""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest the Coldrum Stones "" monument",that,""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest",""" Suggesting that the monument was constructed on agricultural land , in his published report Bennett cited the ideas of anthropologist James Frazer in The Golden Bough to suggest the Coldrum Stones "" monument",72.62243915,3.465045452
"However , Evans later stated that "" we have no means of knowing "" whether human sacrifice had taken place at the site.","However , Evans later stated "" we have no means of knowing "" whether human sacrifice had taken place at the site.","However , Evans later",""" we have no means of knowing "" whether human sacrifice had taken place at the site.",0,state,stated,"However , Evans later stated "" we have no means",that,"However , Evans later stated","However , Evans later stated "" we have no means",30.4591403,4.356459618
"Their project was financed through grants provided by the British Association and the Society of Antiquaries , with Filkins noting that at the time of its commencement , "" a miniature jungle "" had grown up around the site which had to be cleared.","Their project was financed through grants provided by the British Association and the Society of Antiquaries , with Filkins noting at the time of its commencement , "" a miniature jungle "" had grown up around the site which had to be cleared.","Their project was financed through grants provided by the British Association and the Society of Antiquaries , with Filkins","at the time of its commencement , "" a miniature jungle "" had grown up around the site which had to be cleared.",0,note,noting,"Their project was financed through grants provided by the British Association and the Society of Antiquaries , with Filkins noting at the time of its",that,"Their project was financed through grants provided by the British Association and the Society of Antiquaries , with Filkins noting","Their project was financed through grants provided by the British Association and the Society of Antiquaries , with Filkins noting at the time of its",17.82550973,8.931978226
"In 1998 , Ashbee noted that while from "" a present @-@ day perspective , it is possible to see shortcomings [ ... ] in terms of the general standards of the early part of this century , there is much to commend.","In 1998 , Ashbee noted while from "" a present @-@ day perspective , it is possible to see shortcomings [ ... ] in terms of the general standards of the early part of this century , there is much to commend.","In 1998 , Ashbee","while from "" a present @-@ day perspective , it is possible to see shortcomings [ ... ] in terms of the general standards of the early part of this century , there is much to commend.",0,note,noted,"In 1998 , Ashbee noted while from "" a present",that,"In 1998 , Ashbee noted","In 1998 , Ashbee noted while from "" a present",53.16171551,10.25173473
"A plaque was erected to mark this , which erroneously termed the monument a stone circle ; in 1953 , the archaeologist Leslie Grinsell expressed the view that "" it is hoped that this error may be rectified in the near future "".","A plaque was erected to mark this , which erroneously termed the monument a stone circle ; in 1953 , the archaeologist Leslie Grinsell expressed the view that "" it is hoped this error may be rectified in the near future "".","A plaque was erected to mark this , which erroneously termed the monument a stone circle ; in 1953 , the archaeologist Leslie Grinsell expressed the view that "" it is","this error may be rectified in the near future "".",0,hope,hoped,"A plaque was erected to mark this , which erroneously termed the monument a stone circle ; in 1953 , the archaeologist Leslie Grinsell expressed the view that "" it is hoped this error may be rectified",that,"A plaque was erected to mark this , which erroneously termed the monument a stone circle ; in 1953 , the archaeologist Leslie Grinsell expressed the view that "" it is hoped","A plaque was erected to mark this , which erroneously termed the monument a stone circle ; in 1953 , the archaeologist Leslie Grinsell expressed the view that "" it is hoped this error may be rectified",27.13172801,13.6941824
"Environmental studies on the missing link began in 1977 , and the state estimated that the 1 @.@ 5 @-@ mile ( 2 @.@ 4 km ) long section of freeway would cost $ 15 – 21 million ( equivalent to $ 59 – 82 million in 2016 ) to construct.","Environmental studies on the missing link began in 1977 , and the state estimated the 1 @.@ 5 @-@ mile ( 2 @.@ 4 km ) long section of freeway would cost $ 15 – 21 million ( equivalent to $ 59 – 82 million in 2016 ) to construct.","Environmental studies on the missing link began in 1977 , and the state",the 1 @.@ 5 @-@ mile ( 2 @.@ 4 km ) long section of freeway would cost $ 15 – 21 million ( equivalent to $ 59 – 82 million in 2016 ) to construct.,0,estimate,estimated,"Environmental studies on the missing link began in 1977 , and the state estimated the 1 @.@ 5 @",that,"Environmental studies on the missing link began in 1977 , and the state estimated","Environmental studies on the missing link began in 1977 , and the state estimated the 1 @.@ 5 @-@",87.59459853,11.63892937
"Tennant later said that some listeners had assumed the song referred to prostitutes , but was actually , "" about rough boys getting a bit of posh.","Tennant later said some listeners had assumed the song referred to prostitutes , but was actually , "" about rough boys getting a bit of posh.",Tennant later,"some listeners had assumed the song referred to prostitutes , but was actually , "" about rough boys getting a bit of posh.",0,say,said,Tennant later said some listeners had assumed the,that,Tennant later said,Tennant later said some listeners had assumed the,38.2353406,3.353987932
"The Bobby Orlando @-@ produced version of the single included another line , "" All your stopping , stalling and starting , / Who do you think you are , Joe Stalin ? "" which was removed for the 1985 version.","The Bobby Orlando @-@ produced version of the single included another line , "" All your stopping , stalling and starting , / Who do you think you are , Joe Stalin ? "" which was removed for the 1985 version.","The Bobby Orlando @-@ produced version of the single included another line , "" All your stopping , stalling and starting , / Who do you","you are , Joe Stalin ? "" which was removed for the 1985 version.",0,think,think,"The Bobby Orlando @-@ produced version of the single included another line , "" All your stopping , stalling and starting , / Who do you think you are , Joe Stalin",none,"The Bobby Orlando @-@ produced version of the single included another line , "" All your stopping , stalling and starting , / Who do you think","The Bobby Orlando @-@ produced version of the single included another line , "" All your stopping , stalling and starting , / Who do you think you are , Joe Stalin",30.42497045,1.741784334
"Stephen Thomas Erlewine from Allmusic in a review of the album Please called the song "" hypnotic "" , adding that "" it 's not only a classic dance single , it 's a classic pop single "".","Stephen Thomas Erlewine from Allmusic in a review of the album Please called the song "" hypnotic "" , adding "" it 's not only a classic dance single , it 's a classic pop single "".","Stephen Thomas Erlewine from Allmusic in a review of the album Please called the song "" hypnotic "" ,",""" it 's not only a classic dance single , it 's a classic pop single "".",0,add,adding,"Stephen Thomas Erlewine from Allmusic in a review of the album Please called the song "" hypnotic "" , adding "" it 's not only",that,"Stephen Thomas Erlewine from Allmusic in a review of the album Please called the song "" hypnotic "" , adding","Stephen Thomas Erlewine from Allmusic in a review of the album Please called the song "" hypnotic "" , adding "" it 's not only",28.84122282,9.265100107
"In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt that it was almost "" nullified by peevish spoken asides and the cryptic posturing of the duo 's lyrics "".","In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt that it was almost "" nullified by peevish spoken asides and the cryptic posturing of the duo 's lyrics "".","In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine",""" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt that it was almost "" nullified by peevish spoken asides and the cryptic posturing of the duo 's lyrics "".",0,comment,commented,"In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented "" West End Girls """,that,"In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented","In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented "" West End Girls """,41.16862201,7.279081315
"In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt that it was almost "" nullified by peevish spoken asides and the cryptic posturing of the duo 's lyrics "".","In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt it was almost "" nullified by peevish spoken asides and the cryptic posturing of the duo 's lyrics "".","In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but","it was almost "" nullified by peevish spoken asides and the cryptic posturing of the duo 's lyrics "".",0,feel,felt,"In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt it was almost "" nullified",that,"In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt","In a review for the group 's second studio album Actually , Rob Hoerburger from Rolling Stone magazine commented that "" West End Girls "" was "" as catchy as anything on the radio in 1986 "" , praising "" its enticing bass line and foreboding synth riffs "" , but felt it was almost "" nullified",41.03826785,9.648604393
"In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding that it "" goes some way to installing Tennant and Lowe as national treasures "".","In a review of the live album Concrete , Michael Hubbard from musicOMH said "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding that it "" goes some way to installing Tennant and Lowe as national treasures "".","In a review of the live album Concrete , Michael Hubbard from musicOMH",""" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding that it "" goes some way to installing Tennant and Lowe as national treasures "".",0,say,said,"In a review of the live album Concrete , Michael Hubbard from musicOMH said "" West End Girls """,that,"In a review of the live album Concrete , Michael Hubbard from musicOMH said","In a review of the live album Concrete , Michael Hubbard from musicOMH said "" West End Girls """,38.3999598,6.011016846
"In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding that it "" goes some way to installing Tennant and Lowe as national treasures "".","In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding it "" goes some way to installing Tennant and Lowe as national treasures "".","In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" ,","it "" goes some way to installing Tennant and Lowe as national treasures "".",0,add,adding,"In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding it "" goes some way",that,"In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding","In a review of the live album Concrete , Michael Hubbard from musicOMH said that "" West End Girls "" was one of the songs that "" round out a collection that never feels too long or superfluous "" , adding it "" goes some way",27.86799213,5.211976528
"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding that "" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "".","Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented in the song "" we meet Tennant not as a singer , but as a speaker "" , adding that "" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "".","Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits","in the song "" we meet Tennant not as a singer , but as a speaker "" , adding that "" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "".",0,comment,commented,"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented in the song "" we",that,"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented","Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented in the song "" we",30.50050139,20.07918215
"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding that "" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "".","Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding "" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "".","Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" ,",""" he mumbles the verses to us not like a star , but like a stranger in a raincoat , slinking alongside you and pointing out the sights "".",0,add,adding,"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding "" he mumbles the verses",that,"Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding","Nitsuh Abebe from Pitchfork Media , in a review of their compilation album PopArt : Pet Shop Boys - The Hits commented that in the song "" we meet Tennant not as a singer , but as a speaker "" , adding "" he mumbles the verses",40.55418372,10.18262386
"Weary of constantly being asked for her primary genre , she felt that recording a Christmas album would finally pave a way for her to explore other different genres.","Weary of constantly being asked for her primary genre , she felt recording a Christmas album would finally pave a way for her to explore other different genres.","Weary of constantly being asked for her primary genre , she",recording a Christmas album would finally pave a way for her to explore other different genres.,0,feel,felt,"Weary of constantly being asked for her primary genre , she felt recording a Christmas album would",that,"Weary of constantly being asked for her primary genre , she felt","Weary of constantly being asked for her primary genre , she felt recording a Christmas album would",39.91560698,8.690623283
"She remarked , "" I always get asked what genre I 'm in : ' Is this country or pop or rock ? What are you ? ' And what 's cool about making the Christmas album was , ' Oh , there are no limitations ! We can do whatever we want ! ' "".","She remarked , "" I always get asked what genre I 'm in : ' Is this country or pop or rock ? What are you ? ' And what 's cool about making the Christmas album was , ' Oh , there are no limitations ! We can do whatever we want ! ' "".",She,", "" I always get asked what genre I 'm in : ' Is this country or pop or rock ? What are you ? ' And what 's cool about making the Christmas album was , ' Oh , there are no limitations ! We can do whatever we want ! ' "".",0,remark,remarked,"She remarked , "" I always get",none,She remarked,"She remarked , "" I always get",30.38953936,15.33164597
"She further added , "" The thing about Christmas is that it almost doesn 't matter what mood you 're in or what kind of a year you 've had — it 's a fresh start.","She further added , "" The thing about Christmas is that it almost doesn 't matter what mood you 're in or what kind of a year you 've had — it 's a fresh start.",She further,", "" The thing about Christmas is that it almost doesn 't matter what mood you 're in or what kind of a year you 've had — it 's a fresh start.",0,add,added,"She further added , "" The thing about",none,She further added,"She further added , "" The thing about",29.96867591,5.201120853
"He recalled , "" It was a lot of fun for us because we got to go back to our roots.","He recalled , "" It was a lot of fun for us because we got to go back to our roots.",He,", "" It was a lot of fun for us because we got to go back to our roots.",0,recall,recalled,"He recalled , "" It was a",none,He recalled,"He recalled , "" It was a",27.94532335,12.93625259
"Clarkson , who grew up singing in a chorus , was pleased with the aspect ; saying , "" Blending is something I knew how to do from childhood.","Clarkson , who grew up singing in a chorus , was pleased with the aspect ; saying , "" Blending is something I knew how to do from childhood.","Clarkson , who grew up singing in a chorus , was pleased with the aspect ;",", "" Blending is something I knew how to do from childhood.",0,say,saying,"Clarkson , who grew up singing in a chorus , was pleased with the aspect ; saying , "" Blending is something",none,"Clarkson , who grew up singing in a chorus , was pleased with the aspect ; saying","Clarkson , who grew up singing in a chorus , was pleased with the aspect ; saying , "" Blending is something",39.05017352,10.79296875
"She commented , "" The production is all him.","She commented , "" The production is all him.",She,", "" The production is all him.",0,comment,commented,"She commented , "" The production is",none,She commented,"She commented , "" The production is",34.27825153,14.02884865
"She recalled , "" What 's cool about Christmas albums is you can do jazz , rock and roll , you can do pop , you can do blues , like you can do all that stuff and it works — cause it 's all classic and it 's Christmasy sounding.","She recalled , "" What 's cool about Christmas albums is you can do jazz , rock and roll , you can do pop , you can do blues , like you can do all that stuff and it works — cause it 's all classic and it 's Christmasy sounding.",She,", "" What 's cool about Christmas albums is you can do jazz , rock and roll , you can do pop , you can do blues , like you can do all that stuff and it works — cause it 's all classic and it 's Christmasy sounding.",0,recall,recalled,"She recalled , "" What 's cool",none,She recalled,"She recalled , "" What 's cool",50.2728467,12.57151413
""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",""" She also noted the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",""" She also","the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",0,note,noted,""" She also noted the album 's multitude of",that,""" She also noted",""" She also noted the album 's multitude of",48.55090731,6.741362095
""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",""" She also noted that the album 's multitude of styles positively contributes to her artistic goal ,",", "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",0,say,saying,""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend",none,""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying",""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend",25.71335664,6.649790764
""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what you sound like , before everything else.",""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and",", ' This is what you sound like , before everything else.",0,say,said,""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what",none,""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said",""" She also noted that the album 's multitude of styles positively contributes to her artistic goal , saying , "" My best friend from childhood heard it and said , ' This is what",16.14870989,3.991498947
"' And I agree , It 's my core sound.","' And I agree , It 's my core sound.",' And I,", It 's my core sound.",0,agree,agree,"' And I agree , It 's my core",none,' And I agree,"' And I agree , It 's my core",45.42629552,10.84405231
"Clarkson remarked , "" Greg and I have worked a lot together , but usually I just come in and I just sing.","Clarkson remarked , "" Greg and I have worked a lot together , but usually I just come in and I just sing.",Clarkson,", "" Greg and I have worked a lot together , but usually I just come in and I just sing.",0,remark,remarked,"Clarkson remarked , "" Greg and I",none,Clarkson remarked,"Clarkson remarked , "" Greg and I",33.95558739,14.44816303
""" RCA Records chief executive Peter Edge remarked that its release as a single was partly inspired by the success of "" All I Want for Christmas Is You "" by Carey.",""" RCA Records chief executive Peter Edge remarked its release as a single was partly inspired by the success of "" All I Want for Christmas Is You "" by Carey.",""" RCA Records chief executive Peter Edge","its release as a single was partly inspired by the success of "" All I Want for Christmas Is You "" by Carey.",0,remark,remarked,""" RCA Records chief executive Peter Edge remarked its release as a single",that,""" RCA Records chief executive Peter Edge remarked",""" RCA Records chief executive Peter Edge remarked its release as a single",41.31296182,13.32529354
"Clarkson favored "" Run Run Rudolph "" as her favorite classic , saying "" Just because it got to be a little more rock and roll.","Clarkson favored "" Run Run Rudolph "" as her favorite classic , saying "" Just because it got to be a little more rock and roll.","Clarkson favored "" Run Run Rudolph "" as her favorite classic ,",""" Just because it got to be a little more rock and roll.",0,say,saying,"Clarkson favored "" Run Run Rudolph "" as her favorite classic , saying "" Just because it got",none,"Clarkson favored "" Run Run Rudolph "" as her favorite classic , saying","Clarkson favored "" Run Run Rudolph "" as her favorite classic , saying "" Just because it got",27.85490608,6.48338604
""" She also remarked that "" Please Come Home for Christmas ( Bells Will Be Ringing ) "" , was the first song selected for inclusion after her mother 's recommendation and the song 's melancholic lyrics.",""" She also remarked "" Please Come Home for Christmas ( Bells Will Be Ringing ) "" , was the first song selected for inclusion after her mother 's recommendation and the song 's melancholic lyrics.",""" She also",""" Please Come Home for Christmas ( Bells Will Be Ringing ) "" , was the first song selected for inclusion after her mother 's recommendation and the song 's melancholic lyrics.",0,remark,remarked,""" She also remarked "" Please Come Home for",that,""" She also remarked",""" She also remarked "" Please Come Home for",41.89975357,9.963453293
"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".","She revealed the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".",She,"the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".",0,reveal,revealed,She revealed the song narrates of her,that,She revealed,She revealed the song narrates of her,45.40085185,12.60730839
"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".","She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".","She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson ,",""" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".",0,say,saying,"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I",none,"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying","She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I",29.24210584,9.645346642
"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".","She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".","She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson ,",""" Every Christmas , I was just like , ' This is going to be different , right ? I 'm going to actually find someone and not be pathetically alone for the rest of my life ? ' "".",0,say,saying,"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I",none,"She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying","She revealed that the song narrates of her holiday life prior to meeting Blackstock , McEntire 's stepson , saying "" Every Christmas , I",29.24210584,9.645346642
"Clarkson had approached Dunn thinking that his personality suited the song 's content well , saying "" Like , it 's straight @-@ up his personality to say all of that to try and get you to stay , and have a drink.","Clarkson had approached Dunn thinking his personality suited the song 's content well , saying "" Like , it 's straight @-@ up his personality to say all of that to try and get you to stay , and have a drink.",Clarkson had approached Dunn,"his personality suited the song 's content well , saying "" Like , it 's straight @-@ up his personality to say all of that to try and get you to stay , and have a drink.",0,think,thinking,Clarkson had approached Dunn thinking his personality suited the song,that,Clarkson had approached Dunn thinking,Clarkson had approached Dunn thinking his personality suited the song,42.18838382,13.9343214
"Clarkson had approached Dunn thinking that his personality suited the song 's content well , saying "" Like , it 's straight @-@ up his personality to say all of that to try and get you to stay , and have a drink.","Clarkson had approached Dunn thinking that his personality suited the song 's content well , saying "" Like , it 's straight @-@ up his personality to say all of that to try and get you to stay , and have a drink.","Clarkson had approached Dunn thinking that his personality suited the song 's content well ,",""" Like , it 's straight @-@ up his personality to say all of that to try and get you to stay , and have a drink.",0,say,saying,"Clarkson had approached Dunn thinking that his personality suited the song 's content well , saying "" Like , it 's",none,"Clarkson had approached Dunn thinking that his personality suited the song 's content well , saying","Clarkson had approached Dunn thinking that his personality suited the song 's content well , saying "" Like , it 's",39.59295529,8.147974968
"She remarked , "" Christmas changes , it morphs , it comes to life a little more … It ’ s just a happier time.","She remarked , "" Christmas changes , it morphs , it comes to life a little more … It ’ s just a happier time.",She,", "" Christmas changes , it morphs , it comes to life a little more … It ’ s just a happier time.",0,remark,remarked,"She remarked , "" Christmas changes ,",none,She remarked,"She remarked , "" Christmas changes ,",54.35024464,15.33164597
"Clarkson opted for the Broadway performance of the song to stray away from Julie Andrews 's version , citing "" I think you shouldn 't go near anywhere of what she 's doing because she 's so good.","Clarkson opted for the Broadway performance of the song to stray away from Julie Andrews 's version , citing "" I think you shouldn 't go near anywhere of what she 's doing because she 's so good.","Clarkson opted for the Broadway performance of the song to stray away from Julie Andrews 's version , citing "" I",you shouldn 't go near anywhere of what she 's doing because she 's so good.,0,think,think,"Clarkson opted for the Broadway performance of the song to stray away from Julie Andrews 's version , citing "" I think you shouldn 't go near",none,"Clarkson opted for the Broadway performance of the song to stray away from Julie Andrews 's version , citing "" I think","Clarkson opted for the Broadway performance of the song to stray away from Julie Andrews 's version , citing "" I think you shouldn 't go near",45.21823978,4.653857052
"A rendition of Imogen Heap 's "" Just for Now "" was described by Clarkson as her highly dysfunctional environment , saying "" Can we just stop for like five minutes and have like a normal Christmas setting ? "" The song begins by sampling the melody of the Christmas tune "" Carol of the Bells "".","A rendition of Imogen Heap 's "" Just for Now "" was described by Clarkson as her highly dysfunctional environment , saying "" Can we just stop for like five minutes and have like a normal Christmas setting ? "" The song begins by sampling the melody of the Christmas tune "" Carol of the Bells "".","A rendition of Imogen Heap 's "" Just for Now "" was described by Clarkson as her highly dysfunctional environment ,",""" Can we just stop for like five minutes and have like a normal Christmas setting ? "" The song begins by sampling the melody of the Christmas tune "" Carol of the Bells "".",0,say,saying,"A rendition of Imogen Heap 's "" Just for Now "" was described by Clarkson as her highly dysfunctional environment , saying "" Can we just stop",none,"A rendition of Imogen Heap 's "" Just for Now "" was described by Clarkson as her highly dysfunctional environment , saying","A rendition of Imogen Heap 's "" Just for Now "" was described by Clarkson as her highly dysfunctional environment , saying "" Can we just stop",32.49422884,8.28085804
