sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"Glen Banks , a man with whom Park had briefly shared a cell and who claimed in court that Park had admitted his guilt to him , was described as "" highly suggestible "" , frequently changed his story , and also claimed that Park had admitted to killing Carol while sailing to Blackpool.","Glen Banks , a man with whom Park had briefly shared a cell and who claimed in court that Park had admitted his guilt to him , was described as "" highly suggestible "" , frequently changed his story , and also claimed Park had admitted to killing Carol while sailing to Blackpool.",0,claim,claimed,that,"Glen Banks , a man with whom Park had briefly shared a cell and who","Glen Banks , a man with whom Park had briefly shared a cell and who claimed","Glen Banks , a man with whom Park had briefly shared a cell and who claimed in court that Park had",15.63915515,6.758443356
"He claimed that Gordon had said that he went upstairs , found Carol in bed with another man , and killed her in a fit of rage.","He claimed Gordon had said that he went upstairs , found Carol in bed with another man , and killed her in a fit of rage.",0,claim,claimed,that,He,He claimed,He claimed Gordon had said that he,32.06698322,9.167614937
"He claimed that Gordon had said that he went upstairs , found Carol in bed with another man , and killed her in a fit of rage.","He claimed that Gordon had said he went upstairs , found Carol in bed with another man , and killed her in a fit of rage.",0,say,said,that,He claimed that Gordon had,He claimed that Gordon had said,"He claimed that Gordon had said he went upstairs , found",45.89301085,6.279904366
"She came forward in 2004 , claiming that she had seen someone push something over the side of a boat on Coniston Water.","She came forward in 2004 , claiming she had seen someone push something over the side of a boat on Coniston Water.",0,claim,claiming,that,"She came forward in 2004 ,","She came forward in 2004 , claiming","She came forward in 2004 , claiming she had seen someone push",28.95764863,4.032951355
"Also , it has been said that Young was too far away to identify the person in the boat , and that it couldn 't have been Carol Park 's body that was being dumped , as the Youngs were positioned so that the location Carol 's body was found would have been visibly blocked by an island.","Also , it has been said Young was too far away to identify the person in the boat , and that it couldn 't have been Carol Park 's body that was being dumped , as the Youngs were positioned so that the location Carol 's body was found would have been visibly blocked by an island.",0,say,said,that,"Also , it has been","Also , it has been said","Also , it has been said Young was too far away",42.89568579,4.792089462
"The first , a neighbour , claims that they saw Carol at the bottom of her driveway.","The first , a neighbour , claims they saw Carol at the bottom of her driveway.",0,claim,claims,that,"The first , a neighbour ,","The first , a neighbour , claims","The first , a neighbour , claims they saw Carol at the",37.75041771,11.70508862
"A second , another neighbour , claims that they saw an unidentified man in a Volkswagen Beetle in the Parks ' drive for twenty minutes.","A second , another neighbour , claims they saw an unidentified man in a Volkswagen Beetle in the Parks ' drive for twenty minutes.",0,claim,claims,that,"A second , another neighbour ,","A second , another neighbour , claims","A second , another neighbour , claims they saw an unidentified man",23.16861701,13.22612476
"Both articles say that the police diver had no memory of recovering it , and he claimed that if he had found it , he would have placed it back.","Both articles say the police diver had no memory of recovering it , and he claimed that if he had found it , he would have placed it back.",0,say,say,that,Both articles,Both articles say,Both articles say the police diver had no,37.32255793,7.706580639
"Both articles say that the police diver had no memory of recovering it , and he claimed that if he had found it , he would have placed it back.","Both articles say that the police diver had no memory of recovering it , and he claimed if he had found it , he would have placed it back.",0,claim,claimed,that,"Both articles say that the police diver had no memory of recovering it , and he","Both articles say that the police diver had no memory of recovering it , and he claimed","Both articles say that the police diver had no memory of recovering it , and he claimed if he had found it",21.94594854,6.560582161
"Professor Kenneth Pye , a defense witness , said that there was no evidence that the rock had ever been on the lake bed at all.","Professor Kenneth Pye , a defense witness , said there was no evidence that the rock had ever been on the lake bed at all.",0,say,said,that,"Professor Kenneth Pye , a defense witness ,","Professor Kenneth Pye , a defense witness , said","Professor Kenneth Pye , a defense witness , said there was no evidence that",11.85405493,4.023280144
"The article in the Sunday Herald also claims that the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still denying that he ever found it.","The article in the Sunday Herald also claims the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still denying that he ever found it.",0,claim,claims,that,The article in the Sunday Herald also,The article in the Sunday Herald also claims,The article in the Sunday Herald also claims the policeman said to be,30.8411994,5.855120897
"The article in the Sunday Herald also claims that the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still denying that he ever found it.","The article in the Sunday Herald also claims that the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still denying he ever found it.",0,deny,denying,that,"The article in the Sunday Herald also claims that the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still","The article in the Sunday Herald also claims that the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still denying","The article in the Sunday Herald also claims that the policeman said to be responsible for finding the rock fainted when it was produced in court , offering no explanation , but still denying he ever found it.",18.46350008,9.605666161
"The first is of the knots used to tie up Carol 's body – the knots on Carol 's body were mostly granny knots , of which there was no evidence that Gordon ever used – indeed during the trial he was specifically asked this , and he responded , "" I do not use granny knots "".","The first is of the knots used to tie up Carol 's body – the knots on Carol 's body were mostly granny knots , of which there was no evidence that Gordon ever used – indeed during the trial he was specifically asked this , and he responded , "" I do not use granny knots "".",0,respond,responded,none,"The first is of the knots used to tie up Carol 's body – the knots on Carol 's body were mostly granny knots , of which there was no evidence that Gordon ever used – indeed during the trial he was specifically asked this , and he","The first is of the knots used to tie up Carol 's body – the knots on Carol 's body were mostly granny knots , of which there was no evidence that Gordon ever used – indeed during the trial he was specifically asked this , and he responded","The first is of the knots used to tie up Carol 's body – the knots on Carol 's body were mostly granny knots , of which there was no evidence that Gordon ever used – indeed during the trial he was specifically asked this , and he responded , "" I do not",16.21028667,5.018174887
"The article also claims that the evidence of knots was irrelevant anyway , as climbers and yachtsmen were so common in the area.","The article also claims the evidence of knots was irrelevant anyway , as climbers and yachtsmen were so common in the area.",0,claim,claims,that,The article also,The article also claims,The article also claims the evidence of knots was,41.91935921,6.104184628
"Both of the articles mention that he was in the Barrow area around the time of the murder , but both of them are careful to point out that they are not accusing him of being the murderer.","Both of the articles mention he was in the Barrow area around the time of the murder , but both of them are careful to point out that they are not accusing him of being the murderer.",0,mention,mention,that,Both of the articles,Both of the articles mention,Both of the articles mention he was in the Barrow,38.23883438,7.016694069
"The book claims that the expert testimonies in the Lady in the Lake trial were flawed , that certain evidence was withheld , and that the sensationalist reporting of the press at the time influenced the court by persuading them that Park was the only person who could have killed his wife.","The book claims the expert testimonies in the Lady in the Lake trial were flawed , that certain evidence was withheld , and that the sensationalist reporting of the press at the time influenced the court by persuading them that Park was the only person who could have killed his wife.",0,claim,claims,that,The book,The book claims,The book claims the expert testimonies in the,36.55924082,9.703001976
"When rejecting Park 's request for appeal , Lord Justice Keene , Mr Justice Beatson and Mr Justice Macduff noted that both Gordon and Carol had had affairs in the year leading up to Carol 's disappearance.","When rejecting Park 's request for appeal , Lord Justice Keene , Mr Justice Beatson and Mr Justice Macduff noted both Gordon and Carol had had affairs in the year leading up to Carol 's disappearance.",0,note,noted,that,"When rejecting Park 's request for appeal , Lord Justice Keene , Mr Justice Beatson and Mr Justice Macduff","When rejecting Park 's request for appeal , Lord Justice Keene , Mr Justice Beatson and Mr Justice Macduff noted","When rejecting Park 's request for appeal , Lord Justice Keene , Mr Justice Beatson and Mr Justice Macduff noted both Gordon and Carol had",45.13478565,8.29589653
""" He refused to answer detailed questions about the trial or case , but protested his innocence , saying "" If I knew who killed my wife , how , where , why , then I would have said so.",""" He refused to answer detailed questions about the trial or case , but protested his innocence , saying "" If I knew who killed my wife , how , where , why , then I would have said so.",0,know,knew,other,""" He refused to answer detailed questions about the trial or case , but protested his innocence , saying "" If I",""" He refused to answer detailed questions about the trial or case , but protested his innocence , saying "" If I knew",""" He refused to answer detailed questions about the trial or case , but protested his innocence , saying "" If I knew who killed my wife ,",20.29505706,5.959138393
"The new season started with six successive defeats , which saw Langley sacked , and the financial problems continued , with the club coming within two months of being closed down.","The new season started with six successive defeats , which saw Langley sacked , and the financial problems continued , with the club coming within two months of being closed down.",0,see,saw,none,"The new season started with six successive defeats , which","The new season started with six successive defeats , which saw","The new season started with six successive defeats , which saw Langley sacked , and the",45.51314878,4.417402744
These improvements meant that the club was able to gain promotion after its second Southern League title in 1993.,These improvements meant the club was able to gain promotion after its second Southern League title in 1993.,0,mean,meant,that,These improvements,These improvements meant,These improvements meant the club was able to,18.12472486,11.95909595
"In 2007 the club announced that under the new sponsorship deal with SeaFrance the stadium would be known officially as the SeaFrance Crabble Stadium , but a year later it was announced that the deal would not be renewed due to the ferry operator 's financial constraints.","In 2007 the club announced under the new sponsorship deal with SeaFrance the stadium would be known officially as the SeaFrance Crabble Stadium , but a year later it was announced that the deal would not be renewed due to the ferry operator 's financial constraints.",0,announce,announced,that,In 2007 the club,In 2007 the club announced,In 2007 the club announced under the new sponsorship deal,30.38170528,3.687640429
"In 2007 the club announced that under the new sponsorship deal with SeaFrance the stadium would be known officially as the SeaFrance Crabble Stadium , but a year later it was announced that the deal would not be renewed due to the ferry operator 's financial constraints.","In 2007 the club announced that under the new sponsorship deal with SeaFrance the stadium would be known officially as the SeaFrance Crabble Stadium , but a year later it was announced the deal would not be renewed due to the ferry operator 's financial constraints.",0,announce,announced,that,In 2007 the club,In 2007 the club announced,In 2007 the club announced that under the new sponsorship,26.16856396,3.687640429
"Although Athletic 's improved monetary position means that the Supporters ' Trust is no longer required to financially support the club , it remains active as a fundraising organisation.","Although Athletic 's improved monetary position means the Supporters ' Trust is no longer required to financially support the club , it remains active as a fundraising organisation.",0,mean,means,that,Although Athletic 's improved monetary position,Although Athletic 's improved monetary position means,Although Athletic 's improved monetary position means the Supporters ' Trust is,44.03104424,6.20736742
"In 1881 Colonel Henry @-@ Herbert said that "" a good English plum cake ... is a national institution "".","In 1881 Colonel Henry @-@ Herbert said "" a good English plum cake ... is a national institution "".",0,say,said,that,In 1881 Colonel Henry @-@ Herbert,In 1881 Colonel Henry @-@ Herbert said,"In 1881 Colonel Henry @-@ Herbert said "" a good English plum",44.42498279,10.33214569
"Elizabeth David wrote that "" Christmas mincemeat and Christmas plum pudding and cake are all such typical examples of the English fondness for spiced fruit mixtures that it seems almost unnecessary to include recipes for them ... "".","Elizabeth David wrote "" Christmas mincemeat and Christmas plum pudding and cake are all such typical examples of the English fondness for spiced fruit mixtures that it seems almost unnecessary to include recipes for them ... "".",0,write,wrote,that,Elizabeth David,Elizabeth David wrote,"Elizabeth David wrote "" Christmas mincemeat and Christmas",59.39110041,9.306072235
"The author says , "" Mrs Beeton ’ s recipe is by far the best if modified a little : 12 units of manukka raisins ... "".","The author says , "" Mrs Beeton ’ s recipe is by far the best if modified a little : 12 units of manukka raisins ... "".",0,say,says,none,The author,The author says,"The author says , "" Mrs Beeton ’",73.93492031,5.629783154
It has been stated that the first published election cake recipe appeared in 1796 in American Cookery.,It has been stated the first published election cake recipe appeared in 1796 in American Cookery.,0,state,stated,that,It has been,It has been stated,It has been stated the first published election cake,56.63406259,8.261015892
"The Indonesian film historian Misbach Yusa Biran writes that this is evidence the film was targeted at intellectual audiences , a manifestation of Union 's stated goal of "" improv [ ing ] the quality of Indonesian art "".","The Indonesian film historian Misbach Yusa Biran writes this is evidence the film was targeted at intellectual audiences , a manifestation of Union 's stated goal of "" improv [ ing ] the quality of Indonesian art "".",0,write,writes,that,The Indonesian film historian Misbach Yusa Biran,The Indonesian film historian Misbach Yusa Biran writes,The Indonesian film historian Misbach Yusa Biran writes this is evidence the film,34.17765331,8.227784157
The Indonesian film scholars Ekky Imanjaya and Said Salim write that Kedok Ketawa was influenced by Bram Stoker 's 1897 novel Dracula through its Hollywood adaptations.,The Indonesian film scholars Ekky Imanjaya and Said Salim write Kedok Ketawa was influenced by Bram Stoker 's 1897 novel Dracula through its Hollywood adaptations.,0,write,write,that,The Indonesian film scholars Ekky Imanjaya and Said Salim,The Indonesian film scholars Ekky Imanjaya and Said Salim write,The Indonesian film scholars Ekky Imanjaya and Said Salim write Kedok Ketawa was influenced by,77.54253031,10.40975994
An anonymous review in Bataviaasch Nieuwsblad found that the film was a mix of native and European sensibilities and lauded its cinematography.,An anonymous review in Bataviaasch Nieuwsblad found the film was a mix of native and European sensibilities and lauded its cinematography.,0,find,found,that,An anonymous review in Bataviaasch Nieuwsblad,An anonymous review in Bataviaasch Nieuwsblad found,An anonymous review in Bataviaasch Nieuwsblad found the film was a mix,27.57729876,6.497833788
"While the American visual anthropologist Karl G. Heider suggests that all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran writes that some Japanese propaganda films have survived at the Netherlands Government Information Service.","While the American visual anthropologist Karl G. Heider suggests all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran writes that some Japanese propaganda films have survived at the Netherlands Government Information Service.",0,suggest,suggests,that,While the American visual anthropologist Karl G. Heider,While the American visual anthropologist Karl G. Heider suggests,While the American visual anthropologist Karl G. Heider suggests all Indonesian films from before,51.27237344,7.688856602
"While the American visual anthropologist Karl G. Heider suggests that all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran writes that some Japanese propaganda films have survived at the Netherlands Government Information Service.","While the American visual anthropologist Karl G. Heider suggests that all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran writes some Japanese propaganda films have survived at the Netherlands Government Information Service.",0,write,writes,that,"While the American visual anthropologist Karl G. Heider suggests that all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran","While the American visual anthropologist Karl G. Heider suggests that all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran writes","While the American visual anthropologist Karl G. Heider suggests that all Indonesian films from before 1950 are lost , J.B. Kristanto 's Katalog Film Indonesia records several as having survived at Sinematek Indonesia 's archives , and Biran writes some Japanese propaganda films have",38.99010426,12.53487444
Although it was and still is widely believed that it was Beyoncé.,Although it was and still is widely believed it was Beyoncé.,0,believe,believed,that,Although it was and still is widely,Although it was and still is widely believed,Although it was and still is widely believed it was Beyoncé.,33.51486725,2.773946643
"However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! "" , "" Burn "" , and "" Confessions Part II "" , felt that he had established good relationship with Keys since she had worked with him and Usher.","However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! "" , "" Burn "" , and "" Confessions Part II "" , felt he had established good relationship with Keys since she had worked with him and Usher.",0,feel,felt,that,"However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! "" , "" Burn "" , and "" Confessions Part II "" ,","However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! "" , "" Burn "" , and "" Confessions Part II "" , felt","However , Jermaine Dupri , who co @-@ wrote the song including Usher 's number @-@ one hits "" Yeah ! "" , "" Burn "" , and "" Confessions Part II "" , felt he had established good relationship",34.08428454,9.391793251
"Azeem Ahmad of OMH Media proposed to ban "" My Boo "" because he felt that the collaboration was a competition among Usher and Alicia Keys "" over the hip @-@ pop like beat "".","Azeem Ahmad of OMH Media proposed to ban "" My Boo "" because he felt the collaboration was a competition among Usher and Alicia Keys "" over the hip @-@ pop like beat "".",0,feel,felt,that,"Azeem Ahmad of OMH Media proposed to ban "" My Boo "" because he","Azeem Ahmad of OMH Media proposed to ban "" My Boo "" because he felt","Azeem Ahmad of OMH Media proposed to ban "" My Boo "" because he felt the collaboration was a competition",37.33698249,5.067587852
"The Assembly felt it was the only city in Brazil and South America which would possess Olympic @-@ level facilities ready for an Olympic and Paralympic bid , a legacy of its upcoming hosting of the XV Pan American Games in 2007 , later considered to be the best in history.","The Assembly felt it was the only city in Brazil and South America which would possess Olympic @-@ level facilities ready for an Olympic and Paralympic bid , a legacy of its upcoming hosting of the XV Pan American Games in 2007 , later considered to be the best in history.",0,feel,felt,none,The Assembly,The Assembly felt,The Assembly felt it was the only city,26.63792872,13.96765137
"The IOC Evaluation Commission arrived in Rio de Janeiro on April 27 , 2009 , to assess the quality of the bid , stating that the welcoming activities prepared by the city had been the best.","The IOC Evaluation Commission arrived in Rio de Janeiro on April 27 , 2009 , to assess the quality of the bid , stating the welcoming activities prepared by the city had been the best.",0,state,stating,that,"The IOC Evaluation Commission arrived in Rio de Janeiro on April 27 , 2009 , to assess the quality of the bid ,","The IOC Evaluation Commission arrived in Rio de Janeiro on April 27 , 2009 , to assess the quality of the bid , stating","The IOC Evaluation Commission arrived in Rio de Janeiro on April 27 , 2009 , to assess the quality of the bid , stating the welcoming activities prepared by",48.69023597,10.79498529
"Mayor Eduardo Paes was responsible for presenting the venues plan alongside Carlos Roberto Osório , while they were complemented by Olympic sailor Isabel Swan , who stated that the project had been made thinking on athletes.","Mayor Eduardo Paes was responsible for presenting the venues plan alongside Carlos Roberto Osório , while they were complemented by Olympic sailor Isabel Swan , who stated the project had been made thinking on athletes.",0,state,stated,that,"Mayor Eduardo Paes was responsible for presenting the venues plan alongside Carlos Roberto Osório , while they were complemented by Olympic sailor Isabel Swan , who","Mayor Eduardo Paes was responsible for presenting the venues plan alongside Carlos Roberto Osório , while they were complemented by Olympic sailor Isabel Swan , who stated","Mayor Eduardo Paes was responsible for presenting the venues plan alongside Carlos Roberto Osório , while they were complemented by Olympic sailor Isabel Swan , who stated the project had been made",23.02485836,11.52440012
"After that , President Luiz Inácio Lula da Silva made a plea to bring the Games for the first time to South America , saying that was "" time to light the Olympic cauldron in a tropical country "".","After that , President Luiz Inácio Lula da Silva made a plea to bring the Games for the first time to South America , saying that was "" time to light the Olympic cauldron in a tropical country "".",0,say,saying,none,"After that , President Luiz Inácio Lula da Silva made a plea to bring the Games for the first time to South America ,","After that , President Luiz Inácio Lula da Silva made a plea to bring the Games for the first time to South America , saying","After that , President Luiz Inácio Lula da Silva made a plea to bring the Games for the first time to South America , saying that was "" time to",33.56658553,3.123641729
"Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he said it was "" not the same as hosting the [ 2014 ] FIFA World Cup "".","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe Daley implied that the city was incapable of hosting the Olympics when he said it was "" not the same as hosting the [ 2014 ] FIFA World Cup "".",0,believe,believe,that,"Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe Daley implied that the city",43.39534068,9.745509624
"Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he said it was "" not the same as hosting the [ 2014 ] FIFA World Cup "".","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied the city was incapable of hosting the Olympics when he said it was "" not the same as hosting the [ 2014 ] FIFA World Cup "".",0,imply,implied,that,"Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied the city was incapable of",19.53423239,17.69375038
"Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he said it was "" not the same as hosting the [ 2014 ] FIFA World Cup "".","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he said it was "" not the same as hosting the [ 2014 ] FIFA World Cup "".",0,say,said,none,"Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he said","Odriozola called Rio de Janeiro "" the worst of the four candidates "" , while Rio officials believe that Daley implied that the city was incapable of hosting the Olympics when he said it was "" not the",16.1097579,2.283456087
"During the Late Show with David Letterman , broadcast by CBS , Williams said that Rio de Janeiro was elected as host city because it sent "" 50 strippers and a pound of blow "" to compete with Michelle Obama and Oprah Winfrey , from Chicago.","During the Late Show with David Letterman , broadcast by CBS , Williams said Rio de Janeiro was elected as host city because it sent "" 50 strippers and a pound of blow "" to compete with Michelle Obama and Oprah Winfrey , from Chicago.",0,say,said,that,"During the Late Show with David Letterman , broadcast by CBS , Williams","During the Late Show with David Letterman , broadcast by CBS , Williams said","During the Late Show with David Letterman , broadcast by CBS , Williams said Rio de Janeiro was elected",43.28395411,3.304044962
"His public career , lasting from then until his death , during which he remained a dominating figure in the world of opera , was summarized by his contemporary Hector Berlioz , who claimed that he ' has not only the luck to be talented , but the talent to be lucky.","His public career , lasting from then until his death , during which he remained a dominating figure in the world of opera , was summarized by his contemporary Hector Berlioz , who claimed he ' has not only the luck to be talented , but the talent to be lucky.",0,claim,claimed,that,"His public career , lasting from then until his death , during which he remained a dominating figure in the world of opera , was summarized by his contemporary Hector Berlioz , who","His public career , lasting from then until his death , during which he remained a dominating figure in the world of opera , was summarized by his contemporary Hector Berlioz , who claimed","His public career , lasting from then until his death , during which he remained a dominating figure in the world of opera , was summarized by his contemporary Hector Berlioz , who claimed he ' has not only",31.07841313,8.35039711
"The Allgemeine musikalische Zeitung reported : ' The amazing keyboard playing of young Bär ( a Jewish lad of 9 ) , who carried off the difficult passages and other solo parts with aplomb , and has fine powers of rendition even more rarely found in one of his age , made the concert even more interesting '.","The Allgemeine musikalische Zeitung reported : ' The amazing keyboard playing of young Bär ( a Jewish lad of 9 ) , who carried off the difficult passages and other solo parts with aplomb , and has fine powers of rendition even more rarely found in one of his age , made the concert even more interesting '.",0,report,reported,none,The Allgemeine musikalische Zeitung,The Allgemeine musikalische Zeitung reported,The Allgemeine musikalische Zeitung reported : ' The amazing keyboard,55.76329244,4.546760082
"A portrait of Jacob commissioned by the family at this time shows him ' confidently facing the viewer , his hair romantically dishevelled … his left hand rests on the keyboard , and his right hand grasps a musical manuscript … plac [ ing ] its subject in the tradition of the young Mozart '.","A portrait of Jacob commissioned by the family at this time shows him ' confidently facing the viewer , his hair romantically dishevelled … his left hand rests on the keyboard , and his right hand grasps a musical manuscript … plac [ ing ] its subject in the tradition of the young Mozart '.",0,show,shows,none,A portrait of Jacob commissioned by the family at this time,A portrait of Jacob commissioned by the family at this time shows,A portrait of Jacob commissioned by the family at this time shows him ' confidently facing the,47.67934275,6.020198345
"Realizing that a full understanding of Italian opera was essential for his musical development , he went to study in Italy , enabled by the financial support of his family.","Realizing a full understanding of Italian opera was essential for his musical development , he went to study in Italy , enabled by the financial support of his family.",0,realize,Realizing,that,,Realizing,Realizing a full understanding of Italian,37.4400813,12.16594982
"In Paris , he wrote to a friend , ' I go from museum to museum , library to library , theatre to theatre , with the restlessness of the Wandering Jew '.","In Paris , he wrote to a friend , ' I go from museum to museum , library to library , theatre to theatre , with the restlessness of the Wandering Jew '.",0,write,wrote,none,"In Paris , he","In Paris , he wrote","In Paris , he wrote to a friend , '",22.4662075,5.368611336
"Berlioz – who had commented that ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't forget that Meyerbeer was only able to persuade [ the Opéra ] to put on Robert le diable ... by paying the administration sixty thousand francs of his own money ' ; and Chopin lamented ' Meyerbeer had to work for three years and pay his own expenses for his stay in Paris before Robert le diable could be staged .... Three years , that 's a lot – it 's too much.","Berlioz – who had commented ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't forget that Meyerbeer was only able to persuade [ the Opéra ] to put on Robert le diable ... by paying the administration sixty thousand francs of his own money ' ; and Chopin lamented ' Meyerbeer had to work for three years and pay his own expenses for his stay in Paris before Robert le diable could be staged .... Three years , that 's a lot – it 's too much.",0,comment,commented,that,Berlioz – who had,Berlioz – who had commented,Berlioz – who had commented ' Meyerbeer not only had,68.27827163,13.76998442
"Berlioz – who had commented that ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't forget that Meyerbeer was only able to persuade [ the Opéra ] to put on Robert le diable ... by paying the administration sixty thousand francs of his own money ' ; and Chopin lamented ' Meyerbeer had to work for three years and pay his own expenses for his stay in Paris before Robert le diable could be staged .... Three years , that 's a lot – it 's too much.","Berlioz – who had commented that ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't forget Meyerbeer was only able to persuade [ the Opéra ] to put on Robert le diable ... by paying the administration sixty thousand francs of his own money ' ; and Chopin lamented ' Meyerbeer had to work for three years and pay his own expenses for his stay in Paris before Robert le diable could be staged .... Three years , that 's a lot – it 's too much.",0,forget,forget,that,"Berlioz – who had commented that ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't","Berlioz – who had commented that ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't forget","Berlioz – who had commented that ' Meyerbeer not only had the luck to be talented , he had the talent to be lucky ' – wrote ' I can 't forget Meyerbeer was only able to",27.18648011,7.808550358
However the success of L 'étoile du nord in 1854 demonstrated that he could still pack the theatres.,However the success of L 'étoile du nord in 1854 demonstrated he could still pack the theatres.,0,demonstrate,demonstrated,that,However the success of L 'étoile du nord in 1854,However the success of L 'étoile du nord in 1854 demonstrated,However the success of L 'étoile du nord in 1854 demonstrated he could still pack the,36.92025495,9.762784958
"I believe that richess is like love in the theatres and novels : no matter how often one encounters it ... it never misses its target if effectively wielded ... [ Nothing ] can grow back the foreskin of which we are robbed on the eighth day of life ; those who , on the ninth day , do not bleed from this operation shall continue to bleed an entire lifetime , even after death.","I believe richess is like love in the theatres and novels : no matter how often one encounters it ... it never misses its target if effectively wielded ... [ Nothing ] can grow back the foreskin of which we are robbed on the eighth day of life ; those who , on the ninth day , do not bleed from this operation shall continue to bleed an entire lifetime , even after death.",0,believe,believe,that,I,I believe,I believe richess is like love in,52.29325461,7.265545845
It has been suggested that ' Meyerbeer 's choice of these topics is not accidental ; they reflect his own sense of living in a potentially inimical society.'.,It has been suggested ' Meyerbeer 's choice of these topics is not accidental ; they reflect his own sense of living in a potentially inimical society.'.,0,suggest,suggested,that,It has been,It has been suggested,It has been suggested ' Meyerbeer 's choice of,70.3944301,4.204470634
Becker suggests that Meyerbeer in all his grand operas often ' created a deliberately ' unbeautiful ' sound ..... with unusual orchestration designed to express ... content rather than produce a sensuous sound ' and opines that this explains much of the criticism he received from German writers on music.,Becker suggests Meyerbeer in all his grand operas often ' created a deliberately ' unbeautiful ' sound ..... with unusual orchestration designed to express ... content rather than produce a sensuous sound ' and opines that this explains much of the criticism he received from German writers on music.,0,suggest,suggests,that,Becker,Becker suggests,Becker suggests Meyerbeer in all his grand,62.7402854,11.73319244
( Meyerbeer was led in fact to complain that the spectacle was too much and was pushing his music into the background ).,( Meyerbeer was led in fact to complain the spectacle was too much and was pushing his music into the background ).,0,complain,complain,that,( Meyerbeer was led in fact to,( Meyerbeer was led in fact to complain,( Meyerbeer was led in fact to complain the spectacle was too much,31.66458058,11.42743421
"Crosten writes : ' These massive developed sections are the chief glory of the Meyerbeerian opera , for they are not only big in volume but big in their structural design '.","Crosten writes : ' These massive developed sections are the chief glory of the Meyerbeerian opera , for they are not only big in volume but big in their structural design '.",0,write,writes,none,Crosten,Crosten writes,Crosten writes : ' These massive developed,52.92130947,12.03208637
