sentence,pseudo_that,verb,comp_type
"French scholar Rodolphe Guilland theorized that Leo offered to become a vassal of the Caliphate , although the Byzantine general intended to use the Arabs for his own purposes.","French scholar Rodolphe Guilland theorized Leo offered to become a vassal of the Caliphate , although the Byzantine general intended to use the Arabs for his own purposes.",theorize,that
"On meeting up with Sulayman 's retreating army and learning what had transpired , Maslama changed direction : he attacked Akroinon and from there marched to the western coastlands to spend the winter.","On meeting up with Sulayman 's retreating army and learning what had transpired , Maslama changed direction : he attacked Akroinon and from there marched to the western coastlands to spend the winter.",learn,other
"The late 8th @-@ century Syriac Zuqnin Chronicle reports that the Arabs were "" innumerable "" , while the 12th @-@ century Syriac chronicler Michael the Syrian mentions a much @-@ inflated 200 @,@ 000 men and 5 @,@ 000 ships.","The late 8th @-@ century Syriac Zuqnin Chronicle reports the Arabs were "" innumerable "" , while the 12th @-@ century Syriac chronicler Michael the Syrian mentions a much @-@ inflated 200 @,@ 000 men and 5 @,@ 000 ships.",report,that
"According to Arab sources , at this point Leo offered to ransom the city by paying a gold coin for every inhabitant , but Maslama replied that there could not be peace with the vanquished , and that the Arab garrison of Constantinople had already been selected.","According to Arab sources , at this point Leo offered to ransom the city by paying a gold coin for every inhabitant , but Maslama replied there could not be peace with the vanquished , and that the Arab garrison of Constantinople had already been selected.",reply,that
"Theophanes reported that some went down with all hands , while others , burning , sailed down to the Princes ' Islands of Oxeia and Plateia.","Theophanes reported some went down with all hands , while others , burning , sailed down to the Princes ' Islands of Oxeia and Plateia.",report,that
"The failure of the Arab navy to blockade the city , however , meant that the Byzantines too could ferry in provisions.","The failure of the Arab navy to blockade the city , however , meant the Byzantines too could ferry in provisions.",mean,that
"One version claims that he tricked Maslama into handing over most of his grain supplies , while another claims that the Arab general was persuaded to burn them altogether , so as to show the inhabitants of the city that they faced an imminent assault and induce them to surrender.","One version claims he tricked Maslama into handing over most of his grain supplies , while another claims that the Arab general was persuaded to burn them altogether , so as to show the inhabitants of the city that they faced an imminent assault and induce them to surrender.",claim,that
"One version claims that he tricked Maslama into handing over most of his grain supplies , while another claims that the Arab general was persuaded to burn them altogether , so as to show the inhabitants of the city that they faced an imminent assault and induce them to surrender.","One version claims that he tricked Maslama into handing over most of his grain supplies , while another claims the Arab general was persuaded to burn them altogether , so as to show the inhabitants of the city that they faced an imminent assault and induce them to surrender.",claim,that
"One version claims that he tricked Maslama into handing over most of his grain supplies , while another claims that the Arab general was persuaded to burn them altogether , so as to show the inhabitants of the city that they faced an imminent assault and induce them to surrender.","One version claims that he tricked Maslama into handing over most of his grain supplies , while another claims that the Arab general was persuaded to burn them altogether , so as to show the inhabitants of the city they faced an imminent assault and induce them to surrender.",show,that
"Michael the Syrian mentions that the Bulgars participated in the siege from the beginning , with attacks against the Arabs as they marched through Thrace and subsequently on their encampment , but this is not corroborated elsewhere.","Michael the Syrian mentions the Bulgars participated in the siege from the beginning , with attacks against the Arabs as they marched through Thrace and subsequently on their encampment , but this is not corroborated elsewhere.",mention,that
"The retreating Arabs were not hindered or attacked on their return , but their fleet lost more ships in a storm in the Marmara Sea while other ships were set afire by ashes from the volcano of Santorini , and some of the survivors were captured by the Byzantines , so that Theophanes claims that only five vessels made it back to Syria.","The retreating Arabs were not hindered or attacked on their return , but their fleet lost more ships in a storm in the Marmara Sea while other ships were set afire by ashes from the volcano of Santorini , and some of the survivors were captured by the Byzantines , so that Theophanes claims only five vessels made it back to Syria.",claim,that
"Arab sources claim that altogether 150 @,@ 000 Muslims perished during the campaign , a figure which , according to the Byzantinist John Haldon , "" while certainly inflated , is nevertheless indicative of the enormity of the disaster in medieval eyes "".","Arab sources claim altogether 150 @,@ 000 Muslims perished during the campaign , a figure which , according to the Byzantinist John Haldon , "" while certainly inflated , is nevertheless indicative of the enormity of the disaster in medieval eyes "".",claim,that
"Historical evidence suggests the street was formed between 1682 and 1687 , as it was not shown on Morden and Lea 's Map of 1682.","Historical evidence suggests the street was formed between 1682 and 1687 , as it was not shown on Morden and Lea 's Map of 1682.",suggest,none
"In 2010 , a study by Camden London Borough Council suggested that only six other streets in London have a comparable heritage to Denmark Street.","In 2010 , a study by Camden London Borough Council suggested only six other streets in London have a comparable heritage to Denmark Street.",suggest,that
"The music publishing trade on Denmark Street began to decline during the 1960s , as the traditional producers lost touch with changing tastes and groups like the Rolling Stones showed it was possible to write their own material.","The music publishing trade on Denmark Street began to decline during the 1960s , as the traditional producers lost touch with changing tastes and groups like the Rolling Stones showed it was possible to write their own material.",show,none
"For example , Paul Simon was based in London at this time but Mills Music at number 20 , told him that his songs "" Homeward Bound "" and "" The Sound of Silence "" were uncommercial.","For example , Paul Simon was based in London at this time but Mills Music at number 20 , told him his songs "" Homeward Bound "" and "" The Sound of Silence "" were uncommercial.",tell,that
"The Carter & Lewis songwriting partnership evolved when John Carter and Ken Lewis arrived in London in 1959 and decided "" if you want to be in the music business , that [ Denmark Street ] was the place to be , that was the rule "".","The Carter & Lewis songwriting partnership evolved when John Carter and Ken Lewis arrived in London in 1959 and decided "" if you want to be in the music business , that [ Denmark Street ] was the place to be , that was the rule "".",decide,none
"After being told several guitars were too expensive , he settled on a Sunburst Gibson Les Paul Deluxe.","After being told several guitars were too expensive , he settled on a Sunburst Gibson Les Paul Deluxe.",tell,none
"When Douglas Adams attempted to attend a signing for the first The Hitch @-@ Hiker 's Guide to the Galaxy book in October 1979 , the queue to the shop was so long that Adams thought a demonstration was taking place elsewhere.","When Douglas Adams attempted to attend a signing for the first The Hitch @-@ Hiker 's Guide to the Galaxy book in October 1979 , the queue to the shop was so long that Adams thought a demonstration was taking place elsewhere.",think,none
"The clubs were housed in buildings that had previously functioned as a hostel for musicians , which adjoined a music shop on the street , and the fire brigade had insisted that a fire escape be fitted.","The clubs were housed in buildings that had previously functioned as a hostel for musicians , which adjoined a music shop on the street , and the fire brigade had insisted a fire escape be fitted.",insist,that
"In 2013 , the council announced that Denmark Street would be redeveloped by the architectural firm ORMS as part of a major development in conjunction with the Crossrail construction work around Tottenham Court Road tube station and Centre Point.","In 2013 , the council announced Denmark Street would be redeveloped by the architectural firm ORMS as part of a major development in conjunction with the Crossrail construction work around Tottenham Court Road tube station and Centre Point.",announce,that
"In an interview to Mojo , Scott @-@ Irvine said "" This should be stopped "" , adding that Denmark Street "" should be given full heritage status like Covent Garden Market , Hatton Garden and Savile Row "".","In an interview to Mojo , Scott @-@ Irvine said "" This should be stopped "" , adding Denmark Street "" should be given full heritage status like Covent Garden Market , Hatton Garden and Savile Row "".",add,that
"Consolidated Developments , developers for the new site , stated they were "" committed to preserving and enhancing the rich musical heritage of Tin Pan Alley "".","Consolidated Developments , developers for the new site , stated they were "" committed to preserving and enhancing the rich musical heritage of Tin Pan Alley "".",state,none
"Former Oasis manager and head of Creation Records , Alan McGee supported the protestors , saying "" you really couldn ’ t say a bad word against any of them.","Former Oasis manager and head of Creation Records , Alan McGee supported the protestors , saying "" you really couldn ’ t say a bad word against any of them.",say,none
"A report added , "" Music industry activities make a fundamental contribution to the special character of Denmark Street and support associated retail provision.","A report added , "" Music industry activities make a fundamental contribution to the special character of Denmark Street and support associated retail provision.",add,none
"In the episode , Marge befriends Jack Crowley , a convict who she believes has some artistic potential.","In the episode , Marge befriends Jack Crowley , a convict who she believes has some artistic potential.",believe,other
"He swears to her that he did not start the fire , and Marge believes him.","He swears to her he did not start the fire , and Marge believes him.",swear,that
"According to then @-@ showrunner Mike Scully , the story of this episode originated from the fact that the staff members of The Simpsons wanted to do an episode about Marge but felt they did not want it to revolve around her getting a new job , as that had been seen on the show "" too often "".","According to then @-@ showrunner Mike Scully , the story of this episode originated from the fact that the staff members of The Simpsons wanted to do an episode about Marge but felt they did not want it to revolve around her getting a new job , as that had been seen on the show "" too often "".",feel,none
"He has said that the "" heart "" of that story is that the chiropractors in Springfield become opposed to Homer 's method of healing people and try to stop it after losing business , in reference to how chiropractors in real @-@ life "" are a bit hated by the AMA ( American Medical Association ) "" and how the AMA has tried to restrict their businesses in the past.","He has said the "" heart "" of that story is that the chiropractors in Springfield become opposed to Homer 's method of healing people and try to stop it after losing business , in reference to how chiropractors in real @-@ life "" are a bit hated by the AMA ( American Medical Association ) "" and how the AMA has tried to restrict their businesses in the past.",say,that
"Martin has also noted that the episode shows how "" a lot of chiropractors are these great healers and they do great work , and then there 's some that are crooked.","Martin has also noted the episode shows how "" a lot of chiropractors are these great healers and they do great work , and then there 's some that are crooked.",note,that
"Martin has also noted that the episode shows how "" a lot of chiropractors are these great healers and they do great work , and then there 's some that are crooked.","Martin has also noted that the episode shows how "" a lot of chiropractors are these great healers and they do great work , and then there 's some that are crooked.",show,none
"There , Principal Skinner jokes to the audience that "" when Superintendent Chalmers suggested a school mural , I almost thought he said a ' school Muriel ' , "" referencing Chalmers ' sister Muriel.","There , Principal Skinner jokes to the audience "" when Superintendent Chalmers suggested a school mural , I almost thought he said a ' school Muriel ' , "" referencing Chalmers ' sister Muriel.",joke,that
"There , Principal Skinner jokes to the audience that "" when Superintendent Chalmers suggested a school mural , I almost thought he said a ' school Muriel ' , "" referencing Chalmers ' sister Muriel.","There , Principal Skinner jokes to the audience that "" when Superintendent Chalmers suggested a school mural , I almost thought he said a ' school Muriel ' , "" referencing Chalmers ' sister Muriel.",think,none
"When no one laughs at his joke and the audience is dead silent , Skinner sarcastically says "" Well , thank you , Bruce Vilanch , "" to which Vilanch replies "" Whoopi would 've made it work.","When no one laughs at his joke and the audience is dead silent , Skinner sarcastically says "" Well , thank you , Bruce Vilanch , "" to which Vilanch replies "" Whoopi would 've made it work.",say,none
"When no one laughs at his joke and the audience is dead silent , Skinner sarcastically says "" Well , thank you , Bruce Vilanch , "" to which Vilanch replies "" Whoopi would 've made it work.","When no one laughs at his joke and the audience is dead silent , Skinner sarcastically says "" Well , thank you , Bruce Vilanch , "" to which Vilanch replies "" Whoopi would 've made it work.",reply,none
"Nancy Basile of About.com said she "" loathed "" it.","Nancy Basile of About.com said she "" loathed "" it.",say,none
"DVD Movie Guide 's Colin Jacobson commented that "" Other than a nice guest turn from Michael Keaton , ' Mom ' doesn ’ t do much to stand out from the crowd.","DVD Movie Guide 's Colin Jacobson commented "" Other than a nice guest turn from Michael Keaton , ' Mom ' doesn ’ t do much to stand out from the crowd.",comment,that
""" Den of Geek critic Matt Haigh wrote that the episode "" starts well , but begins to feel tired and drawn out , and there just doesn 't seem to be much of a story there.",""" Den of Geek critic Matt Haigh wrote the episode "" starts well , but begins to feel tired and drawn out , and there just doesn 't seem to be much of a story there.",write,that
[ ... ] Dr. Steve on The Simpsons corroborates this stereotype when telling Homer that he will need to see him ' three times a week for many years.,[ ... ] Dr. Steve on The Simpsons corroborates this stereotype when telling Homer he will need to see him ' three times a week for many years.,tell,that
"' "" Passmore and Kochanowski @-@ Sutter also noted that in the episode "" we see a dreamcatcher on the wall behind Dr. Steve as he treats Homer.","' "" Passmore and Kochanowski @-@ Sutter also noted in the episode "" we see a dreamcatcher on the wall behind Dr. Steve as he treats Homer.",note,that
"This strategically placed decoration could suggest that the chiropractor is in touch with native and / or natural healing , or it could be a jab at the field ’ s more esoteric practitioners.","This strategically placed decoration could suggest the chiropractor is in touch with native and / or natural healing , or it could be a jab at the field ’ s more esoteric practitioners.",suggest,that
"By the show 's tenth anniversary in 1979 , nine million American children under the age of six were watching Sesame Street daily , and several studies showed it was having a positive educational impact.","By the show 's tenth anniversary in 1979 , nine million American children under the age of six were watching Sesame Street daily , and several studies showed it was having a positive educational impact.",show,none
"Early childhood educational research had shown that when children were prepared to succeed in school , they earned higher grades and learned more effectively.","Early childhood educational research had shown when children were prepared to succeed in school , they earned higher grades and learned more effectively.",show,that
"Research had shown that children from low @-@ income , minority backgrounds tested "" substantially lower "" than middle @-@ class children in school @-@ related skills , and that they continued to have educational deficits throughout school.","Research had shown children from low @-@ income , minority backgrounds tested "" substantially lower "" than middle @-@ class children in school @-@ related skills , and that they continued to have educational deficits throughout school.",show,that
"The field of developmental psychology had grown during this period , and scientists were beginning to understand that changes in early childhood education could increase children 's cognitive growth.","The field of developmental psychology had grown during this period , and scientists were beginning to understand changes in early childhood education could increase children 's cognitive growth.",understand,that
"Morrisett and the other guests felt that even with limited resources , television could be an effective way to reach millions of children.","Morrisett and the other guests felt even with limited resources , television could be an effective way to reach millions of children.",feel,that
"The focus on the new show was on children from disadvantaged backgrounds , but Cooney and the show 's creators recognized that in order to achieve the kind of success they wanted , it had to be equally accessible to children of all socio @-@ economic and ethnic backgrounds.","The focus on the new show was on children from disadvantaged backgrounds , but Cooney and the show 's creators recognized in order to achieve the kind of success they wanted , it had to be equally accessible to children of all socio @-@ economic and ethnic backgrounds.",recognize,that
"Cooney proposed that public television , even though it had a poor track record in attracting inner @-@ city audiences , could be used to improve the quality of children 's programming.","Cooney proposed public television , even though it had a poor track record in attracting inner @-@ city audiences , could be used to improve the quality of children 's programming.",propose,that
"To this end , she suggested that humor directed toward adults be included , which , as Lesser reported , "" may turn out to be a pretty good system in forcing the young child to stretch to understand programs designed for older audiences "".","To this end , she suggested humor directed toward adults be included , which , as Lesser reported , "" may turn out to be a pretty good system in forcing the young child to stretch to understand programs designed for older audiences "".",suggest,that
Cooney also believed cultural references and guest appearances by celebrities would encourage parents and older siblings to watch the show together.,Cooney also believed cultural references and guest appearances by celebrities would encourage parents and older siblings to watch the show together.,believe,none
"Sesame Street was an expensive program to produce because the creators decided they needed to compete with other programs that invested in professional , high quality production.","Sesame Street was an expensive program to produce because the creators decided they needed to compete with other programs that invested in professional , high quality production.",decide,none
"They reported that the seminars were "" widely successful "" , and resulted in long and detailed lists of possible topics for inclusion in the Sesame Street curriculum ; in fact , the seminars produced more suggested educational objectives than could ever be addressed by one television series.","They reported the seminars were "" widely successful "" , and resulted in long and detailed lists of possible topics for inclusion in the Sesame Street curriculum ; in fact , the seminars produced more suggested educational objectives than could ever be addressed by one television series.",report,that
"Cooney met Henson at one of the seminars ; Stone , who was familiar with Henson 's work , felt that if they could not bring him on board , they should "" make do without puppets "".","Cooney met Henson at one of the seminars ; Stone , who was familiar with Henson 's work , felt if they could not bring him on board , they should "" make do without puppets "".",feel,that
"Lesser commented , "" [ despite ] all its raucousness and slapstick humor , Sesame Street became a sweet show , and its staff maintains that there is nothing wrong in that "".","Lesser commented , "" [ despite ] all its raucousness and slapstick humor , Sesame Street became a sweet show , and its staff maintains that there is nothing wrong in that "".",comment,none
"Lesser commented , "" [ despite ] all its raucousness and slapstick humor , Sesame Street became a sweet show , and its staff maintains that there is nothing wrong in that "".","Lesser commented , "" [ despite ] all its raucousness and slapstick humor , Sesame Street became a sweet show , and its staff maintains there is nothing wrong in that "".",maintain,that
"Stone was one of the producers who disliked the name , but , he said , "" I was outvoted , for which I 'm deeply grateful "".","Stone was one of the producers who disliked the name , but , he said , "" I was outvoted , for which I 'm deeply grateful "".",say,none
"Stone reported that casting was the only aspect that was "" just completely haphazard "".","Stone reported casting was the only aspect that was "" just completely haphazard "".",report,that
"Cooney agreed , commenting , "" From the beginning , we — the planners of the project — designed the show as an experimental research project with educational advisers , researchers , and television producers collaborating as equal partners "".","Cooney agreed , commenting , "" From the beginning , we — the planners of the project — designed the show as an experimental research project with educational advisers , researchers , and television producers collaborating as equal partners "".",comment,none
The producers of Sesame Street believed education through television was possible if they captured and sustained children 's attention ; this meant the show needed a strong appeal.,The producers of Sesame Street believed education through television was possible if they captured and sustained children 's attention ; this meant the show needed a strong appeal.,believe,none
The producers of Sesame Street believed education through television was possible if they captured and sustained children 's attention ; this meant the show needed a strong appeal.,The producers of Sesame Street believed education through television was possible if they captured and sustained children 's attention ; this meant the show needed a strong appeal.,mean,none
"His research was so crucial to Sesame Street that Gladwell asserted , "" ... without Ed Palmer , the show would have never lasted through the first season "".","His research was so crucial to Sesame Street that Gladwell asserted , "" ... without Ed Palmer , the show would have never lasted through the first season "".",assert,none
"However , the researchers found that although children 's attention was high during the Muppet segments , their interest wavered during the "" Street "" segments , when no Muppets were on screen.","However , the researchers found although children 's attention was high during the Muppet segments , their interest wavered during the "" Street "" segments , when no Muppets were on screen.",find,that
"The Street scenes , as Palmer described them , were "" the glue "" that "" pulled the show together "" , so producers knew they needed to make significant changes.","The Street scenes , as Palmer described them , were "" the glue "" that "" pulled the show together "" , so producers knew they needed to make significant changes.",know,none
"On the basis of their experience on Captain Kangaroo , Cannell , Stone , and Gibbon thought the experts ' opinions were "" nonsense "" ; Cooney agreed.","On the basis of their experience on Captain Kangaroo , Cannell , Stone , and Gibbon thought the experts ' opinions were "" nonsense "" ; Cooney agreed.",think,none
"The show reached only 67 @.@ 6 % of the nation , but earned a 3 @.@ 3 Nielsen rating , meaning 1 @.@ 9 million households and 7 million children watched it each day.","The show reached only 67 @.@ 6 % of the nation , but earned a 3 @.@ 3 Nielsen rating , meaning 1 @.@ 9 million households and 7 million children watched it each day.",mean,none
"In Sesame Street 's first season , the ETS reported that children who watched the show scored higher in tests than less @-@ frequent viewers.","In Sesame Street 's first season , the ETS reported children who watched the show scored higher in tests than less @-@ frequent viewers.",report,that
"David Frost , speaking about the versions of Sesame Street that were being produced in other countries , declared it was "" a hit everywhere it goes "".","David Frost , speaking about the versions of Sesame Street that were being produced in other countries , declared it was "" a hit everywhere it goes "".",declare,none
"An executive at ABC , while recognizing that Sesame Street was not perfect , said the show "" opened children 's TV to taste and wit and substance "" and "" made the climate right for improvement "".","An executive at ABC , while recognizing Sesame Street was not perfect , said the show "" opened children 's TV to taste and wit and substance "" and "" made the climate right for improvement "".",recognize,that
"An executive at ABC , while recognizing that Sesame Street was not perfect , said the show "" opened children 's TV to taste and wit and substance "" and "" made the climate right for improvement "".","An executive at ABC , while recognizing that Sesame Street was not perfect , said the show "" opened children 's TV to taste and wit and substance "" and "" made the climate right for improvement "".",say,none
"Other reviewers predicted commercial television would be forced to improve its children 's programming , something that did not substantially occur until the 1990s.","Other reviewers predicted commercial television would be forced to improve its children 's programming , something that did not substantially occur until the 1990s.",predict,none
"President Richard Nixon sent Cooney a congratulatory letter , and Dr. Benjamin Spock predicted the program would result in "" better @-@ trained citizens , fewer unemployables in the next generation , fewer people on welfare , and smaller jail populations "".","President Richard Nixon sent Cooney a congratulatory letter , and Dr. Benjamin Spock predicted the program would result in "" better @-@ trained citizens , fewer unemployables in the next generation , fewer people on welfare , and smaller jail populations "".",predict,none
"A member of the commission leaked the vote to The New York Times , stating that "" Mississippi was not yet ready "" for the show 's integrated cast.","A member of the commission leaked the vote to The New York Times , stating "" Mississippi was not yet ready "" for the show 's integrated cast.",state,that
"A committee of Hispanic activists , commissioned by the CTW in 1970 , called Sesame Street "" racist "" and said the show 's bilingual aspects were of "" poor quality and patronizing "".","A committee of Hispanic activists , commissioned by the CTW in 1970 , called Sesame Street "" racist "" and said the show 's bilingual aspects were of "" poor quality and patronizing "".",say,none
"By the mid @-@ 70s , Morrow reported that "" the show included Chicano and Puerto Rican cast members , films about Mexican holidays and foods , and cartoons that taught Spanish words "".","By the mid @-@ 70s , Morrow reported "" the show included Chicano and Puerto Rican cast members , films about Mexican holidays and foods , and cartoons that taught Spanish words "".",report,that
"They complained about the lack of , as Morrow put it , "" credible female Muppets "" on the show ; Morrow reported that Henson 's response was that "" women might not be strong enough to hold the puppets over the long hours of taping "".","They complained about the lack of , as Morrow put it , "" credible female Muppets "" on the show ; Morrow reported Henson 's response was that "" women might not be strong enough to hold the puppets over the long hours of taping "".",report,that
"ETS conducted two "" landmark "" studies of the show in 1970 and 1971 which demonstrated Sesame Street had a positive educational impact on its viewers.","They complained about the lack of , as Morrow put it , "" credible female Muppets "" on the show ; Morrow reported Henson 's response was that "" women might not be strong enough to hold the puppets over the long hours of taping "".",demonstrate,that
They found that children who watched Sesame Street more frequently had a higher comprehension of the material presented.,They found children who watched Sesame Street more frequently had a higher comprehension of the material presented.,find,that
"Henson owned the trademarks to the Muppet characters : he was reluctant to market them at first , but agreed when the CTW promised that the profits from toys , books , and other products were to be used exclusively to fund the CTW.","Henson owned the trademarks to the Muppet characters : he was reluctant to market them at first , but agreed when the CTW promised the profits from toys , books , and other products were to be used exclusively to fund the CTW.",promise,that
"Shortly after the premiere of Sesame Street , the CTW was approached by producers , educators , and officials in other nations , requesting that a version of the show be aired in their countries.","Shortly after the premiere of Sesame Street , the CTW was approached by producers , educators , and officials in other nations , requesting a version of the show be aired in their countries.",request,that
"By 2009 , Sesame Street had expanded into 140 countries ; The New York Times reported in 2005 that income from the CTW 's international co @-@ productions of the show was $ 96 million.","By 2009 , Sesame Street had expanded into 140 countries ; The New York Times reported in 2005 income from the CTW 's international co @-@ productions of the show was $ 96 million.",report,that
"For the 1983 season , the show 's producers and research staff decided they would explain Mr. Hooper 's death to their preschool audience , instead of recasting the role : the writer of that episode , Norman Stiles , said , "" We felt we owed something to a man we respected and loved "".","For the 1983 season , the show 's producers and research staff decided they would explain Mr. Hooper 's death to their preschool audience , instead of recasting the role : the writer of that episode , Norman Stiles , said , "" We felt we owed something to a man we respected and loved "".",decide,none
"For the 1983 season , the show 's producers and research staff decided they would explain Mr. Hooper 's death to their preschool audience , instead of recasting the role : the writer of that episode , Norman Stiles , said , "" We felt we owed something to a man we respected and loved "".","For the 1983 season , the show 's producers and research staff decided they would explain Mr. Hooper 's death to their preschool audience , instead of recasting the role : the writer of that episode , Norman Stiles , said , "" We felt we owed something to a man we respected and loved "".",say,none
"For the 1983 season , the show 's producers and research staff decided they would explain Mr. Hooper 's death to their preschool audience , instead of recasting the role : the writer of that episode , Norman Stiles , said , "" We felt we owed something to a man we respected and loved "".","For the 1983 season , the show 's producers and research staff decided they would explain Mr. Hooper 's death to their preschool audience , instead of recasting the role : the writer of that episode , Norman Stiles , said , "" We felt we owed something to a man we respected and loved "".",feel,none
The research team conducted a series of studies before the episode to ascertain if children were able to understand the messages they wanted to convey about Mr. Hooper 's death ; the research showed most children did understand.,The research team conducted a series of studies before the episode to ascertain if children were able to understand the messages they wanted to convey about Mr. Hooper 's death ; the research showed most children did understand.,show,none
"Caroll Spinney , who played Big Bird and who drew the caricatures prominently used in the episode , reported the cast and crew were moved to tears during filming.","Caroll Spinney , who played Big Bird and who drew the caricatures prominently used in the episode , reported the cast and crew were moved to tears during filming.",report,none
"The show 's producers were concerned about the message being sent to children ; "" If children saw that the adults didn 't believe what Big Bird said ( even though it was true ) , they would be afraid to talk to adults about dramatic or disturbing things that happened to them "".","The show 's producers were concerned about the message being sent to children ; "" If children saw the adults didn 't believe what Big Bird said ( even though it was true ) , they would be afraid to talk to adults about dramatic or disturbing things that happened to them "".",see,that
"The show 's staff found that at the time that there was very little relevant research done about children 's understanding of these topics , and no books for children had been written about them.","The show 's staff found at the time that there was very little relevant research done about children 's understanding of these topics , and no books for children had been written about them.",find,that
"Studies done after the episodes about Maria 's pregnancy aired showed that as a result of watching these episodes , children 's understanding of pregnancy increased.","Studies done after the episodes about Maria 's pregnancy aired showed as a result of watching these episodes , children 's understanding of pregnancy increased.",show,that
Entertainment Weekly reported in 1991 that the show 's music had been honored with eight Grammys.,Entertainment Weekly reported in 1991 the show 's music had been honored with eight Grammys.,report,that
"They found that although the show was produced for those between the ages of three and five , children began watching it at a younger age.","They found although the show was produced for those between the ages of three and five , children began watching it at a younger age.",find,that
"Preschool television had become more competitive , and the CTW 's research showed the traditional magazine format was not the best way to attract young children 's attention.","Preschool television had become more competitive , and the CTW 's research showed the traditional magazine format was not the best way to attract young children 's attention.",show,none
"The growth of home videos during the ' 80s and the increase of thirty @-@ minute children 's shows on cable had demonstrated that children 's attention could be sustained for longer periods of time , but the CTW 's researchers found that their viewers , especially the younger ones , lost attention in Sesame Street after 40 to 45 minutes.","The growth of home videos during the ' 80s and the increase of thirty @-@ minute children 's shows on cable had demonstrated children 's attention could be sustained for longer periods of time , but the CTW 's researchers found that their viewers , especially the younger ones , lost attention in Sesame Street after 40 to 45 minutes.",demonstrate,that
"The growth of home videos during the ' 80s and the increase of thirty @-@ minute children 's shows on cable had demonstrated that children 's attention could be sustained for longer periods of time , but the CTW 's researchers found that their viewers , especially the younger ones , lost attention in Sesame Street after 40 to 45 minutes.","The growth of home videos during the ' 80s and the increase of thirty @-@ minute children 's shows on cable had demonstrated that children 's attention could be sustained for longer periods of time , but the CTW 's researchers found their viewers , especially the younger ones , lost attention in Sesame Street after 40 to 45 minutes.",find,that
"Clash believed the "" Tickle Me Elmo "" phenomenon made Elmo a household name and led to the "" Elmo 's World "" segment.","Clash believed the "" Tickle Me Elmo "" phenomenon made Elmo a household name and led to the "" Elmo 's World "" segment.",believe,none
"As co @-@ executive producer Arlene Sherman stated , "" We basically deconstructed the show "".","As co @-@ executive producer Arlene Sherman stated , "" We basically deconstructed the show "".",state,none
"On August 13 , 2015 , as part of a five @-@ year programming and development deal , Sesame Workshop announced that first @-@ run episodes of Sesame Street would move to premium television service HBO ( which had not aired any original children 's programming since 2005 ) in late 2015.","On August 13 , 2015 , as part of a five @-@ year programming and development deal , Sesame Workshop announced first @-@ run episodes of Sesame Street would move to premium television service HBO ( which had not aired any original children 's programming since 2005 ) in late 2015.",announce,that
"HBO will hold first @-@ run rights to all newer episodes of the series starting with season 46 , after which they will air on PBS member stations following a nine @-@ month exclusivity window , with no charge to the stations for airing the content ; however , HBO has not announced whether first @-@ run episodes will air on the pay service 's main channel or its multiplex channel HBO Family.","HBO will hold first @-@ run rights to all newer episodes of the series starting with season 46 , after which they will air on PBS member stations following a nine @-@ month exclusivity window , with no charge to the stations for airing the content ; however , HBO has not announced whether first @-@ run episodes will air on the pay service 's main channel or its multiplex channel HBO Family.",announce,other
"On August 14 , Sesame Workshop announced that it would phase out its in @-@ house subscription streaming service , Sesame Go , as a standalone service ; instead of shutting it down entirely , it intends to scale back its offerings to either provide access to a reduced slate of free content or act as a portal for Sesame Street 's website.","On August 14 , Sesame Workshop announced it would phase out its in @-@ house subscription streaming service , Sesame Go , as a standalone service ; instead of shutting it down entirely , it intends to scale back its offerings to either provide access to a reduced slate of free content or act as a portal for Sesame Street 's website.",announce,that
"Months later , the band received a phone call from Robert John "" Mutt "" Lange , who had heard that the band were beginning to write a new album , and expressed an interest in producing it.","Months later , the band received a phone call from Robert John "" Mutt "" Lange , who had heard the band were beginning to write a new album , and expressed an interest in producing it.",hear,that
"Jesse Carmichael , the band ’ s keyboardist , said , "" Mutt really helped us play to the best of our ability.","Jesse Carmichael , the band ’ s keyboardist , said , "" Mutt really helped us play to the best of our ability.",say,none
"Contactmusic 's Nima Baniamer stated that "" Hands All Over "" , follows a trend consisting of heavy percussions and more heavier backing vocals.","Contactmusic 's Nima Baniamer stated "" Hands All Over "" , follows a trend consisting of heavy percussions and more heavier backing vocals.",state,that
"Melinda Newman of HitFix wrote that the song "" is a heavy thump of a song that sounds pure Lange with a big kick drum propelling it forward.","Melinda Newman of HitFix wrote the song "" is a heavy thump of a song that sounds pure Lange with a big kick drum propelling it forward.",write,that
""" In a review of the album , Fraser McAlpine of BBC Music wrote that the track contains a "" rude guitar sleaze "" , while according to Ben Czajkowski of 411mania "" Hands all Over "" borders on anthemic rock with a biting guitar technique "".",""" In a review of the album , Fraser McAlpine of BBC Music wrote the track contains a "" rude guitar sleaze "" , while according to Ben Czajkowski of 411mania "" Hands all Over "" borders on anthemic rock with a biting guitar technique "".",write,that
"Thomas Conner of Chicago Sun @-@ Times wrote that , lyrically , "" Hands All Over "" together with "" Never Gonna Leave This Bed "" speak of sexiness.","Thomas Conner of Chicago Sun @-@ Times wrote , lyrically , "" Hands All Over "" together with "" Never Gonna Leave This Bed "" speak of sexiness.",write,that
